,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X600795.SH,X000792.SZ,X002466.SZ,X601699.SH,X000708.SZ,X002460.SZ,X000301.SZ,X600010.SH,X600362.SH,X600027.SH,X600111.SH,X000983.SZ,X000877.SZ,X600803.SH,X600426.SH,X600489.SH,X601991.SH,X000786.SZ,X600160.SH,X600985.SH,X002271.SZ,X000408.SZ,X000630.SZ,X000932.SZ,X000933.SZ,X000807.SZ,X600176.SH,X600348.SH,X601168.SH,X600219.SH,X002128.SZ,X600612.SH,X000027.SZ,X600157.SH,X600096.SH,X600688.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0925340294315145,0,0,0,-0.103560175256029,0.0112484992459879,0,0,0,0,0,0,0,0,0,0,0.0579520375534731,0,0,0,0,0,0,0,0,0,0.225272702922317,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00410098153473915,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.221856085994869,0,0,0,0,0,0,0,0,0,0,0,0.0614325833309542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248516563281105,-0.0648417864024174,0,0,0,0.0854875407992454,0,-0.023714413256036,0,0,0,0,0,0,0,0,0,0,0,0,0.0161969588589107,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0773642832889406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159578705468689,0,0,0,0,0,0,0,0,0.324931551282037,0,0,0,0,0.0432147711095208,0,0,0,0,0,0,0,0,0,0,-0.00562441619314669,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.126461969685253,0,0,0,0,0,0,0.0573627690171281,0,0,0,0,0,0,0,0.132888792175668,0,0,0.096394788921139,0.172780588775085,0,0.0372323718665956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00320109978401116,0,0,0,0,0,0
X600188.SH,0.0298841238279387,0.0449870315073991,0,0,0,0.206891813019983,0,0,0,0,0,0,0,0,0,0,0.321799772988673,0,-0.026007594927437,0,0,0,0,0,0.141005224516281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408200960435889,0,0,0,0,0,0,0,0,0,0,0,-0.0098383433291151,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.126585408500648,0,0,0,0,0.0516636091674846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111936958152727,0,0.306068369293735,0,0,0,0,0.042371013115473,0,0,0,0,0,0,0.146699297063436,0,0,0,0,0,0.0622451797750437,0.0463946095035504,-0.0321027803360567,0,0,0,0,0,0
X600011.SH,0.0662712005248586,0,0,0,0,0,0,0,0,0.0714289473859428,0,0,0,0,0,0,0,0,0,0,0,0,0.292089759726309,0,0,0,0,0,0,0.122985709563324,0,0,0,-0.0162415043427993,0,0,0,-0.00327203880839924,0,0,0,0,0,0,0,0,0,0,0,0,0.00308358460315397,0,-0.00401672777164146,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0181196686771161,0,0,0,0,0.0381800037153551,0,0.0447625745663303,0,0,0,0.0416529283763642,0,0,0,0,0,0,0,0,0,0,-0.165707661925005,0,0,0.315543147829138,0,0,0,0,0.167765254528115,0,0,0,0,0,0,0,0,0,0,0.00304929202889778,0.0582031279115941,0,0,0,0,0
X600585.SH,0.183879928983865,0,0,0.112968457101723,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.144318038351339,0,0,0,0,0,0,0.0289955052490208,0,8.67361737988404e-19,-0.0551365587593111,-0.0153683337841214,0.0250703802357357,0,0,0.0520883345674671,0,0,0,0,0,0.0835392976018054,0,0,0,0,0,0,0,0,0,0,0,0.0114537551174333,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.0799857905024845,0,0,0,0,0,0,0,0.540980671210946,0,0,0.0056073431697994,0,0,0,-0.102655931784796,0,0,0,0,0,0,0,0,0,-0.0402852256386013,0,0,0,0,0,0,0,0,0,0.0331074928445272,0,0,0,0,0,0,0,0,0,0,-0.000933258049567429,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0295236262489835,0,0,-3.46944695195361e-18,-0.0200351541080722,0,0,0,0,0,0.00888033542854023,0,0,-0.128439141254303,0,0,0,0,0,0.0286257168140122,0,-0.0804811802650511,0,0,0,0,0,0,0,0,0,0,0,0,-0.0399991481415847,0.0552477330896544,0,0.191621393667166,0,0.0132100352167714,0,0.276235258440722,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0368108702329105,0,0,0,0,0.166019681163098,-1.38777878078145e-17,0.0361630057202531,0.216695664180572,0,0,0.215162628545297,0,0,0,0,0,0,0,0,0,-0.0203102453843785,0.0182453830294406,0,0,0,0,0,0
X600547.SH,0,0,0,0.00512169303363644,0.0565084605937466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356460613322039,0,0,0,0,0,0.586265394781458,0,0,0,0,0.0303696569126675,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0981777280528375,0,0,0,0,0,-0.0797997426000861,0,-0.00224030661324314,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.158567443690797,0,0,0,0,0.390463854936562,0,0,0,0,0,0,0,0,-0.0351373647124724,0,0,0,0.101722759841247,0,0,0,0,0,0,0.0729189249466447,0,0,0,0,0,0,0,0.101718891037961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117307998401073,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291943566916096,0,0,0,0,0,0,0,0.373411881744887,0,0,0,0,0,0,0.00732858889611363,0,0,0.0352349614919064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00971837052096881,0,0,0,0,0,0.829371078279109,0.316392549227222,0,0,0,0,0,0,-0.239833132980899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245866269635265,0,0,0,0,0,0
X601699.SH,0,0,0,0,0.1094792569854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00320738347569778,0,0,0,0,0,0.591157534205443,-0.0758530052209468,0,0,0,0,0,0,0.0444904787701162,0,0,0,0,0,0,-0.0371603102077785,0,0,0,0.0117229270573908,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.128529020298259,0,0,0,0,0.243504656760734,0,0,0,-0.0785778605765086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106875428005971,0,0.135442449976279,0,0,0,0,0,0.112576401149306,0,0,0.0445700438412225,0,0,0,0,0.0196512240866755,0,0,0,0,0,0
X002460.SZ,0,0,0,0.0127275585038254,0,0,0,0,0,0,0,0,0,0,0,0.730586918976338,-0.0214818480000439,0,0,0,0,0,0,0,0,0,0,0.0955304905909349,0,0,0,0,0,0.0575922562873725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153638772252771,-0.0021262407922276,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711070422681921,-0.0486460801040372,0.207999932433253,0,0,0.112891252307162,0,0,0,0,0,0,0,0.0194316433119172,0,0,0,0,0,0,0,0,0,0.0188481846142865,0,0,0,0,0,0,0,0,0.0870480012689469,0,0,0,0.0179606696525223,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0830131520827878,0,0,0,0.129649522319065,0,0,0,0.291721369631005,0,0,0,0,0.0226933441207767,0,0,0,0,0,0,0,0.0289346831633784,0,0,0.0386782767369683,0,0,0,0,0,0,0,0,0,0,0,0.0575264302636573,-0.0418764583397597,0,0,0,0,0,0
