,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601992.SH,X600688.SH,X600547.SH,X600795.SH,X300072.SZ,X601991.SH,X601600.SH,X600309.SH,X600660.SH,X600362.SH,X600886.SH,X600188.SH,X600027.SH,X000709.SZ,X600157.SH,X600339.SH,X002466.SZ,X600111.SH,X000898.SZ,X600299.SH,X000959.SZ,X600489.SH,X601158.SH,X600008.SH,X600352.SH,X000883.SZ,X002460.SZ,X000408.SZ,X600219.SH,X600160.SH,X600578.SH,X000723.SZ,X000630.SZ,X000539.SZ,X600583.SH,X000792.SZ,X600021.SH,X600176.SH,X000027.SZ,X002271.SZ,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0509196647416643,0,0,0,0,0.0168306317852453,0,0,0,0,-8.67361737988404e-19,0.130736402460419,-0.0368130311259586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148249341031145,0,0,-0.0450161471719783,0,0,0,0,0,0,0,0.0934732554475323,0,0,0,0,0,0,0,-0.0132694084393442,-0.000534853222770346,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0337828042041809,0,0,0.0238898089011439,0,0,0,0.0773884169543065,0,0,0.014568122664821,0,0.00910659883084456,0,0,0,0,0,0,0,0,0.0694461212177823,0,0,0,0,0,0,0,-0.0491354713841348,0,0,0,0,0,0,0,0.0168081383384702,0,0,0,0,0,0,0,-0.0036481644383409,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.00805348545553594,-0.0381715490963482,0,0,0,0,-0.0198257811015636,0,0,0,0,0,0.0246018960330236,0,0,0,0.0818861478388516,0,0,0.202820687594398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00971048770572024,0,0,0,0,0,0,0,0,0.00494807757329105,-0.0149667747773277,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308215630109837,0,0,0,0,0,-0.0165287969770364,0,0,0,0,0.43555720611068,0,-0.0419845992212777,0.0368393906189001,0,0,0,0,0,0.081405956127305,0,0,0.093820969369974,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195782666149594,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145376950921692,0,0,0,0,0,0,0.25833804063958,0.00896495701171304,0,0.06588217432331,0,0,0,0,0.0587251797890212,0,0,0.0662795245285167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103684578237119,0,0,0.0384592385715507,-0.0216412404023599,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0755240671292968,0,0,0,0.0588844017321334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14760003115011,0,0.173958802383101,0,0,-0.0291110754094461,0,-0.0297615408359699,0,0,0,0,0,-0.0438216597110722,-0.0202955324256659,0,0,0,0,0,0,0,0,0,-0.0276318636104932,0,0.00380608528651349,-0.00459379478951181,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027872254266911,0,0,0,0,0,0,0.0673220742357256,0,0,0,0,0.253302244664898,0,0,0,0,0.0574720942493524,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027388179948985,0.129726642844448,0,0,0,0.0171905872834493,0,0,0,0,0,0,0
X601898.SH,0,0,0.174858577437049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0864506199718487,0,0.114864859315598,0,0,0,0.0446071138198344,0.114162337792058,0,0,0,0,0,0,0.00783709477189365,0,0,0,0.00807221047074019,0,0,0.00291886619554133,0,0,0,0.185235496596113,0,0,0,0,0,0,0,0,0.00689203348025491,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635454511508833,0,0,-0.0754133998259766,0,0,0,0.354641403788946,0,0,0.256170590175011,0,0,0,0,0,0.00551247635044818,0,0,0,0,0,0,0,0,0,0.0429304614769986,0,0,0.0231947753017392,0,0,0,0,0,0,0
X600688.SH,0,0.161711214344139,0,0,0,0,0,0,0.0412858203161003,0,0,0,0,-0.0441425152676103,0,0,0,0.0610608258319185,0,0,0,0,0,0.0479607527854535,0,0,0,0,0,0.0149763584763846,0,0,0,0,-0.0855090258730069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117623552147807,2.71050543121376e-20,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0637012888284893,0,0,0,0,0,0,0,-0.0840103850692422,0.0127058212693884,-0.156024321102583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140224870131738,0,0,0,0,-0.0534870370069317,0,0,0.0247138599775651,-0.00173590165239187,0,0,0,0,0,0,0,0,0.0313028389861519,0,0,0.00067967151695939,-0.0071549747840993,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.00262357167797447,0,0,0,0,0,0,0.0387466159619247,0,0.018544703730192,0,0,0,0,0.0335258389727788,0.0478280874532012,0,0,-0.058428922632484,0,0,0,0,0,0,0,0,0,0,-0.0475155462517739,0,0,0.0332851257596652,0,0,0.152521214865938,0,0,0.0409775591984207,0,0,0,0,0,0.00514387168334206,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.398196163757915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194489977543987,0,0,0,-0.0356711601013125,0,0,0.0343084710414973,-0.00895301715436298,0,0,0,0,0.276068244549152,0,0,0.100818488097007,0.0299556760326116,0,0,0,0,0,0
