,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X600011.SH,X000708.SZ,X002460.SZ,X600660.SH,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X002466.SZ,X600362.SH,X600801.SH,X002271.SZ,X600188.SH,X600352.SH,X600795.SH,X000786.SZ,X601991.SH,X600688.SH,X000723.SZ,X002353.SZ,X600111.SH,X601992.SH,X600176.SH,X600027.SH,X600489.SH,X600516.SH,X600583.SH,X600299.SH,X600426.SH,X000898.SZ,X600219.SH,X601158.SH,X000792.SZ,X600612.SH,X000932.SZ,X000553.SZ,X000709.SZ,X000883.SZ,X600160.SH,X000401.SZ,X000818.SZ,X002080.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112459760830534,0.067153011078277,0,0,0,0,0,0,0,0,0.119281387212194,0,0,0,0,0,0,0.149573108169454,0,0.0319431838654422,0,0,0,0,0,0,0,0.0518774831229987,0,0,0.0517776549691963,0,0,0.0251036700127471,0.0239287934695194,0,0,-0.00650608539603584,0,0,0,0,0,0,0
X600028.SH,0.280259591497813,0,0,0,0,0,0,0,0,0.0201527853661939,0,0,0,0,0.0222576764405033,0.0181465189943472,0,0,0,0,0,0,0,0,0.080779037695296,0,0,0,0,0,0,0,0,0.0445433502038885,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024231002928753,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0139000974874273,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0060900573749305,0,0,0,0.362521570372896,0,0,0,0,0,0.0887483811615941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00698749692459776,0,0,0,0.0296244485225674,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398824008789086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119822074641121,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0.0349001728078233,0,0,0.0235006850527477,0,0,0,0,0,0,0.224834332250609,0,-0.0246374592643887,0.029088588925273,0.143407320689799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144115665482926,0,0,0,-0.0140045706963269,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,-0.0525241540388029,0,0,0,0,0,0,0,0,-0.024994058279356,0,0,0,0,0,0,0,0,0,0,0,0.947273744206325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0393577097124128,0.00637685910120778,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.0222892952635937,0,0,0,0,0,0,0,0.0460821337485565,0.0694046504392023,0,0.00958837357146739,0,0,0,0,0,0,0.0293847269648974,0,0,0,0,0,0.105348774146111,0,0,0,0,0,0,0,0,0.0239288079015573,0,0,0,0,0.0322413557870868,0,0.051679011863989,0,0,0.00920003277981358,0.00538409845959556,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202536467589292,0.0193052516448358,0,0,0,0,0.297055401853218,0,0.0855932043695802,0,0,0,0,0,0,0,0,0.0682724367780025,0,0,0.0221197527222065,0.0103959832128281,0.0438300257215339,0.0649151889043903,0.0703823594792114,0,0,0,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,-0.0208623918316572,0,0,0,0,0,0,0,0,0,0,0.233802332300771,0,0,0,0,0,0.0183779760873601,0,0,0,0,0,0,0,0.137098739812756,0.166927486853007,0,0,0,0,0,0.153279820862296,0,0,0,0.31634078842812,0,0,0,0,0,-0.000737880368747918,0,0,0,0,0.0167391702217334,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958975936743428,0,0,0,0,0,0,0,0,0,0,0.00244677534013044,0.287361239175012,0,0,0,0,0,0.50775026511392,0,0,0,0,0,-0.205344625106307,0,0,0,0,0,0,0,0,0,0,0,0,0.0174985617469473,0,0,0,0.0472118735427112,0,0
X600660.SH,0,0,0,0,0,0,0.0797772948851553,0,0.000120019839589092,0,0,0,0,0,0,0,0,0,0,0.249817034252895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157593313071725,0,0,0,0,0,0.0466956161526631,0,0,0.0206241196261651,0,0,0,0,0,0,0.00371905310689118,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.00424995876980734,0.0189923982375811,0,0,0,0,0,0.0125611874199176,0,0,0,0.582582947311541,0,0,0,0,0,0,0,0,0,0,0,0.00810125237052065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0340146297989712,0,0,0,0,0,0,0,0,0,0.259766109745905,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0667292042267005,0,0.0408835442550198,0,0,0,0.00739588240338936,0,0,0,0,0.000925443772240412,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.121364514456015,-0.0774965366449963,0,0,0,0,0,0,0,0,0,0,0,0.011935001135919,0,0,0,0.0487989831234696,0,0,0,0,0,0,0,0.230636406561542,0,0,0,0,0,0,0,0,0,0.0730696051233093,0,0.198407433169623,-0.0646260973295103,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0133741824730381,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0565775691802389,0,0,0,0,0,0.00305678801158004,0,0,0,0.0578557738239625,0.152651371925449,0,0,0,0,0,0,0.229001180208264,0,0,0,0,0,0,0,0,0,0.020437308818009,0,0,0,0.0693338840933451,0,0,0.0205033578241197,0,0,0,0.0540082883123808,0,0,0.0182532353765925,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.0965403245386675,0.483207665358758,0,0,0,0,0,0,0,0,0.064044951215887,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.276067812331511,0.093800392829953,0,0.0386722621364617,0,0,0,0,0,0,0.0538570294614303,0,0,0,0,0.0128922506145177,0.162571821406989,0,0,0.0944173999189695,-0.0872392865750265,0,0,0,0.058431398183496,0,0
X600362.SH,0,0,0,0,0,0,0.127624715475339,0,0.0569944387436026,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0652801720746146,0,0,0,0,0.0281806195593911,0,0.169063008636855,0,0,0,0,0.089107183456176,0,0,0,0,0.291459186145803,0,0,0,0,0,0,0,0,0,0,0,0.00584636744662811,0,0,-0.0217224748109362,0,0,0,0,0,0
X600801.SH,0,0,0,0.537365550965846,0,0,0,0,0,0,0,0,0,0,0,0,0.0107472254049248,0,0.0111132266481024,0.0787835925920749,0,0,0.017777608207962,0,0,0.0353387889198164,0,0,0,0,0,0,0,0.0536463832217761,0,0,0,0,0,0,0,0,0,0,0,0,0.305953753453036,0.0149940176837532,0,0,0,0,0,0,0,0,0.0159586880733081,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0.153086820192411,0,0,0,0,0,0,0,0.136910263159825,0,0,0,0,0.179469183572644,0,0,0,0,0,0,0,0,0,0,0.125690041858021,0,0,0,0,0,0,0,0,-6.49109778373257e-05,0,0,0,0,0,0.0464010357327267,0,0,0.0365073823275491,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0.0680403792607343,0.306600467920367,0,0,0,0,0.00742336979634305,0,0,0,0,0,0,0,0,0,0,0.00888862297261106,0,0,0,0,0,0.024874597791726,0,0,0,0,0,0,0,0,0,0,0.0236902067548163,0.125575437857455,0,0,0,0,0,0.00827929675674815,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0.0389216778177224,0,0,0,0,0,0,0,0.0137073254479436,0.0423999550053136,0,0.233654300279194,0,0,0,0,0,0.101504093076601,0,0,0,0,0,0,0.113695808379372,0,0,0,0,0,0,0,0,0,0,0,0,0.0170117334414279,0,0,0,0,0,0,-0.023115168126187,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0963398686556822,0,0,-1.73472347597681e-18,0,0.138787493411777,0,0,0,0,0,0.0956552577042331,0,0,0,0,0,0,0,0,0,0,0,0.0804751970138691,0,0,0,0,0,0,0.0479234461875662,0,0,0.00525127783750815,0,0,0,0,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0.0271147373386426,0,0,0,0,0.139708832561181,0,0,0,0,0,0,0,0,0.145677397976156,0.132006626983943,0,0,0,0,0,0,0.0787757904779156,0.0632650160698092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00781517806451221,0.158741581804527,0,0,0,0,0,0,0,0.0573223389562137,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130471225430209,0,0,0,0,0.0226118169270385,0,0.0723364985426356,0,0,0.0078481239331674,0,0.16714265229236,0,0.0214810207506757,0,0,0,0,0,0,0.0199316367420739,0,0,0,0,0.0807817934663565,0,0,0,0,0,-0.00758379108297358,0,0,0,0,0,0
X600688.SH,0.532193561267984,0,0,0,0,0,0,0,-0.0309587577176652,0,0,0,0,0,0,0,0,0.0558828135638954,0,0,0,0,0,0,0,0.0331634341616651,0,0,0,0,0,0.042154924751453,0,0,0,0,0,0,0,0,0.0945340012134393,0,0.19033389344301,0,0,0,0,0.0329160784681457,0,0,0,0.00900419833257899,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,-0.0633592934739386,0,0,0,0.0382935892800299,0.208614372234897,0,0,0,0,0,0.0244184439735266,0,0,0,0,0.283133622713109,0,0,0,0,0,0,0,0,0,0,0,0.444399838562603,0,0,0.0401104429089575,0,0,0,0,0,0,0.179382268021556,0,0,0,0,-0.088730497406203,0,0,0.10767365440126,0.0206791597036344,-0.0210054187376991,0,0,0,0.0526922878964414,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100704755415315,0,0,0,0,0,0,0.0165875093538155,0,0,0,0,0,0,0,0,0,0,0.246610715504779,0,0.083517167627243,0,0,0,0,0,0,0,0,0,0,0,0.122893557244181,0,0,-0.156875854844368,-0.0308009922807671,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.136569468562787,0,0,0,0,0,0,0,0,0,0,0.0832752330686428,0,0,0,0,0.203267095196415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347483261492431,0,0,0,0,0.0902212980807055,0,0,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0820589699083552,0,0.188040605710882,0.143820809826866,0,0,0,0,0.0460068297409025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103368440368901,0.160030394984688,0.0101914876547748,0.0128766855894669,0,0,-0.000658728171916007,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0.112299676275507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232261770757018,0,0,0,0,0,0.281986040827181,0,0,0,0,0,0.0117528344607665,0.127878386491452,0,0,0,-0.00932032569427635,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.178357771263782,0.0258943352321775,0.0154918075568449,0,0,0,0,0,0.0229390264149768,0,0,0,0.0766444764519027,0.0673550642197906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747945428021045,0,0,0,0,0,1.73472347597681e-18,0.0486473043236374,0,0,0,0.0182899344589699,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.408966596356072,0,0,0,0.0086450094446143,0,0,0,0,0,0.00497309860938125,0,0.0142335527020678,0,0,0,0,0,0,0.235716325661063,0.0840775530000492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222633696856946,0,0.0443907458277711,0,0,0,0,0,0.0642813502080913,0,0,0,0.00303116174626895,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856209329354019,0.0910525688859486,0.113993594187467,0,0.0434512902117118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252957770749148,0,0.00155880397598654,0,0.277031191905485,0,0,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0.160194674794326,0.142393220401728,0,0,0,0,0,0.138528871549789,0,0,0.0191957598763751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881174378843776,0,0,0,0,0,0,0,0.212956024802314,0,0,0,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0.175530100219428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0490554560456713,0.117394901675939,0,0.212069362831181,0.168474285456638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809140346440506,0,0,0,0,0.0223722225541369,0,0,0,0.0193763218657731,0.0120357183671245,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962144606875701,0,0.135794257896208,0,0,0,0,0,0,0,0.0555813661911737,0.0350017458028898,0,0,0,0,0,0,0.0628059828901414,0,0,0,0,0,0,0,0.0761641521285384,0.0909931985091317,0,0,0,0,0.0128890600416153,0,0,0,0,0.00588428766402642,0,0,0,0.0462440413735003,0,0
X000898.SZ,0,0,0,0,0,0,0.0666391449323877,0,0,0.0188278837495105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523801329172994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343829035808276,0.00362918196347337,0.00175927252969842,0,0.0756863508577226,0,0,0,0,0,0,0.0146702090713139,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0.0683474771610686,0,0,0,0,0.19788526172666,0,0,0.0368553643231797,0,0.218821331516836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104093909174547,0,0,0,0.0567305309167309,0,0,5.42101086242752e-20,0,0,-0.00851913291616992,0,0,0,0,0.0160876007139046,0,0
X601158.SH,0,0,0,0,0,0,0,0,0.0246459795190565,-6.7762635780344e-21,0,0,0,0,0,0.00721771465525217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166519321799549,0,0,0,0,0,0,0.0446781850162844,0,0,0,0,0.0563056054526295,0.0109988393957604,0.0422279686919769,0,0,-0.00172559273144052,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,-0.150646152150416,0,0,0,0,-0.104085785538392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806047740662333,0,0,0,0,0,0,0,0.292814661446577,0,0,0,0,-0.0330669427248667,0,0.114287231079759,0,0,0,0.0417082983820421,0,0,0,0,0.0842903093273337,0,0
