,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X600886.SH,X601600.SH,X600795.SH,X600362.SH,X600188.SH,X600027.SH,X601992.SH,X002466.SZ,X000898.SZ,X600176.SH,X600111.SH,X600516.SH,X002460.SZ,X000709.SZ,X600352.SH,X600299.SH,X600489.SH,X000629.SZ,X600808.SH,X601158.SH,X600219.SH,X000786.SZ,X600801.SH,X000825.SZ,X300072.SZ,X000883.SZ,X600583.SH,X000553.SZ,X000539.SZ,X000408.SZ,X002271.SZ,X000301.SZ,X000792.SZ,X002110.SZ,X600339.SH,X601699.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.296317998047485,0,0,0,0,0,0.0256629381649848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428651996921264,0,0,0,0,0,0,0,0.164132906797094,0,0,0,-0.0211509503314373,0.0101764766777474,0,0,0,0,0,0
X600028.SH,0.159679226259151,0,0,0.158465087226764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176020564193794,0,0,0,0,0.0355870261662991,0,0,0,0.0455130833213926,0,0,0.00185574342634321,0,0,0,0,0,0.0228327953877302,0,0,0,0.26068051496693,0,0,0,-0.00672992919944827,0.0869999804304695,0,0,0,0,0,0
X601088.SH,0.0824614694516657,0,0,0.0864661520035516,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998845137068231,0,0,0,0,0,0,0,0,0,0,-0.0793798516740488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493662096229598,0,0.283003664599981,0.0609812413988186,0,0,0,-0.000569947281733192,-0.0251442502083738,0,0,0,0,0,0
X600585.SH,0,0,0.271582171918384,0,0,0.263826404084446,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0335823878774076,0.0156067869795643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468947193903341,0,0,0,0,0,0,0,0,0,0.071417096749749,0,0,0,0,0,0.00121503000729438,0.00495430747178972,0,0,0,0,0,0
X600019.SH,0,0,0,4.33680868994202e-19,0,0.101125618154713,0.108887085448903,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0799887346247014,0.117821882547254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0011197230138002,0,0,0,0,0,0,0
X600011.SH,0,0,0,0.020443857395738,0,0,0.121412537403466,0,0,0,0,0,0,0,0,0,0,0,0.664822455473869,0,0.0235131589461971,0,0,0,0,0.0429681156757123,0,1.73472347597681e-18,0,-0.0562277406669053,0,0,0,0,0.0511085064571306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0139376606281083,0.0548561614935005,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.320007174656115,0,0,0,0,0,0,0,0,0,0,0,0.202101253831089,0,0,0.222997712392063,0,0.013937225420069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0659559601003678,0,0,0,0,0.113857663309884,0,0,0,-0.0471003743301308,-0.0463483084982776,0.144491488362818,0,0,0,0,0,0
X600010.SH,0.0947152673098812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.11648289364538,0,0,0,0.280406945374276,0.00998070588369562,0,0,0,0,0,0.130433963424398,0,0,0,0,0.0840636935520422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145807629801248,-0.0183466590795002,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0462469776595563,0.00946292030742283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968461331525124,0,0,0,0,0.0585491831993375,0,0,0,0.553280028206755,0,0,0,0,0,0,0.201818131518671,0,0,0,0,0,0,0,0,-0.0441721458189112,0,0,0,0,0,0.00398082097881138,0.0190532164018311,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161395627831674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219347250304446,0,0,0.222277153673018,0.132594722174603,0,0,-0.00276353085241621,0,0,0,0,0,0,0
