,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600660.SH,X600010.SH,X000301.SZ,X000877.SZ,X600188.SH,X000708.SZ,X002271.SZ,X600011.SH,X601600.SH,X600547.SH,X600362.SH,X601898.SH,X600176.SH,X600886.SH,X600426.SH,X002080.SZ,X000723.SZ,X600803.SH,X000408.SZ,X002326.SZ,X300037.SZ,X600219.SH,X600688.SH,X600399.SH,X000786.SZ,X300073.SZ,X601991.SH,X600141.SH,X000825.SZ,X600795.SH,X600096.SH,X000831.SZ,X600352.SH,X600516.SH,X600489.SH,X002407.SZ,X002409.SZ,X000155.SZ,X600157.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0719120515670901,0,0.0773634215108901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145968724609349,0,0,0,0,0,0,0,0.0305443006348646,0.00802360741330424,0,0,0,0.0290485499649386,0,0,0,0.166577175962028,0,-0.0164179069260699,-7.10535795716066e-05,0,0,0,-0.0448110983929905,0,0
X600028.SH,0.177442638255138,0,0,0,0,0,0,-0.0211871567959477,0,0.00800351398844306,0,0,0.0416366792926317,0,0.031040289578519,0,0,0,0.0772209620928038,0,0,0,0,0,0.0186903501914508,0,0,0,0,0,0,0,0.0423724140479389,0,0,-0.0118114831029896,0,0,0,0,0,0,0,0,0,0,0,0,0.10501095669206,0.095579257740665,0,0,-0.0233563569367923,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208819582817643,0.0982354145091537,0,0.0556146344743855,0,0,0,0.409255635341963,0,0.0676522810678215,0,0,0,0.00218378212189106,0,0,0,0.0419709855436576,0,0,0,0,0,0,0,0,0,0.0168797607565215,0,0,0,0,0,0,0,0.0382819676892031,0,0,0.00641759530668945,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0830737732039698,0,0.028606852530744,0,0,-0.0811774524585276,0,0.0170364094778403,0.0183012739796526,0,0.146482148075875,0,0,0,0,0,0.160202476731635,0.0156546006909297,0,0,0,-0.094221476140706,0,0,0,0,0,0,0,-0.0686083794758108,0,0,0.0398564612662296,0,0,0,0,0,0.0472404961632948,0,0,0,0,0,0.0174786036140966,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.426427861044703,0,0,0,0,0,-0.0530169605248974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554011702029466,0,0,0,0,0.151442153210114,0,0,0,0,0,0,0,0,0,0,0,0.15825922726513,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442507269541286,0.033570024003695,0,0,0,0,0,0,0,0.0640276161990162,0.00531153179922732,0,-0.062638880525282,0,0,0.0313410624898455,0,-0.0226386181178828,0,0,0,0.0608961564615656,0,0,-0.0286548676981422,0,0,0,-0.0227335987689872,0,0,0,0,0,0,0,0,0,0.020662675147078,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.108858653618013,0,0,0,0.344713924135164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20998255547503,0,0,0,0,0.190045546612421,0,0,0,-0.0194432602927966,0,0,0,0.16081170439193,0,0,0,0,0,0,0,-0.0343570693351038,0,-0.00144641819211758,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.548477742809836,0,0.00189956672337549,0,0,0,0,0.100828238379031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00594801935245799,0,0.147161055469529,0,0,0,0,0.00182954825794814,0,0,0,0,0,0,0,0.064921779704416,0,0,0,0,0,0,0,0,0,-0.00803671470829855,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.0875303639601798,0,0,0,0.140484772735265,0,0,0,0,0,0,-0.18498511191015,0,0,0,0,0,0,0,0,0,0.0252952180169557,0,0,0,0.289354424347896,0,0,0,0,0,-0.0893012584946399,0,0,0.0409768051183099,0,0.0629837147375959,0,0,0,0.276346933633303,0,0,0,-0.0226147047296737,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0768983335366196,0,0.199944134511281,0.0825133962602171,0,0,0,0,0,0,0,0,0,0,0,0.0302781413738406,0,0.0467015116430224,0,0,0.0360250379814678,0,0,0,0,0,0,0.246219817133862,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.00223534500782142,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0162309449693612,0,0,0,0,0,-0.17549252994689,0.0446736751733401,0,0,0,0,0,0,0,0,0,0,0.044554713898383,0,0,0,0.00799915000306541,0,0,0,0,0,0,0,0,0,0,0.0874816883835168,0.0238541188294097,0,0,0,0.0967350736544472,0.142305973179041,0,0,0,0,0.0257796053283466,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.330834591349021,0,0,0,0,0,0,0,0,0,0,0,0.0051728539366838,0,0,0,0,0,0,0,0.0597709712595163,0,0,0,0,0.0299639053904354,0,0,0,0,0,0,0.0411960757112405,0.0823387969737733,0,0.0425766190153002,0,0,0,0,0,0,0,0.21525437318859,0,0,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211464033152654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303374680139105,0,0.130796737655016,0.130424395685191,0,0,0,0.164072623377366,0,0,0.169592260689095,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0175823037762739,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.433086787346288,0,0,0,0,0,0.100829965834689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680730732025992,0,0,0,0,0,0,0,0.0590479689697598,0,0,0.181253660984122,0,0,0,0,0,0,0,0,0,0.021734606019479,0,0,0,0.0778559422012036,0,0
X600188.SH,0,0,0.554043558692925,0,0,0,0,0,0,0.0330032039235715,0,0,0.00530179072879642,0,0,0,0,-0.124162561149802,0,0,0,0.250852350954778,0,0,0,0,0,0.0162877697735706,0.0693016875612565,0,0,0,0.110623101217945,0,0,0,0,0,0,0,0.0559767068041075,0.0837114933061137,0,0.0665429677242046,0,0,0,0,0,0,0,0,0,0,0,0,-0.0881709780974664,0,0
X000708.SZ,0,0,0,0,0,0,0,0.0227720813291192,0,0,0,0,0,0,0.00855270155177478,0,0,0,0,0,0,0.0318795914408634,0,0,0,0,0.0908401926416336,0,0,0,0,0,0,0,0,0,0,0,0.0376222688021304,0,0.0381579225469159,0,0,0.0514227012897696,0,0,0,0,0,0,0,0,0.026616869484858,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0.134124076418542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631326293080635,-0.0228449927397269,0,0,0,0,-0.0787448307307396,0,0,-0.0134010655703257,0,0,0,0,0,0,0,-0.00989571798319699,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965463341625953,0,0,0,0,0,0,0,0,0,0,0.0794652852945263,0,0,0,0,0,-0.111582299559717,0,0.15404698550741,0,-0.0849630488464685,0.44524160948955,0,0,0,0,0.17380468774897,0,0,0,0,0,0.0539385371390994,0,0.120297897006912,0,0.0282972711049492,0,0,0,0,-0.0556997022647676,0,0
X601600.SH,0,0,0,0,0,0,0,0.0618927007878675,0,0,0,0.070933674202643,0,0.158330171945419,0.130249286343886,0,0,0,0,0,0,0,0,0,0,0,0.0451394001744022,0,0,0,0,0,0,0,0,0,0,0,0.273109781098903,0,0.030060123446366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.0388718922191815,0,0,0,0,0,0,0,0,0,0,-0.0902166848005908,0,0,0,0,-0.0345625113081694,0,0,0,0,0,0,0,0,0,0,0.0243684228164557,0,0,0,0,0.600901990461299,0,0,0,0,0.00890934478212264,0,0,-0.0113040303162728,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0.0553717163480014,0,0,0,0,0.0406351104167972,0,0,0,0.0207663870407253,-0.0176383072615743,0,0,0,0.0512767193646936,0,0,0,0,0.142049767846993,0,0,0,0,0.21798621594091,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.339504437875667,0,0,0,0.148003575457308,0,0,0,8.67361737988404e-19,0,0,0,0.0147546685300228,0,0
X601898.SH,0,0,0.507554024002584,0,0,0,0,0,0,0,0,0,0,0,0.132176868746045,0,-0.0304425523007912,0,0.0587860940289072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262330375813672,0,0,0.0652027960216056,0,0,0,0,0,0,0,0,-0.0400698480336139,0,0.185125861096848,0,-0.0474554501833419,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113752870733298,0,0.0564686693096638,0.0103973595701761,0,0,0.0233279699272321,0,0,0,0,0,0.179847823618491,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.0372758174197131,0,0.0760879869962037,0,0.0202932072396231,0,0,0,0,0,0,0
