,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600547.SH,X600688.SH,X600795.SH,X600188.SH,X601600.SH,X601991.SH,X600362.SH,X600027.SH,X600157.SH,X600111.SH,X600489.SH,X600886.SH,X601992.SH,X600623.SH,X600299.SH,X600660.SH,X300072.SZ,X600309.SH,X002466.SZ,X000792.SZ,X601158.SH,X002075.SZ,X600583.SH,X000723.SZ,X600352.SH,X000408.SZ,X000883.SZ,X000709.SZ,X000898.SZ,X600549.SH,X000983.SZ,X600176.SH,X000539.SZ,X002470.SZ,X000027.SZ,X002460.SZ,X002407.SZ,X000630.SZ,X000060.SZ,X600021.SH,X000012.SZ,X600612.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0366802334516193,0,0.0196300835922264,0,0.00372724254012937,0,0,0,0,0,0.0438290135355066,0.00475314060660952,0,0,-1.73472347597681e-18,0,0,0.0439834188310778,0.0141196323103625,0,0,0,0,0.066312790751541,0,0,0,0,0,0,0,0,0,0,0.0223352200120426,0,0,0,0,0.00913951385063798,0,0,0,0,0,0.0239688688499351,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0158613373551735,0.198264260726857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287560139039896,0,0,0,0,0,0,0,0,0,0,0,0,0.0298706958747247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.151591504880348,-0.0153564805247263,0,0,0,0,0,0,0,0.0370064068716337,0.0307009561769664,0,0,0,-1.35525271560688e-20,0,0,0,0,-3.46944695195361e-18,0,0,0.0205725804510658,0,0,0.0406617532815934,0,0,0,0,0,0.0768572012059428,0,0,0,0,0.0308505080002166,0,0,0,0,0,0,0,0,0.0483406309966043,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.00862262755305476,0.129520119663962,0,0.128339914600663,0,0.121932120534342,0,0,0,0,0,0,0,0,-0.0460881487226744,0,0,0,0,0,0,0,0,0.0475362213275769,0,0,0,0,0,0.0406082071460208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00904107373339541,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0274901098308508,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.480094262866223,0,0,0,0.0171533980257662,0,0,0,0,0,0,0,0,0,0,0,0.00775642368654636,0,0,0,0.00206494851506182,0.0308355805964472,0,0,0,0,0,0.0356662287962153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.117456041016774,0,0,0,0,0,0,0,0,0,0,0,0.0463969653206334,0.0114382909466024,0,0,0,0.0597022149301312,0.120724764312875,0,0.0197045280641181,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.00757658208473935,0.129732788983126,0,0,0,0,0,0,0,0,0,0,0.0322963614266177,0,-0.00540297629804013,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0369274752726991,0,0,0,0,0.184828445985143,0,0.0651346595235587,0,-0.0129141884136298,0,0.0360938206918904,0.0490976525926039,0,0,0.0736589001572196,0.0903743423084918,0,0,0,0.0276893448215374,0.00861722144885858,0,0,0,0,0,0,0,0,0,-0.071030876733776,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.142795592039656,0,0,0,0,0,0,0.050790033452548,0,0,0,0,0.0593595007277975,0,0,0,0,0,0,0,0,0,0,0.0385817980508431,0,0,0,0,0.125213795608352,0.107482443123361,0,0,0,0,0.0140241533374668,0,0,0,0,0.0214936947341929,0,0,-0.00846688561622575,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.467855106863507,0,0,0.163026568242194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115879649321861,0,0,0,0,0,0.0170553430440617,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0.107173700520747,0,0,0,0,0,0,0,0,0,0.129993403462642,0,0,0.122038222535925,0,0.0214780293096557,3.46944695195361e-18,0,0.0194065418228115,0,0,0,0.0849334080229055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
