,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X600660.SH,X002466.SZ,X601600.SH,X600688.SH,X601991.SH,X600362.SH,X600795.SH,X600547.SH,X600886.SH,X600516.SH,X002460.SZ,X300072.SZ,X000898.SZ,X600111.SH,X600176.SH,X600352.SH,X601992.SH,X600027.SH,X000786.SZ,X000553.SZ,X600299.SH,X000825.SZ,X000792.SZ,X000709.SZ,X002271.SZ,X601158.SH,X600426.SH,X000408.SZ,X600489.SH,X600315.SH,X601699.SH,X000883.SZ,X600808.SH,X000830.SZ,X600219.SH,X000630.SZ,X600583.SH,X002470.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.219667471703497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380169529627193,0,0,0,0,0.0727934851559905,0.0650240126605862,0,0,0,0,0,0,0.00800299308146993,0,0,0,0,0,0,0,0.0473698739873239,0,0,0.0120826715910302,0,0,0.142663001258777,0,0,0,-0.000959705807518123,0.00705080167699563,0,0,0,0,0,0
X600028.SH,0.282880820250829,0,0.378996608372885,0,0,0,0,0,0,0,-0.0762462143949328,0,0.320349651153261,0,0,0,0.043307016442495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192176373416056,0,0,0,0,0,0,0,0,0,-0.0152492176621512,-0.00652234455666005,0,-0.37054559031917,0,0,0,0
X601088.SH,0,0.0453493391535687,0,0.268918183238343,0.0314070158808248,0,0,0,0,0,0,0.00249354318696422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422733054564202,0,0,0,0,0,0,0,0,0,0,-0.0162734083105975,0,0,0,0,0,0
X600019.SH,0,0,0.252522669105274,0,0,0,0,0.353684949428987,0,0,0,0.0318438057652623,0,0,0,0,0,0,-0.0190595758067171,0,0,0,0,0,0,0,0,0,0,-0.121429887644803,0.0191313933638708,-0.0142431518222601,0,0,0,0,0,0,0,0.0228145108437161,0,0.151274754822139,-0.161737815923482,0,0,0,0,0,0,0.0173080262281341,0,0,0,0,0,0,0
X600585.SH,0,0,0.0810046820533064,0.233062125939897,0,0,0,0,0,0,0,-0.00890490319760187,0,0,0,0,-0.0225622443397328,0,0.00575006208064004,0,0,0,0,0,0,0,0,0.107203314548164,0,0,-0.0422899885288046,0,0,0,0,0.267271921153183,0,0,0,0,0,0,0.115322084464505,0,0,0,0.0650894143848256,0,0,-0.032313850760189,0.0449256993127685,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146530689250591,0.0365336312556271,0,0,0,0,0,0.355281803458269,0,0,0,0,-0.072315347014785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00604614290107962,-0.0100292036663909,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133498079177003,0,0,0,0,0.019285084032619,0,0,0,0.0378558756590443,0,0,0.0346200136553014,0,0.143733813875211,0,0,0,0,0,0,0,0,0.108263305906085,0,0,0,0,0,0.0142787325594648,0,0,0.135362435769083,0,0.0401382979075869,0,0.00186636391232508,0.0177193040478008,0,0,0,0,0,0
X600188.SH,0,0,0,0.0727012710473391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133170876263339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459588766561795,0,0,0,0,0,0.269453743310523,0,0.0712646072022345,0,-4.33680868994202e-19,0.000542764516720542,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.0364816997223325,0,0,0,0,0,0,0,0,0,0,0.0208779371398013,0.0205189055049003,0,0.0562561771819808,0,0,0.0727206915625631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664688467834092,0,0.0677252903378651,0.0379321930811355,0,0,0,0,0,0,0.00979527108683976,-7.77311328682185e-05,0,0,0,0,0,0
X600660.SH,0,0,0,-0.0387376498112814,0,-0.105818193650708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685658778005861,0,0,0,0.164520218555365,0,0,0,0,0,-0.080961627066228,-0.0521838866565561,0,0,0,0,-0.00187871681781573,0,0,0,0,0,0,0,0,0,0.104129103545514,-0.017701128404668,0,0,0.0299592451763956,-0.0211349124065475,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0652512019637688,0,0,0,0,0,0,0,0,0,0,0.0620295919998163,0.548469904231646,0,0,0,-0.00912261025529136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046658005751393,0,0,0,0,0,0,0,0,0,0.0147203484010546,8.67361737988404e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.000762112719812176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069384089682395,0,0,0,0,0.0618526881586255,0,0,-0.336355212614957,0,0,0,0,0,0.362050247468772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0.172350342863952,0.186614202813497,0,0.0243454605375441,0.0582671864168154,0.0277479582814061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122617541137923,0,0,0,0,0,0,0,0,0,0,0.0320843042462938,0.00989464560743282,0,0,0.0213580052568968,0,0,0.146074131149493,0,0,0,0.0117578573635798,0.00156677359430695,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0445485201884225,0.100851769785557,0,0,0,0,0,0,0,0,0,0,0,0.0405184404186829,0,0,0,0,0.0808117233184015,0.0486129664760498,0,0.1193214634676,0,0,0,0,0,0,0.0234772636386847,0,0,0,0,0,0,0,0.0978583013507829,0.0293472465100844,0,0,0,0,0,0,0.016035879906867,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0432491064951254,0,0,0,0,0.209741429191559,0,0,0,0,0,0,0,0.00836662031450018,0,0,0,0,0.062175265407141,0,0,0.0135507841880936,0,0,0,0,0,0,0,0,0,0,0,0.205635592675871,0,0,0,0,0,0,0.0952483589388392,0,0,0.00392535732242123,0.00912394070928625,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0347682518591761,0.0709151522531789,0,0,0,0,0,0.0350561849092081,0,0,0,0.0534950397821785,-1.73472347597681e-18,0,0,0,0,0.0543471441889507,0.0532914200753703,0,0.0183491317406184,0.0161220531380698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140751551161763,0,0,0.00699855153606115,0.0127375082990354,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0.0331302560488731,0,0,0,0,0,0,0,0,0,0,0,-0.0250266532650412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738902916888265,0,0,0,0,0,0,0,0,0,0,0,-0.00501788558997308,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.230512329782077,0.00696248341215378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966263062105082,0.0480572145885365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0783891462041151,0,0,-0.0186172967622483,-0.00912978817398041,0,0,0,0,0,0
X600516.SH,0,0,-0.0638152770307558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148640241514565,0,0,0.0459918787007534,0,0,0,0,0,0,0,0,0,0,0.596509206264237,0,0,0,0,0,0,0.0391535193869185,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.646326943974956,-0.109451094068487,0,0,0,0,-0.216174683538776,0,0,0,0,0,0,0.171417435309217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879273462452924,0,0,0,0,0,0,0,0,0.0773754409560867,0,0.00641652962953936,0.037849584212554,0,0,0,0,0,0
X300072.SZ,-0.0778197908580333,0,0,0,0,0,0.0176841308901573,-0.178557017367452,0,0,0.111025108156584,0,0,0,0,0,0,0,0.220971351707276,0,0,0,0,0,0,0.060195727571345,0.148615661591368,0.176022881098709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329988777250079,0,-0.039121883777184,-0.0138666141944962,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0.00133973875096174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539925769884005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269013658589791,0.224505202213004,0,0,0,0,0,0,0.0164785775049688,-0.000365363122388149,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0827344182251055,0.15306271037743,0,0,0,0,0.186125015037419,0.113248209177725,0.0114249175054597,0,0.0394219839245321,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136069605144795,0.0810553838691074,0,0,0,0,0,-0.0297691508242023,-0.0299653803238338,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,-0.103924029039406,0,0.226043777045677,0,0,0,0,0,0,0,0,0,0,0,0.0292573133190227,0,0,0,0,0.112460423969115,0,0,0.329613137955541,0,0.161365129157774,0,0,0,0.258223142007351,0,0.165093031810927,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0144321333578567,0.00297638866634516,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105480419333658,0.103248259139473,0,0,0.0552158130893156,0.0925516060109704,0,0,0,0,0,0,0,0,0,0,0,0,0.0773758052356185,0,0,0,0,0,0.0842493769771476,0,0,0,0.0584218871341936,0,0,0.0324032908348865,-0.0154960890251855,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591172313896428,0,0,0,0.152037543309711,0,0,0,0,0,0,0,0,0.119676341387901,0.0469877711055108,0,0,0,0,0,0.105554687579972,0,0,0,0.0565006413720865,0,0,0.16303893837734,0,0,0,0.018902961713165,0.0388715787683161,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0.287903000842122,0.0925349796454245,0,0,0,0,-2.16840434497101e-19,0,0.350015722127117,0,0,0,0,0,-0.0337332450463403,0.0488262834362083,0,0,0,0.000604294394887103,0,0,0,0,0,0,0,0,0.0252744675498273,0,0.00767324999861802,0,0,0,-0.0307890367470081,0,0,0,0,0,-0.0233160936786986,0,0,0,0,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230554916211793,0.0984627275945825,0.0771870730115048,0,0,0.437997109200335,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0503257036083511,0,0,0,0,0,0,-0.0207736739671951,-0.00366480829549403,0,0,0,0,0,0
X000553.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103303182539413,0,0,0.285925139854401,0,0,0,0,0,0,0,0,0.0972431856177922,0,0,0,0,0,0,0,-0.0850842511272585,0,0,0,0,0,0,0,0.194588376500817,0,-0.00665921567407802,0.00435734233280845,0,0,0,0,0,0
X600299.SH,0,0,0,-0.0305876814773822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222705722924357,0,0,0,0,0.0957379651373696,0,0,0,0,0,0,0,0,0,0.0543418999593823,0,0,0,0,0.000741826951507927,0,0,0,0.0952544666287274,0,0,0,0,0.026676451878924,0,-0.0178163673984255,-0.0227458267658033,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0.0886970312738068,0,0,0,0,0,0,0,0,0,0,0.177346833446596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0615534977966396,0,0,0,0,0,0.0503639506450977,0,0.338617132532819,0.0406612669724985,0,0,0,0,0,0,0.0299167600351032,-0.0376216809561722,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.1008434571721,0,0,0,0,0,0,0,0,0,0,0.0591878475852383,0.0695070986346802,0,0,0,0,0.243211636969876,0.0419207065645214,0,0,0.0502476983686163,0,0,0,0,0,0,0.0315114248127597,0,0,0,0,0,0,0,0,0,0,0,0.215040642061786,0,-0.0145768376856573,0.014836191718992,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0.0421969491181681,0,0,0,0,0,0,0,0,-0.0286748095982488,0,0.0499831171901163,0,0,0,0,0,0.0395340401740215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141065526322011,0.0878346391144512,0.153003129214575,0,0,0,0,0,0.00944618798281823,0,0,0,0,0,0,0
X002271.SZ,0,0,0.0722660938609502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172135246667265,0,0.0244521822693469,0,0.340825607183458,0,0,0,0,0,0,0,0,0,0,-0.0457492747758879,0,0,0,0,0,0,-0.0919559454217224,0,0,0,0.0143436751417621,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0.0352046353067995,0,0,0,0,0,0,0,0,0,0,0,-0.0114134546767494,0.0451869505313238,0,0,0.10562532863742,0,0,0,0,0,0,0,0,0.072864548357204,0,0,0,0,0,0,0,0,0,0,0.113576989620119,0,0.111733755793553,0,0,0,-0.00446573917207215,-0.0115469555112621,0,0,0,0,0,0
X600426.SH,0,0,0,0,0.0650962626405858,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0382239763361012,0,0,0,0,0.00859979130456237,0,0,0,0,0.16527325294602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54196486812392,0,0,0,0,0.0346486159913408,0,0.0112772873997758,-0.0526324266114411,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.0254297634672722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535304549476189,0,0,0,0,0.122418819401406,0,0,0.112683873198695,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0799792851231168,0,0.0221023634748586,0.0346758367344575,0,0,0,0,0,0
