,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X600011.SH,X600188.SH,X600547.SH,X601898.SH,X601600.SH,X600660.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600886.SH,X600010.SH,X600111.SH,X000301.SZ,X002271.SZ,X000708.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600176.SH,X600803.SH,X600027.SH,X600489.SH,X601991.SH,X000807.SZ,X000786.SZ,X601699.SH,X000983.SZ,X600160.SH,X000932.SZ,X000630.SZ,X002080.SZ,X300037.SZ,X600219.SH,X000933.SZ,X000408.SZ,X000629.SZ,X000539.SZ,X600688.SH,X600612.SH,X600157.SH,X000723.SZ,X000027.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.803006949142463,0,0,0,0,0,0.008309334942021,0.0686792079354347,0,0,0,0,0,0,0,0,0,0,0.127280266120843,0.0331078347866763,0,0,0,0,0,0,8.14484456136966e-05,0,0,-0.0245891759880457,-0.0849596944145578,0,0,0.0631752246362153,0,0,0,0,0,0,0,0,0,0,0,0,0.103801464797029,0,0,0,0,-0.0463064673453833,0,0,0,0,0,0
X600028.SH,0.626170652532059,0,0,0,0.126973150183912,0,0.0415522282400804,0,0,0.0283196204769321,0,0,-0.0358834607841493,0,0,0,0,0,0,0,-0.175925809349424,0,0,0,0,0,0.125868251950417,0,0,0,0,-0.0860052336830402,0.0253181085235172,0,-0.0685702147191559,0,0,0,0,0,0,0,0.0175954227802992,-0.053868110790641,0,0,0,0,0,-0.044215106611885,-0.0650485617766124,0,0.0504743792319843,0,0,0,0,0,0
X601088.SH,0.100567946242014,0,0,0,0,0,0,0.236690979041662,0.0131969417681643,0,0,0,0,0,0,0,0,0.066258333814854,0,0.0193837583117625,0,0,0,0,0,0.0782756588267428,0.0473844791990155,0,0,0,0,0.0343031823967028,0,0.035627808205949,-0.0266683962483152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0.00324544409352593,0,0,0,0,0,0.0123968293934273,0,0,0,0,0.0803758109735066,0.150860362368611,0,0,0,0,0.030948464357489,0.140544869813914,0,0,0,0,0.0425307101181127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409399138102079,0,-0.0411032656538131,0,0,0,0,0,0,0.00624280349666581,0,-0.00232648002796377,-0.0055676059439175,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.116818482273566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158442396922061,0,0.0710244075052724,0,0,0,0,0,0,0,0,0,0,0.00976427231749427,0.0155518723889357,0,0,0,0,0,0,0.0790176838800576,0.0579295553874567,0.0572930231020065,0,0,-0.154762374076273,0,0,0,-2.71050543121376e-20,0,-0.0394898390785073,-0.00368097881028797,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.117307504180592,0,0,0.00337533103254777,0,0,0,0,0,0,0,0,0,0,0,0,0.0164228464172745,0.120094550888891,0.149731553560921,0,0,0,0,0,-0.0149352281074221,0,0,0,0.237623848287608,0,-0.0325864281961939,0.0347203244962609,0,0,0,0,0,0,0,-0.0429246543906213,0,0,0,0,0,0,0,0,0.0534646873672812,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25824352185143,0,0,0,-0.215830388524619,0,0,0,0,0,0,0,0.594826247263644,0,0,0,0,0,-0.111357272033882,0,0,0,0,0,0,0,0,0,0.0246829017244485,0,0,0,0,0,0,0,3.46944695195361e-18,0.0858341954990191,0,0,0,0,0,0
X600188.SH,0,0,0.748229339827436,0,0,0,0,0,0,0,0.0358059367536244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222374072700218,0,0.027084890709377,0,0.0244489696711191,0,0,0,0,0,0,0,0.0240283214060491,0,0,0,0,0,0,0.00662412860538327,0,0,0,0.00772746807746367,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,-0.0305434792200407,0,0,0.0502179222255818,0,0,0,0,0,0,0,0,0,0,-0.155453907105002,0,0,0,0,0,0,0,0.0311921449847529,0,0.732078287904892,0,0,-0.00786380343430152,0.0636113331722735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395773654236801,0,-0.0657068209370744,-0.00181019514793502,0,0,0,0,0,0
X601898.SH,0.155163522062607,0,0,0,0,0,0,0.125366062341619,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.077798492282303,0,0,0,0.131403995100923,0,0,0,0,0,0.315844237767295,0.0998313789955685,-0.0700502362266485,0,0,0.0587715786355323,0,0,0,0,0.021063068718313,0,0,0,0,0.0466832629734883,0,0,0,0,0.0270541572733014,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0277403851851812,0,0,0,0,0,0,0,0,0,0,0,0.157923192655807,0,0.0355181430588488,0,0,0.0136836942458937,0,0,0,0,0,0.0284688537724767,0,0.411330405422475,0.0607698763504501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361537332536802,0,0,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136615209614907,0,0,0,0.0124286383739659,0,0,0,0,0,0,0,0,0.0740851571457526,-0.0977048084263364,0,0,0,0,0,0,0.0469297620368643,0,0,0.031941392250811,0,0,0,0,-0.0503293150075119,0,0.0629959671507266,0,0,0,0.0648531714496622,0,-0.0627252979826545,0.0461247619180707,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320682512208012,0.0746865676955585,0,0.0944033703356177,0.00381569228964893,0.0780146223955393,0,0.0421277667121119,0,0,0,0,0,0,0.0405072162740882,0,0,0,0,0.0428170395141873,0,0,0,0,0.0347103492373613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.856534923045274,0,0,0.0315638929579156,0,0,0.0335143757948243,0,0,0,0,0,0,0,0,-0.0552394808014718,0,-0.0540437737805693,0,0,0,0,0,0,0.0982725714583668,0,0,0,0,-0.00437258552378949,0,0,0,0,0,0,0,0,-0.0312161522758815,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0296169842695361,0,0,0,0,0,0.654828569790734,0,0,0,0,0,0.0412363290102543,0,0,0,0,0,0,0,0,0,0,0,0,0.107330582480358,0,0,0,0,0,0,0,0.042011992831793,0,0,0,0,0.0196216866127979,0,0,0,0,0,0.00596962676108063,0,-0.0971274422462061,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.114920362182701,-0.0503894654450069,0,0,4.33680868994202e-19,0,-0.0715293617159067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241109477161506,0,0,0.351195508760852,-0.0418249098756967,0,0,0,0,0,0,-0.0495621188348555,0,0,0,0,-0.0581406800528108,-0.034597147861072,0,0,0,0,0,0,-0.0698860937226273,0.0248030812381842,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228080877927503,0,0,0.178085439904261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10671957147584,0,0,0,0,0,0,0.0793591485327537,0,-0.000525023213034501,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0.174614487894687,0,0,0.140207075155757,0,0,0.186769983176261,0,0,-0.0380521319961866,0,0,0.0169624269975537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419973718205804,0.0170828482498757,0,0,0,0,0,0,0,0.0511798920818294,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.189720750828954,0,0.12492223431504,0,0,0,0.0610874961829076,0.00846351933390513,0,0.0636140942833341,0,0,0,0,0,0.117924390351651,0,0,0,0,0,0,0.135213485604937,0,0,0,0,0.0225400910499632,0,0,0,0,0,0,0,0,0.124083787286437,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.115337292016682,0,0,0,0,0,0,0,0,0,0,0,0,-0.146413155570174,0,0,0.187974651670743,0,0,0,0,0,0,0,0,0,0,0.351473641710566,0,0.141832884074023,0,0.127297422561868,0,0,0,0,0.159334897205764,0.0475509004460466,0,0,0,0,0,0,0,0,0,0.0481512601851133,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.127292844305668,0,0,0,0,0,0,0,0,0,0,0,0.160829107862393,0,0,0,0,0.309128322578584,0.104138489112963,0,0,-0.0245334282387977,0,0.0317061097426744,0,0.0817355511589881,0,0.0584804928988402,0.0416073946640355,0,0,0,0,0,0,0,0.013650762505818,0,0,0,0,0,0,0,0.0168992676470048,0.013586928107944,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0.109123199786409,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0195717534600665,0,0,0,0,0,0,0.0985349810500754,0,0,0,0,0,0.165265390705199,0,0,0,0,0,-0.111468873341255,0,0.063309896492021,0.000227757322099815,0.169929807752612,0,-0.00506993530392799,-1.35525271560688e-20,0.0401435993136395,0,0,0,0,0
