,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X601992.SH,X600795.SH,X600688.SH,X600309.SH,X300072.SZ,X601600.SH,X600660.SH,X601991.SH,X600188.SH,X600362.SH,X600547.SH,X600886.SH,X002466.SZ,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X600339.SH,X000898.SZ,X000959.SZ,X601158.SH,X600489.SH,X600008.SH,X002460.SZ,X000723.SZ,X600299.SH,X000883.SZ,X002271.SZ,X600176.SH,X600352.SH,X600219.SH,X000630.SZ,X600578.SH,X000408.SZ,X000539.SZ,X600583.SH,X000792.SZ,X000027.SZ,X600021.SH,X000786.SZ,X600808.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.161108782539186,0,0,0,0,0,0,0.0492347739619441,0,0,0,0,0.155736459467418,0,0,0,0,-0.00910562853815698,0,0,0,0,0,0,-0.00624507540691108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660301106041356,-0.023732244176076,0,0,-0.00094761597353201,0.00831171412877441,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00278333989826102,0,0.00881817028992759,0,-0.136871759252849,0,0,0,0,0,0,-0.0453741352778138,0,0,0,0,0,0,0,0,0,0.022865190413706,0.0956104323468291,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.28976501493714e-05,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00122037350766531,0.0863729109738174,0,0,0,-0.00682890968295828,0,0,0,0,0.0141407954298374,0,0,0,0,0,0,0,0,0,0,0,0.00355207285127843,0,0,-0.00949493327982054,-0.00833236356045669,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155419803685119,0.270071045789062,-0.00275469785391638,0,0,0,0.110156681228456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0141056439528877,0,0,0,0,0,0,0
X600011.SH,0,0,0.0976210626547485,0,0,0,0,0,0,0,0,0,0,0,0,0.192536880612484,0,0,0.00570797284395233,0,0,0.226989474749128,0.0415206694619939,0,0,0.0647691993983235,0,0,0,0,0.0279484889690371,0.0522847640945668,0,0,0,0,0,0,0,0,0,-0.0699319266349666,0,0,0,0,0.140462533272839,0,0,0,0.0219595876160563,1.0842021724855e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148126305701763,-0.0806872024911415,0,0,0,0.136479387974764,0,0,0,0,0,0,0,0,0,-0.0571485955612561,0.0354232122977202,0,0,0,0.148324919279306,0,0,0,0,0,0.219790580432882,0,0,0,0,0,0,0,0,0,-0.0041549553319329,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220266732672632,0,-0.00585911929505987,0,0.055382047133696,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0234774367000022,0,0,0.0969413643753298,0.0925609322254217,-0.012071988322454,0,0,0,0,-0.00634970081605196,0,0,0,-0.0599101191215082,0,0,0.0306858169609111,0,0.0598190648162135,0,0,0,0,-0.0115074403566286,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393628402242981,0,0,0,0,0,0,0,0,0.0199988615316724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353036217177058,0,0,0,0,0,0,0,0,0,-0.00849224978213356,0.00135750071097664,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,-0.026848125056644,-0.17484164478333,0,0,0,0,0,0,0,-0.252580512237734,0,0.54599220711409,0,0,0,0,0.00636881884963127,0,0.157641363306274,0.413728994781068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219855557457448,0,0,-0.0387028646197665,0.0528108643367565,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.059013809084388,0,0,0,0,0,0,0.0395764706603712,0,0,0,0.0456298960940633,0,0,0.0363111876030783,0,0,0,0.0249009545703534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0473763703297402,-0.0491271387776741,0.133505437192486,0,0,0,0,0,0,0,-0.0179263846378344,0.00552379132573506,0,0,0,0,0,0
X600688.SH,0,0.20382948763116,0,0,0,0,0,0,0.00791812301042137,0,0,0.0392989133852106,0,0,0,-0.0453200523056412,0,0,-0.127670204924025,0,0,0,0,0,0,0.042292449441559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00370791382208202,-0.0396366997037404,0,0.0995303121446341,0,0,0,-0.00971938197169733,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.103834354587942,0,0,0.178242063992036,-0.225917638938148,0.124153317416014,0,0.292418808016208,0,0,0.0590031609949057,0,0,0,0,0,0,0,0,0,0.052421712916999,0,-0.0507264417957134,0,0,0,0,0,0,0,0,0,0,0,-0.0625888702191453,0.179346150934009,0,0,0.069980630496009,0,0,-0.0197930452756511,8.67361737988404e-19,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.128071768215149,-0.51215582058596,0,0,0,0,0,0.629732214614355,0,0,0.190983255142141,0,0,0,-0.301948523144779,0,0,0,0,0,0.187886382585905,0,0,0,0,-0.610266536363096,0.255045276675313,-0.106613877417503,0,0,0,0,0,0,0,0,0,-0.181967751853216,0,0,0,0,0,-0.0504186238935829,0,0,-0.0595580801100105,0.0380264771912102,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,-0.0863720696415981,0,0,0.043481464838313,0,0.363565400105176,0,0,0,0.272985879996169,0,0,0,0.0321895488092762,0,0.0391046382207892,0,0.0401562292291536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228631616637605,0,0,0,0,0,0,-0.0247590439502148,-0.00306804067234157,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.287474108183783,0,0,0,0,0,0,0.0573460518051062,0,0,0,0,0,0,0,0,0,0,0,0,0.0702924941393883,0,0,0,0,-0.00337137517091011,0,0,0,0,0.186305076871252,0,0,0,0,0,0,0,0,0,0,0.0261112506890024,-0.0482340701941329,0,0,-0.00744619594738684,-0.0343801972822018,0,0,0,0,0,0
