,X601857.SH,X600028.SH,X600585.SH,X601088.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002271.SZ,X600011.SH,X600660.SH,X002460.SZ,X600886.SH,X600801.SH,X601600.SH,X601898.SH,X600010.SH,X600362.SH,X000786.SZ,X600489.SH,X600111.SH,X600352.SH,X600176.SH,X601991.SH,X600188.SH,X600426.SH,X600299.SH,X600795.SH,X600688.SH,X600027.SH,X002466.SZ,X601992.SH,X600529.SH,X002080.SZ,X002409.SZ,X002353.SZ,X600612.SH,X600219.SH,X600486.SH,X000723.SZ,X000301.SZ,X600315.SH,X000932.SZ,X600516.SH,X000027.SZ,X600126.SH,X002075.SZ,X000898.SZ,X601158.SH,X000878.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.038999667363245,0,0,0,0,0,0,0,0,-0.0386508536437652,0,0,0,0,0.0135790659694059,0,0,0,0,0,0,-0.0307143290349151,0,0,0.118865545154876,0,0.028648608195227,0,0.103094169560502,0,0,0,0,0,0,0,0,0,0.056438837252057,0,0,-0.00108831964111684,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.00786898060626439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114822937597174,0,0,0,0.0788605196921553,0,0,0,0.0302048329773333,0,0,0,0,0,0.0237811740136038,0,0,0.00493504746294937,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0903529567688259,0,0,0,0,0.0687993802201702,0,0,0,0.0586193100892714,0,0.191034842365643,0.0179920299235768,0,0,0,0,0,0,0,0.120973800091464,0.00321048166733814,0.00125329518176682,0,0,0,0,0,0,0.0327992832179543,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.00168271443724624,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.142825327441219,0,0,0,0,0,0,0,0,0,0,0,0.0121607705405911,0,0.075616437520786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481106871048975,0,0.0916053400279281,0,0,0,0,0.0119073187346942,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0930307632723101,0,0.0372475221358388,0.0379438387415483,0,0,0,0,0,0,0,0.0789534926568117,0,0,0.0194780956737832,0,0,0.217531408690018,0,0,0,0,0,0,0,0,0.0542940937289958,0,0,0,0,0,0,0,0,0,0,-0.0165397375757276,0,0,0,0.0755737247331243,0,0,-0.0228295666806527,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595584362858811,0,0.513642101886743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015385446376782,0,0,0.136822632769254,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.022694388752266,-0.0216548238787034,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129207291536753,0,0,0,0,0,0,0,0.0219402036921309,0,0,0,0,0,0,0,-0.00993414381751724,0,0,0,0.0311480444972324,0.0451533966747875,0,0,0,0.0837438818606375,0,0,0.138788304925286,0,0,0,0,0.104254026662706,0,0,0,0.00485903597965722,-0.000882844812248641,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238866454116992,0,0.0627151957223956,0,0,0.121602098364555,0,0,0,0,0,0,0,0,0,0,-0.00698930567557695,0,0,0,0,0,0,0,0,0.146617621057659,0,0,0,0.156282222369581,0,0,0,0,0,0,0,-0.00902106500332692,-0.0113347255704575,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0.121138905852225,0,0,0,0,0,0,0.0724141629163207,0,0,0,0,0,0,0.155006150452212,0,0.247111561334853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195646075162136,0,0,0.0767541107289999,0,0.0444830069462053,0,0.0622151402644073,0.104557315345012,0,0,0,0,0,-0.0106971120576571,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106002176541245,0,0,0,0,0,0.142400622038906,0,0,0,0,0.176857989716135,0.0135507337038458,0,0.0104711936453588,0,0.0335934559087264,0,0,0,0,0,0,0,0,0,0,-0.0549465818570975,0,0,0,0.0221830995863683,-0.0280553651538674,0,0,0,0,0,0,0,0
