,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600886.SH,X600660.SH,X601600.SH,X600547.SH,X600795.SH,X000792.SZ,X601699.SH,X002466.SZ,X000708.SZ,X002460.SZ,X000301.SZ,X600010.SH,X600111.SH,X600362.SH,X000983.SZ,X600027.SH,X000877.SZ,X600803.SH,X600426.SH,X600160.SH,X000786.SZ,X600489.SH,X601991.SH,X600985.SH,X000630.SZ,X000408.SZ,X002271.SZ,X000933.SZ,X000932.SZ,X000807.SZ,X600176.SH,X601168.SH,X600348.SH,X600612.SH,X002128.SZ,X600219.SH,X300037.SZ,X600096.SH,X000027.SZ,X600157.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.342988277633159,0.0750419003434623,0.0952314734588586,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,-0.00497829097879296,0,0,0,0,0,0,0.156370294130806,0,0,0,0,0,0.0443189741024964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101104849732774,0.138232140059357,0,0,0,0
X601088.SH,0.0271819204543522,0,0,0,0.333394648409102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178428039408874,0,0,0,0,0,0,-0.0148553564128612,0,0.208748604784097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125758440133632,-0.00340638443865806,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0872590842698762,0,0,0,0,0,0,0.078546870908659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285911435628809,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00447016147464971,-0.00202195682412156,0,0,0,0,0,0
X600309.SH,0.0991544149616968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.250587110282592,0.118018033544142,0,0,0,0,0,0,0,0.036987692183345,0,0,0.024608585389305,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,-0.00917703332050031,0,0,0,0,0,0
X600188.SH,0,0.0862352797491853,0,0,0,0.141735468995798,0,0,0,0,0,0,0,0,0,0.0470155029740559,0,0,-0.0208668407452805,0,0,0,0,0.247255197884568,0,0.111676490854039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243704162123656,0,0,0,0,0,0,0,0,0,0,-0.0036299054629213,0,0,0,0,0,0
X601898.SH,0.0489546188385945,0.35165697232032,0.10426244997131,0,0.226538596096793,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126171619270417,0,0,-0.0229379826551618,0,0.0466104118821773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624813199595482,0,-0.0244376450984547,0.0348431382489963,0,0,0,0,0
X600019.SH,0,0,0,0,0.19022562962343,0.110699744637279,0,0,0,0,0,0,0,0,0,0,0,0,0.0233944618092113,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.118880369930634,0,0,0.0070838194933852,0,0,0,0,0,0,0,0,0,0,-0.0109609358668451,0.0124294549215937,0,0,0,0,0,0
X600011.SH,0.136765759636189,0,0,0,0,0.00855365983785325,0,0,0,0,0,0,0,0.0790946438669009,0,0,0,0,0,0,0,0,0,0,0.273366660577227,0,0,0,0,0,0,0.0928451413299041,0,0,0,-0.00585283055052737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122135235577412,0,-0.00153309954629324,0,0,0,0,0,0
X600585.SH,0.0785732982133437,0,0,0.076326923716581,0,0,0,0,0,0,0,0,0,0,0,-0.0266811732949776,0,0,0.107327952725494,0,0,0,0,0,0,0,0,0,0,0.0337117262714777,0,0,0,0,0,0.038788508705757,0.0781377703225897,0,0,0.100539986183034,0,-0.033734204910766,0,0,0,0,0,0,0,0,0,0,0.00792097382255861,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0578411390587989,0,0,0.494622421169924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455104850507749,0,0,0.0281409517424016,0,0,0,0,0,0,0,0,0.0533793922004529,0,0,0,0.00888817334815411,0,0,0,0,0,0,0,0,0,0,0,0,0
