,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X601992.SH,X600157.SH,X600362.SH,X600111.SH,X600188.SH,X600299.SH,X002466.SZ,X600623.SH,X601158.SH,X000027.SZ,X600583.SH,X600352.SH,X000539.SZ,X000792.SZ,X600660.SH,X600309.SH,X600160.SH,X000630.SZ,X600098.SH,X000709.SZ,X000898.SZ,X000883.SZ,X600021.SH,X000060.SZ,X002470.SZ,X600547.SH,X600489.SH,X600578.SH,X002004.SZ,X600863.SH,X600315.SH,X000629.SZ,X600022.SH,X300072.SZ,X600307.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.00942064374920718,0,0,0.00549443384067242,0,0,0,0,0.0108238094395765,0,0,0,0,0.00839064291300253,0,0,0.0122591082403256,0,-1.73472347597681e-18,0,0.0344231560590188,0,0,0,0,0,0.123636955536128,0,0,0,0,0,0,0,0,0,0,0.0584338559643595,0,0.0085144669671895,0,0,0,0,0,0,0
X600028.SH,0.352391299815442,0,0,0,0,0,0,0,0,0,0,0.100098011519584,0,0,0,0,0.0037638368402483,0,0.103107436445223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532613713733576,0,0,0,0,0,0,0,0,0,0,0,0,0.00787481080947333,8.67361737988404e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0.242680408337006,0,0,0.204973252922448,0,0,0,0,0,0,0,0.0355329623992562,0,0,0,0.128477947794651,0,0.00602894460111306,0,0,0,0.0199747536598402,0,0,0,0,0,0,0,0,0.0219794004259017,0,0,0,0.0365349009998641,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101797687858686,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182185719600398,0,0,0,0.18948347555959,0,0,0,0,0,0,0,0,0.0267080515892349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00145536557173934,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00506957388750783,0,0,0,0.212755109102919,0,0.0610741918586552,0,0,0,0,0,0,0,0,0,0,0,0,0.0615397554508974,0.277921914199212,0,0,0.109564244180742,0,0,0,0,0,0,0,0,0,0.0751301754453969,0,0,-0.0139129695317597,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152236444320506,0,0.0146760526678544,0,0.0744594376508666,0,0.00792270160997979,0,0,0,0,0,0,0,0,0,0,0,0,0.238191504411449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423900054107147,0,0,-0.00577707475730975,0.00780178352664963,0,0,0,0,0,0
X600585.SH,0,0,0.154817335788411,0,0,0,0,0,0,0,0,0,0,0,0,0.0365064771358664,0,0,0,0,0,0,0.140509599083447,0,0,0.0626237334316631,0,0,0,0,0.0600890213982246,0,0,0.0397664606808172,0,0,0,0.0956063224792122,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145700188282242,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202369762865483,0.0709480649199781,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0.0321604274289987,0,0,0.019263463448756,0,0,0,0,0,0.128693590324721,0.222723464976415,0,0,0,0,0,0,0,0,0,0,0,0,-0.00433220520416228,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13708680685814,0,0,0,0,0,0.00454067210075138,0,0,0,0,0.030176376812951,0,0,0,0,0.0197852408496937,0,0,0.0124203603856927,0,0,0.205285757302796,0.0257967666179737,0,0,0,0,0,0,0,0,0,0,0,0,-0.00830725663281601,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0419808154174882,0.0391514129955064,0.206051747821285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163152032058324,0,0,0,0.126316182697539,0,0,0.0670018788615106,0,0,0,0,0,0,0,0.13476260608288,0,-0.00309738209280211,0,0,0,0,0,0,0
X601991.SH,0,0,0,0.014587101077957,0.0145725989383698,0,0,0,0,0,0,0,0,0,0.165520840731486,0,0,0,0.126706948494464,0,0,0,0,0,0,0,0,0.10113400031933,0,0,0.0104193987715587,0,0,0,0,0,0,0.0425794782370046,0,0,0,0,0,0,0,0,0,0,0,0,-0.00643517933830719,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448977894399298,0,0,0.159960334140021,0,0.060687708399205,0,0.176558014568262,0.146852681932277,0,0,0,0,0,0,0,0,0.0403755388859817,0.144752435611057,0.143180122969113,0,0,0.0498451784082016,0.0389645120907767,0,0,0,0,0,0,0,0,0,0,0,-0.0069503542258066,0,0,0,0,0,0,0
X600027.SH,0,0,0,0.401845145205888,0,0,0,0,0,0,0,0.0351997548805319,0,0,0.180123244783676,0,0,0,0,0,0.00635909123592445,0,0,0,0,0.00405693716994207,0,0.018318775238366,0,0,0,0,0,0,0,0,0,0,0.0342774261833159,0,0,0,0,0,0,0,0,0,0,0,-0.0165982191787098,0.0108787870954912,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.512467598719797,0,0,0,0,0,0,0,0,0,0.112169693919293,0,0,0,0.0173487245994758,0,0,0,0,0,0,0,0,0.120887770689197,0,0,0.209324409334516,0,0,0,0,0,0,-0.0769692649980509,0,0,0,0,0,0,0,-0.148133863257255,0,0,-0.125647954114791,0,0,0,0,0,0,0
X601992.SH,0,0,0,0.554286831375203,0.0755975469634634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342027929489096,0,0,0,0,0.101991934687823,0,0,0,0,0,0,0,0,0,0.105373422646859,0,0,0,0.225126792469462,0.0405991182463791,0,0,0,0,0,0,0,0,0,0,0,-0.00553835387225595,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174735063930055,0.0883652762963021,0,0,0,0,0,0,0,0,0.0640793592335078,0,0,0.020829939269772,0,0,0.223666221764124,0.132998482288402,0.158098142480065,0.0221223194424514,0,0,0,0,0,0,0,0,0.13907700289932,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.0453401132884995,0,0,0,0.0163629052312786,0,0,0.211552152361701,0,0,0,0,0,0,0.0359308822654098,0,0.0162909327110563,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.268575402368465,0,0,0,0,0,0,0,0,0,0,0,0,0.00130085104872927,0.00605915034817633,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.11991217479334,0,0,0,0,0,0,0,0,0,0,0,0.0410739002889138,0,0,0.0965283927458033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431500528716001,0,0,0,0,0,0,0,0,0,0,0,0,0.0264445599347446,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.032554608565072,0,0,0,0,0,0,0.320995177503671,0,0,0.00843576902025437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539445904200914,0,0,0,0,0.190203519174254,0,0.173476670138285,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122494014503218,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288416178800762,0,0,0,0,0,0,0,0,0,0.216014877674386,0,0,0,0,0,0.0219154275620898,0.129789704072227,0,0,0,0,0.178725403086063,0,0,0,0,0,0.284355267548847,0,0,0.032677366989809,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.0483607597965974,0,0,0,0,0,0,0.0527303151998609,0,0,-0.273743949605646,0,0,0,0,0,0,0,0,0,0,0,0,0.453452210490925,0,0,0,0,0,0,0,0,0.0203577173481663,0,0,0.430876345911104,0,0,0,0,0,0,0,0.525538461279011,0,-0.327110318060175,-0.0134034901369899,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097033297788935,0,0,0,0,0.0832173618083709,0,0,0.158223542587356,0,0,0,0.159064676349529,0,0,0.0553025941760323,0,0.0657125147353463,0,0,0,0,0.242947184797912,0,0,0,0,0.203806190221284,0,0,0,0,0,0,0,0.020948567724208,0,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0.320037951279079,0,0,0,0,0,0.144043164586519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168861959826437,0,0,0,0,0.18413688145984,0,0,0,0,0,0,0,0,0,0,0,0,0.0100728386755986,-0.0348703137387252,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120963479400636,0,0,0,0.175661037189117,0,0.0676317938425347,0.0901056338441927,0,0,0,0,0,0.0376180826611979,0,0,0.120663949074577,0,0.0194041504576842,0,0,0,0.172678792000936,0,0,0,0,0,0.112161445697372,0,0,0,0,0.015155765610411,0,0,0,0.0091780423139737,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0,0,0,0.097695675506096,0,0,0.253776712550987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942393983425577,0,0,0,0,0,0,0.0826590661030216,0,0,0,0,0.0944105279382057,0,0,0,0,0,0,0,0.00541336149766126,0,0,0,0,0,0,0
