,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600623.SH,X600027.SH,X600188.SH,X600111.SH,X600362.SH,X600157.SH,X002466.SZ,X601992.SH,X600547.SH,X600886.SH,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X600489.SH,X600309.SH,X000709.SZ,X600583.SH,X300072.SZ,X000883.SZ,X000898.SZ,X600352.SH,X000539.SZ,X000027.SZ,X002407.SZ,X000723.SZ,X000630.SZ,X002470.SZ,X002460.SZ,X600549.SH,X000983.SZ,X600176.SH,X000060.SZ,X000629.SZ,X600021.SH,X000012.SZ,X600612.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0186800951463923,0.0353509966377391,0.0213733701693326,0,0,0,0,0,0.0150333068554671,0.0334868617965892,0,0,0,0,0,0,0,0,0,0,0,0.198988790908346,0,0.0899275385525254,0,0,0,0,0,0,0.0233258854848241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108627846301897,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.157619971320489,0,0,0,0,0,0,0.036087549040753,0,0,0,0,0,0,0,0,0,0,0,0,0.0748545166718674,0,0.127890121219887,0,0,0,0,0,0,-0.000795142006982207,0,0,0,0,0.0158403427369827,0,0,0,0,0,0,0.0465910108207893,0,0,0.0115991561600845,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0760084062125813,0,0.0782322152116158,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0.00733905196467826,0,0,0,0,0.115569916290199,0,0,0,0,0,0,0,0,0,0.12243629767128,0,0,0,0,0.0161932716133635,0,0,0.057907907816977,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0227291952467511,0,0,0,0,0,0.00647709027451587,0.340050050670541,0,0,0,0,0,0,0,0,0,0,0.0316912015211532,0,0,0.0453029871200164,0,0.0912720376242826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0335775942821648,0,0,0,0,0,0.00883789235791261,0,0,0.162493066342185,0,0,0,0,0,0,0,0,0.179957981246471,0,0.0451212845422752,0,0.191668159234454,0,0,0,0.115612653880243,0,0,0,0,0.0528632414547256,0,0,0,0.015031136268687,0,0,0,0.0381896689196605,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.00161238490308144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660195661914193,0,0,0,0.502499427058792,0,0,0,0,0,0,0,0,0,0.063943984959867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.0704312278263299,0,0,0,0,0,0,0,0,0,0.0614833754826438,0,0,0,0,0,0,0.0273013362477189,0,0,0,0.331250180481422,0,0,0,0,0.40761845219225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0587018142928305,0.0837131985121448,0.107507170005351,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184102679748534,0,0,0.0451857284427621,0,0,0,0,0,0,0,0.0780452996410372,0,0,0,0,0.116499814532916,0,0,0,0,0,0,0,0,0,0,0,0,0.0912133467593237,0,0.266267478595477,0,0,0,0,0,-0.0590237466585188,0.0369944203634617,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263264235088213,0,0.0285873247394123,0,0,0.0914022797391607,0,0.0635962063981646,0,0,0,0.104091900199158,0,0,0,0.270129067148807,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0659095147055173,0,0,0.113955869053171,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.0240312530921781,0,0,0,0,0,0,0.13320089342834,0.0506090657710007,0,0,0,0,0,0,0,0,0.144904736525827,0,0,0,0,0,0,0,0,0.100327658706351,0,0,0,0.116388459618263,0,0,0,0.167137200540638,0,0,0,0,0,0,-0.0314559273406893,0,0,-0.0108962555746306,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.153905285349017,0,0,0,0,0,0.0122742583972282,0,0,0,0,0,0,0,0,0.0207681445875306,0.00992022167544388,0,0.0280125900073892,0,0,0,0,0.124623087839562,0,0,0,0.083186262029677,0,0.0501581091335624,0,0,0,0,0,0,0,0,0,0.0400267181069064,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018512662081448,0,0,0.0807173975199104,0,0.0282363955894373,0,0,0,0,0.078445823818982,0,0,0,0,0,0.0843090520945261,0.0273335685026145,0,0,0,0,0,0.0467281451497028,0.143411556838355,0,0,0,0,0.0684314585690297,0,0,-0.0178771372341967,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174618425556162,0.270452890594178,0,0.0102779406016121,0,0,0,0.170285329185951,0,0,0,0,0,0.250882217687139,0,0,0,0,0,0,0.00987136354253353,0,0,0,0.0563149294277262,0,0.170103524549322,0,0,0.216516524800971,0,0,0,0,-0.0362073402966721,0,0.02792211448182,0.17248637642568,0,0,0,0
