,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X002460.SZ,X600011.SH,X002271.SZ,X600660.SH,X600886.SH,X601898.SH,X600801.SH,X600010.SH,X601600.SH,X600362.SH,X600188.SH,X600352.SH,X600489.SH,X601991.SH,X600688.SH,X002466.SZ,X600795.SH,X000786.SZ,X600111.SH,X600315.SH,X600126.SH,X600027.SH,X601992.SH,X600176.SH,X600299.SH,X002075.SZ,X600426.SH,X002353.SZ,X600529.SH,X000723.SZ,X002080.SZ,X600486.SH,X600612.SH,X600219.SH,X600516.SH,X000898.SZ,X601158.SH,X000932.SZ,X000959.SZ,X000301.SZ,X000883.SZ,X000709.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109912809956095,0,0,0,0,0,0,0,0,0.0377249520082538,0,0,0,-2.71050543121376e-20,0,0.0686120811102829,0,0,0,0,0.00819049976222731,0,0,0,0,0,0,0,0,0.00216050387090252,-0.0125066508617988,0,0,0,0,0,0
X600028.SH,0,0,0.0144920845714457,0,0,0,0,0,0,0,0,0,0,0,0.0391315517695898,0,0,0,0,0,0,0,0,0.0069233574820576,0,0,0,0,0,0.0927334202883323,0,0.0380828478789958,0,-0.00667298281866562,0,0.0652438656961678,0,0.0273117418306116,0,0,0,0,0.0700265792099046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.158092656082552,0.000318164857515058,0,0,0,0,0.0735202320013184,0,0.0848711055942449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689965214110974,0,0,0,0.167213326882888,0,0.027558746145199,0,-0.00531502532234974,0,0.019224099609344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00881788552781503,0.0237637467936114,-0.0232058536680865,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0431629684137948,0,0,0,0,0,0.467184432298331,0,0,0.0298181432664445,0,0,0,0,0,0.0320075266520034,0,0,0,0,0.0359885518297698,0,0,0,0,0,0,0,0.0627950978995428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122863688846756,0.0117211015618865,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0853416173695585,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.107655416174886,0,0.0264135647968407,0,0,0,0,0,0,0,0,0.252725387630592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000937568281919182,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.0181185466057114,0,0,0,0,0,0,0,0,0,0.396264847376201,0,0,0.0724985521267998,0,0,0,0,0,0,0,0,0,0,0,0,0.00429757086740183,0,0,0,0.103483897049923,0,-0.0901728803757373,0,0,0,0,0,0,0,0,-0.00159814440045899,0,0,0,0,0,0,0
X600019.SH,0,0,0.0328289696872811,0.0056808512493029,0.198696726254136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113610739432955,0.0100365622904454,0,0.0793360862298234,0,0,0,0,0,0.0104842869060405,0,-0.0188426624063942,0,0,0,0,0,0.0298186864143327,0,0,0,0,0,0,0,0,0,0,0,0.00806167249352295,-0.0122301355082106,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06394778732254,0.0600905887506224,0,0.195859746211099,0,0.000117737689090129,0,-0.134242431859833,0,0.0906503902145872,0,0,0,0.00759599910967666,0,0,0,0,0,0,0,0,0,0,0.0144619039985994,0,0,0,-0.0178268515413573,-0.00778395830060444,-0.00377621704654113,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195807889112164,0,0,0,0.100967015793924,0,0,0,0,0.00196983187604313,0.0842251002971562,0,0,0,0,0.235384443789258,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205920914851574,0,0,0,0,0,0
X600011.SH,0,0,0.318239223759865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206511769049616,0,0.041539364264164,-0.011626918111713,0.131325559774492,0,0,0.15275496331228,0,0,0,0.00785350502091871,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196164077738951,0.00788323768160785,-0.00990651574814537,0,0,0,0,0,0
X002271.SZ,0,0,0,0.0510449717632391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00896095527140185,0,0,-0.0956763703188828,0,0.0507646531555241,0,0,0,0,0,0,0,0.054947393359939,0,0,0.0365907683649783,0.173660809907091,0,0,0,0,0,0,0,0,0,0,-0.017246985877467,0.00432193492075764,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0.120148887814961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000514108764367839,0,0,0,0.0375132204270495,0,0,0,0,0,0,0,0.252878934032798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276560184255198,-0.0181206344011419,0,0,0,0,0,0
X600886.SH,0,0,0.303400065338397,0,0,0,0,0,0,0,0,0.0341892324110356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00182698370824756,0.0136760527328691,0,0,0,0,0,0,0,0,0,0,0.0900422042933931,0,0,0,0,0,0,0,0,0,0.0425918208847741,-0.00447480456924527,-0.00226434399094886,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218329064799014,0,0,0,0,0.035351662688945,0.0196737226879078,0,0,0,0,0,0.00419643155856966,0,0,0.0168031955623639,-0.0130539134362959,0.0733937094758623,0,0,0.0389737838585045,0,0.0051949812026521,0,0,0,0,0,0,0,0,0,0,0,0.00206998983296056,0.00173191278798875,0,0,0,0,0,0
X600801.SH,0,0,0,0.195683597346451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0189546488461333,0,0,-0.0667373654134958,0,0,0,0,0.249449814745496,0,0.10048112837817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00225847530508523,0.0190115792025859,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.0216313765405022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014808120207764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660914972797284,0,0,0,0.0467864757696132,0,0,0,0,-0.00364508702876737,-0.0015627059601726,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0098659909407288,0,0,0,0,0,0,0,0,0,0,0.0356054496058465,4.33680868994202e-19,0,0.0558912537928459,0,-3.3881317890172e-21,0,0,0,0,0,0,0,0.0164717466170768,0,0.122182004522216,0,0,-0.00808513922483036,0,0.107429134460328,0,0,0,0,0,0,0,0,-0.00228168546180696,0.00605321496654721,0,0,0,0,0,0
X600362.SH,0,0,0.0411739157384081,0.111760574164179,0.0548686399826287,0.0515593782410924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549244124949848,0,0.0705678394149814,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.079013049802798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00720937488307118,-0.00244381000264472,0,0,0,0,0,0
X600188.SH,0,0,0.22873658901967,0,0,0,0,0,0.0139294815683432,0,0,0,0,0,0.0479043669286133,0,0,0,0,0.153097045831901,0,0,0,0,0,0,0.0601314448025771,0,0,0,0,0.0213622157652873,0.0646270743240581,0,0.105774333066322,0,0.0189364906639097,0,0,0.00795668621250971,0,0,0,0,0,0,0,0,0,0,0,-0.00108736333990224,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0.0206867527182689,0.155760460217533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050759068765826,0.0359575883247222,0,0,0,0,0.0148022997078512,0,0,0.0787011123960388,0,0,0,0.0295441616580127,0.00758607806991148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00820356732240212,0.00336417939590561,0,0,0,0,0,0
X600489.SH,0,0,0,0,0,0.689866508449665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326279551925079,-0.0149162653635748,0,0,0,0,0.052564417912293,0,0,0,0,0,0.037324210204888,0,0,0,0,0,0,0,0.127575206231969,0,0,0,0,0,0,0,0.0178664550658142,-0.00609888266796911,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130888026033211,0,0,0.0795327882778504,0,0,0,0,0,0,0,0,0,0,0,0.0471207856316218,0,0.00621722006552175,0,0.11975621337633,0,0,0,0,0,0,0.0133507676272199,0,0,0,0,0.000349910887882863,-0.00658056883553563,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.00596091957764527,0,0,0,0,0,0,0,0,0,0,0.218863931006852,0,0,0,0.0203689086143944,0,0,0,0,0,0,0,0,0,0,0.356960805295525,0.0408745702087925,0.0128151684799044,0,0,0.0396974748823782,0,0,0,0,0,0,0,0,0,0,0,0.00503597183534855,-0.0162029904732015,0,0,0,0,0,0
X002466.SZ,0,0,-0.0145865456864204,0,0,0.0320431574496347,0,0.237925038649218,0,0,0,0,0,0,0,0.00496677657513038,0,0,0,0,0,0,0.387983880639442,0,0,0,0,0,0,0,0,0,0,0.0964850976172474,0,0,0,0,0,0.486544377645612,0,0,0,0,0,0,0,0,0,0,0,-0.00608705291742431,-0.0482999214582601,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0139110525797104,0.081633885727687,0,0,0,0,0,0,0,0,0,0,0,0,0.142356807585716,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585112897157763,0.0165813661063231,0,0,0,0,0,-0.0596703791893797,0,0,0.0471064313075442,0,0,0,0,0,-0.011699483906252,0.0139398011723879,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0894473114401876,0,0,0,0,0,0,0,0,0,0,0,0.110638307941425,0,0,0,0.021474036580919,0.0890533705325211,0,0,0.150349100555589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00669769531920003,-0.00275497225485287,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.0585185840213499,0,0,0,0,0,0,0,0,0,0,0.0477372687614562,0.0240227537765775,0,0.0386122950104543,0,0,0.110058611214801,0,0,0,0,0,0.125289412953685,0,0,0,0.000777062909233456,0,0.0152700792616594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187123385455732,0,0,0,0,0,0
X600315.SH,0,0,0,0,0,0,0,0.137426080620575,0.116735685748764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259642140883149,0,0,0,0,0,0,0,0,0,0,0.055917404208322,0,0.222584682799407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00544781765088161,0.05577191482742,0,0,0,0,0,0
X600126.SH,0,0,0,0.684430239685259,0,0,0,0,0,-0.175455979258152,0,0,0,0,0,0,0,0,0,0,0,0,-0.0534913410033005,0,0,0.0610159632626042,0,0,0,0,0,0,0,0.0583537364179161,0,0,0,0,0.132156371138112,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0128897760466224,0.0193793186860569,0,0,0,0,0,0
X600027.SH,0,0,0.102850298786621,0,0,0,0.0382943466223779,-0.165030554305323,0,0.311004347638552,0,0,0.0634395841602174,0,0,0,0,0,0,0,0.128801343443254,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.00839758688748852,0,0,0,0,0,0,0,0,0,0,0,0,0.0324521318108976,0,0,0,0,-0.0176721192247165,0.0269155444123745,0,0,0,0,0,0
