,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600362.SH,X600688.SH,X600547.SH,X600795.SH,X300072.SZ,X600309.SH,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X601992.SH,X600886.SH,X600660.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X600339.SH,X600299.SH,X000959.SZ,X601158.SH,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600219.SH,X600352.SH,X600098.SH,X000723.SZ,X000408.SZ,X000825.SZ,X000883.SZ,X000983.SZ,X601699.SH,X000539.SZ,X600021.SH,X002092.SZ,X000027.SZ,X000060.SZ,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.308350376120007,0,0,0,0,0,0,0,0.00027906032051247,0,0,0,0,0,0,0,0,0,0.0197419372059186,0,0.0818032226050813,0,0.00583556611901677,0,0,0,0,0.0120807560729736,0,0,0,0,0,0,0,0,0,0,0.0465201731812327,0,0,0,0,0,0.0440473254704853,0,0,0,0,-0.000237326801734349,-0.00482597069157234,0,0,0,0,0,0
X600028.SH,0.760262439991537,0,0,0,0,0,0,0,0,0,0.0815734532180726,0,0,0.0257663816059833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00440500982076215,0,0,0,0,0,0,0,0,0.00949422017373754,-0.0899911094296112,0.0286432539249974,-0.0108558008769336,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110575410556578,0,0,0,0,0,0,0.024369842768902,0,0,0,0,0,0,0,0,0,0,0,0.124376668810002,0,0,0,0,0,0.0389504672217409,0,-0.0284830161630157,0.0165546035930397,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0530243121182813,0.238633373011251,0,0.0238275366090306,0,0,0,0.0510749236314777,0,0,0,0,-0.0617133465337181,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0374847493446868,0,0,0,0,0,0,0,0,0.00893577972736764,0.0924511231275033,0,0,0,0,-0.0103100825126242,0.0114028069142273,0.0417811448678344,0,0,0,0,0
X600019.SH,0,0,0.236816566385732,0,0,0,0,0,0,0,0,-0.106428288091626,0,-0.058688621665083,0,-0.0748180352965921,0,0,0,-0.0918873980483177,0,0,0,0.193836656713105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107487567613001,0,0,0,0,0.0193914148173741,-0.0136531826377973,0.0144105168350185,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953254531780018,0,0.0948155351463283,0,0.109263245478023,0,0,0,0,0,0,0,0,0,0,0,-0.0356193845469366,-0.296822650488715,0.122509781328964,0,0,0,0,0,0,0,-0.112098444812814,0,-0.205284262897112,0.0102852141687717,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0697701773138415,0.12773645155149,0,0,0,0,0.0792342847833893,0,0,0,0,0.0925360926685736,0,0,0,0.123701415706279,0,0,0,0,0,0,0,0,0,0,0,0,0.0936304826820766,0,0,0,0,0,0,0,0,0,0.00176277376639828,0,0,0,-0.0260348256290467,0.0101184854162594,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279072105294155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651110415707355,0.0479581609023455,0,0,0,0,0.0982210617809899,0.102861684782882,0,-0.0193696725901543,0.0100615066306352,0,0,0,0,0,0
X601600.SH,0,-0.0495187167282593,0,0,0,0,0,0,0,0.0865434809240903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0989651346704611,0,0,0,0.159796222282654,0,0,0,0.236358791154641,0,0,-0.00941829732682148,0,0,0,0,0,0,0,0,0,0.120620503515995,0,-0.15509293158798,-0.0189032243339067,0.0072057147408694,0,0,0,0,0,0
X600362.SH,0,0,-0.183593677374182,0,-0.0619416587034507,0,0,0,0.179733661388131,0,0,0,0,0.122832739445938,0,0,0,0,0,0,0,0,0,0,0,0,-0.121723491147819,0,0,0,0.455200298373139,0,0,0,0.195675872541219,0,0,0,0,0,0,0,0,0,-0.100890763082023,0.0280709593585281,0,0,0.268325211793915,0,-0.0173015817293877,0.00559500047435829,0.0257489833079318,0,0,0,0,0
