,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600299.SH,X600583.SH,X601992.SH,X000027.SZ,X600309.SH,X000539.SZ,X000792.SZ,X600352.SH,X000709.SZ,X000898.SZ,X600660.SH,X600021.SH,X000630.SZ,X000883.SZ,X002470.SZ,X600098.SH,X600623.SH,X601918.SH,X002466.SZ,X600307.SH,X600489.SH,X600863.SH,X300072.SZ,X000629.SZ,X600022.SH,X002004.SZ,X600578.SH,X000060.SZ,X600808.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.614221756632963,0,0,0,0,0,0.134916000740347,0,0,0,0,0,0,0,0,0,0,0,0,0.0196403450378996,0,0,0,0,0,0,0.0401099462063489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0178269766248069,0.0236272403475753,0,0.0498846881102305,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0662095837754304,0,0,0,0,0,0,0.0524979108445213,0,0,0,0,0.0220749176689815,0,0,0.0429358684040355,0,0,0,0,0,0,0,0.0745072410077533,0,0,0,0,0,0.0123134065315832,0,0.0142406165253113,0,0,0,0,0,0,0,0,0,0,0,-0.015509713277363,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.108030762011661,0,0,0,0,0,0,0,0.351041787612858,0,0,0,0,0,0,0,0,0.032915146513879,0.129730614988383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116223156216317,0,0,0,0,0,0,0,0,0,0,0,0,-0.026948090961166,0,0,0,0,0,0,0
X600011.SH,0,0,0.0367613026530346,0,0.0424783121036127,0,0,0,0,0,0,0.406211850084203,0.089696078429347,0,0,0,0,0.0401393672010958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724706857460669,0.114563236306643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012762695859418,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224528200288515,0,0,0,0,0.166418319170074,0,0,0,0,0,0,0,0,0,0.156804526943611,0,0,0,0,0.00125458658445327,0,0,0,0,0,0,0,0,0.110170160664853,0,0,0,-0.0352470246707132,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.176144212117802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199496927484866,0,0,0,0,0,0,0,0,0.00939870663744811,0,0.143762668679989,0,0,0,0,0.00599081964986353,0.0426089877899073,0,0,0,0,0,0,0,0.0445106440051625,0,0,0,-0.0298326087087982,0,0,0,0,0,0,0
X600585.SH,0,0,0.102857494064927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145140805901509,0,0,0,0,0.0284238524193638,0.339646194579667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0113248890353856,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.00342909387239486,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.102505032710091,0,0,0,0.00452748435940944,0,0,0,0,0,0,0,0.0221963740258614,0,0,0,0,0,0,0,0.372569223342736,0,0,0,0,0,0.173269312897168,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348363588446693,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0326397192282833,0,0,0,0.0634720434156745,0,0,0,0.000220960832683197,0.0205287690659947,0,0,0,0,0.0301292099017814,0,0,0.206524821103969,0.00419787371270627,0,0,0,0,0,0,0,0,0,0,0,0.0449867186807638,0,0,0,0,0,0,0.0198459753724172,0,0.137291732322738,0,0,0,-0.0167871731638334,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.132530428428163,0,0,0,0,0,0,0.247925398135674,0,0,0,0.0135660417244869,0.0301690646246281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215561710707282,0.0658140724241105,0,0.0389127041593002,0.131929321203685,0,0,0,0.0220859374712846,0.0931254509402069,0,0,0,0,0,0,-0.00961130041289422,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.392088949650433,0,0,0,0,0.186985479424366,0,0,0,0,0,0,0,0,0,0,0,0.0644785997575526,0,0,0.0343344116850661,0,0,0,0,0,0,0,0,0.0236095334551374,0,0,0,-0.00779804620443255,0,0,0,0,0,0,0
X601991.SH,0,0,0.036781197288778,0.215520422599694,0.066097613831179,0,0,0,0,0,0.0739901499396805,0,0,0,0,0,0,0.110200623101643,0,0,0.0871421382162711,0.117172416667106,0,0,0,0.124007375972298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00612530582495542,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0.0123345532030538,0.513549807929019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097269767708073,0.0416083838748932,0,0,0,0.0960150117787702,0,0,0.0108302139769556,0,0,0,0,0,0,0,0,0,-0.032144979391809,0,0,0,0,0,0,0
