,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X002466.SZ,X600585.SH,X600011.SH,X601898.SH,X000792.SZ,X600019.SH,X600111.SH,X600660.SH,X600795.SH,X000301.SZ,X000708.SZ,X600010.SH,X600886.SH,X600547.SH,X601991.SH,X000877.SZ,X601600.SH,X002271.SZ,X600027.SH,X600426.SH,X600362.SH,X600803.SH,X000983.SZ,X600348.SH,X600176.SH,X000629.SZ,X600160.SH,X000408.SZ,X601699.SH,X000723.SZ,X600096.SH,X600378.SH,X600219.SH,X600995.SH,X000786.SZ,X600157.SH,X600985.SH,X600489.SH,X600688.SH,X002080.SZ,X600141.SH,X002353.SZ,X600399.SH,X000933.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.328622263986228,0,0,0,0,0,0,0.137570679788951,0,0,0,0,0,0,0,0,0,0,0,0,0.0377967249237626,-0.0272036042946165,0,0,0,0,0.00651222848779196,0,0,0,0,0,0.0188327744513931,0,0,0,0,0,0,0,0,0.0473647265545139,0,0,0,0.142400720043227,0,0,0,-0.0252989107581384,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.308517892807858,0,0.00866605383777633,0,0,0.2910162440484,0,0,0,0,0,-0.0611810748629698,0,0,0,0,0,0,0,0,0,0,0,0,0.0922668413360623,0,0,0,0,0,0,0,0,0,0,0,0.0716903071975811,0,0,0,0,0,0,0,0,0,0,0,-0.00711720429548512,0,0,0,0,0,0
X600028.SH,0.0423683705317762,0,0,0,0,0,0,0,0,0.0254814681460336,0,0,0,0,0,0,0,0,0,0,0,0,0.052020062908453,0,0,0,0,0.0810775409754438,0.0665060815502582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658572421381309,0,0,0,0,-0.0101084816276955,0,0,0.0148145897031078,4.33680868994202e-19,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237366626802956,0,0,0,0,0,0,0,0,0.0781798703476033,0,0,0,0,-0.0321382009597527,0,-0.0253346186800406,0,0,0,0,0,0,0,0.0156174451475795,0,0,0,0,0,0,0,0,0,0,0,0.0482617073600111,0,0,0,0,0,0,0
X600188.SH,0,0.513867723890084,0,0,0,0,0,0,0.042041451264982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000514590694667489,0,0,0,0.131040682784444,0.0500510507986929,0,0,0,0,0,0,0,0,0,0.0784853006293713,0,0,0,0,0,0,0,0,0,0.0685321117525695,0,-0.101221662040998,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0.426168747096736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0659375886276643,0,0.0268659040931153,0,0,0,0,0,0,0,0,0,0.0624988263387706,0,0,0,0,0,0.0791828835567489,0,0,0,0,0,0,-0.0124958882595667,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.681513786107325,0,0,0,0,0,0,0,0,0.0378643045263417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465664387109456,0,0,0.0992502692385532,0.352895348375801,0,0,0,0,0,0,0,0,0.146082694312848,0,0,0,0,0,0,-0.0752187240041027,0,0.0283927206831236,0.0217957638891398,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0511523958627324,0,0.204616077463188,0,0,0,0,0,0.00634482763657037,-0.0438056170917647,0.00533890605836192,0,0,0,0,0,0,0,-0.0181973321691245,0,0,0,0,0,0,0,0,0,0,0,0.126740447138579,0,0,-0.0283402362655047,0.379711624990576,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0200347328344483,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231032491381079,0,0,0,0,0,0.0137013238333497,0,0,0,0.297670707254783,0,0,0.125637329448224,-0.0448295233895577,-0.00418217580984062,0.0982953450262012,0,0,0,0,0,0,0,0,0,0,0.322891210507303,0,0,0,0,0,0,0.0485498042740563,-0.126979921816665,0,0.0301738168318681,-0.0318649923867117,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.00933666665169626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0549180178066599,0,0,0,0.22408187923439,0.385416312552814,0,0,0,0,0,0.109810810052253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130811790334899,0,-0.0277425100468244,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.110614126726431,0.0820581388452127,0,0,0,0,0,0.0864354053048849,0,0,0,0,0,0,0,0,0,0.204099323816693,0,0,0,0,0,0,0,0,0.00873252578316707,0,0.262918926767489,0.0198003259610814,0,0,0,0,3.46944695195361e-18,0.125142794217225,0,0,0,0,0,0.011225403045974,0,0,0,0,0,0.00843590237470402,0,0,0,0,0,0
X600019.SH,0,0.000854043079735507,0,0,0,0,0.00826067331427659,0,0.129139130034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126854157040343,0,0,0,0,0,0,0,0,0,0,0,0.0831489568787773,0,0,0,0.0211993277263921,0,0.0617337328330406,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.120764319440259,0.115476777178063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852649828118228,0,0,0,0,0,0,0,0,0,0.0113433513442407,-0.0887858813859694,0,0.236068963936472,0,0.116780270490724,0,0,0,0,0,0,0,0,0,0.0923930129942309,0,0,0,0,0,0,0,0,0,0,0,0,0
