,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X600660.SH,X000708.SZ,X600547.SH,X002271.SZ,X600011.SH,X600362.SH,X600176.SH,X601600.SH,X000786.SZ,X600426.SH,X600886.SH,X601898.SH,X002466.SZ,X600010.SH,X600188.SH,X600111.SH,X000301.SZ,X600352.SH,X601991.SH,X600795.SH,X600801.SH,X600489.SH,X300037.SZ,X600486.SH,X002080.SZ,X600688.SH,X600219.SH,X600803.SH,X600027.SH,X002353.SZ,X601992.SH,X601168.SH,X600299.SH,X000027.SZ,X600399.SH,X000898.SZ,X000932.SZ,X600529.SH,X000723.SZ,X002409.SZ,X000630.SZ,X300073.SZ,X600516.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.00593971401144531,0,0.1192216269162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933867922453564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.0426961162807765,0,0,0,0,0,0.0333941078509181,0,0.017398967736031,-0.00380920529836574,0,0,0,0.0195290613520171,0,0,0,0,0,0,0,0.0645953818650906,0,0,0,0,0,0,0,0,0,0,0.137906860053563,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00550836526631759,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.055390612990795,0,0,0,0,0,0.35581632201886,0,0,0.163045435043376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127282758858177,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.131119482685719,0,0,0,0,0,0,0,0.106594368360682,0,0,0,0,0.052827314890602,0,0,0,0,0,0,0.104160574718763,0.0111273123020938,0,0.0171652115544029,0,0,0,0,0,0,0.0159275484665426,0,0,0,0,0,0,0,0,0,0,0,0,0.0490182019903524,-0.0149300804167504,0,0,0,0.0068709912107855,0,0
X600585.SH,0,0,0,0,0,0.0256767645836893,0,0,0,0.180563185424762,0,0,0,1.73472347597681e-18,0,0,0,0,0.115192341832144,0,0,0,0,0,0,0,0,0,0,-0.00803170054606417,0,0,0,0,0,0,-0.0401047448272304,0,0.0618206547330474,0,0,0,0,0,0.0299425866564437,-0.0417682257155628,0,0.0111367601110763,0,0,0,0.0126382757643001,0.0059945068404809,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.12152712619652,0,0,0.0924701372052549,0,0,0,0,0,0,0,0,0.315457352345286,0,0,0,0,0,0,0,0,0,0.111406384659073,0,0,0,0,0,0,0.00885905065120649,0,0.0549795230396127,0,0,0,0,0,0.0183829132356258,0,0,0,0.166794115050176,0,0,0.097758839437681,-0.197473118101794,0,0,0,0.005255206237734,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.104376652709992,0,0,0,0,0,0.0152797459062389,-0.0426619978862228,0,0,0.104077217620435,0,0,0,0,0,0,0,0,0.0413863416152287,0,0,0,0,0,0,0.108719446943991,0,0,0.0174639427843222,0,0,0,0,0,0,0,0,0,0.0435920974760444,0,0,0,0,-0.00625026932156186,0,0
X600660.SH,0,0,0,0,0,0.0193720521098484,-0.101476650452973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318465458243813,0.028039430844119,0,0,0,0,0.178445888434705,0,0,0,0,0,0,0,0,0,0,0,0.0742564436365364,0,0,0,0,-0.071504749872329,0,0,0,0,0.00220153217618768,0,0,0,0,0.0105577204336229,0,0
X000708.SZ,0,0,0.0410747513168632,0,0,0,0.0626722381884605,0,0,0,0,0.00207942599615934,0.0646023251274638,0,0,0,0,0,0,0,0,0,0.00494741723343015,0,0,0,0,0,0,0,0,0,0,0.120233320528213,0,0,0,0,0,0.0966283040981503,0,0,0,0,0,0,0,0.0878827657152272,0,0,0,-0.0152495555052287,0.0259009501358481,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0274346271361541,0,0,0,0,0,0,0.00880804953994078,-0.0337593707425429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574589878302847,0.0162868229539471,0,0,0,0,0,0,0,0,0.0273794271535503,0,0,0.040070287819671,0,0,0,0,0,0,0.0348228817836053,0,0,0.0137347456935265,0,0,0,0,0.003017756422429,0,0
X002271.SZ,0,0,0,0,0,0,0,0.189320750181765,0,0,0,0,0,0.0744452876325568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720009349751886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141810553161101,0,0,-0.0131029612434962,0.0548784231689038,0,0,0,0.0289696011195934,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0120684697726533,0,0,0,0,0.148275816576536,0,0,-0.0826527383658696,0,0,0,0,0,0,0,0,0,0,0.113972112906836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157689148418974,0,0.116486599297872,0,0,0,0,0.00698765923365031,0,0,0,0,0.00298647978406225,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.0364691284126713,0,0,0.141455077885988,0,0,0,0.0113608196146718,0,0,0.29855072641169,0.190243202668691,0,0.0926834220283853,0,0,0,0,0,0,0,0,0.200130472986846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279049790950089,0,0,0,0,-0.0157942860733219,0,0,0,-0.019518795080521,0,0
X600176.SH,0,0,0,0,0.228304597237555,0,0,0,0.24055884919583,0,0,0,0,0,0,0,0,0,0,-0.106844728854246,0,0,0,0,0,0,0,0,0,0.0483557593801974,0.019741669484211,0.0345825688667968,0,0,0,0,0,0,0.08964914323697,0.18108473772903,0,0,0,0,0,0,0,0,0.295366960144334,0,0,0.01379350761954,0.00733567832382032,0,0,0,0.0118100945577758,0,0
X601600.SH,0,0,0,0,0,0,0.0742994800680965,0,0,0,0,0,0.115974587373623,0,0,0,0,0,0,0,0,0,0.170549550886316,0.046429062753971,0,0,0,0,0,0,0,0,0,0.17761794698579,0,0,0,0,0.0652141138385286,0,0,0,0,0,0,0,0,0,0.00764791002275988,0,0,0,0,0,0,0,-0.0150597933127886,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0241083134087479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526379117535344,0,0,0,0,0,0,0,0,0.155161079468231,0.176607666215769,0,0,0,0,0,0,-2.16840434497101e-19,-0.00778529651134932,0,0,0,-0.0015144446097244,0,0
X600426.SH,0,0,0,0.25125176252276,0,0,0,0,0,0,0,0,0,0,0,0.038859794270738,0,0,0,-0.0167492958166668,0,0,0.0408390833414845,0,0,0,0,0,0,0,0.109624562891783,0.0788340717212796,0,0,0,0,0,0,0.0912767101009655,0,0,0,0,0,0,0,0,0,-0.0116819976877066,0,0,0,0,0,0,0,-0.00307722752402603,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,-0.0143733199594692,0.225912358575925,0,0,0,0.159347630445496,0.0556062026647099,0,0,0.0649545184488766,0,0,0,0,0,0,0,0,0,0,0.0172280940554695,0,0,0,0,0,0,0,0,0,0,0,0,-0.0715544823576372,0,0,0,0,-0.0165348709227124,0,0,0.0591150087279655,-0.0528062226687804,0,0,0,0.00466644342399596,0,0
