,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600019.SH,X600111.SH,X600011.SH,X600660.SH,X000708.SZ,X600010.SH,X000877.SZ,X002271.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000629.SZ,X601991.SH,X600348.SH,X000408.SZ,X600803.SH,X600027.SH,X000983.SZ,X600096.SH,X000723.SZ,X002080.SZ,X300073.SZ,X600160.SH,X000786.SZ,X600141.SH,X601699.SH,X600219.SH,X600549.SH,X002353.SZ,X600157.SH,X600378.SH,X000933.SZ,X600295.SH,X300037.SZ,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.00421856933128172,0,0,0,0,0,0,0,0,-0.0620676429824867,0,0,0,0,0,0,0.0658456018237354,0,0,0,0,0,0,0,0.0282589906822902,0,0,0,0.168765236324153,0,0,-0.0361091830488941,0,0,0,0,0.139321828959926,0,0,0,0,0,0,0,0,0,-0.000947066696576903,0.0368325853694715,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.272396438963641,0.198932352935866,0.0166160807650647,0,0,0,0,0,0,0.0650432316749522,0,0,0,0,0,0,0,0,0,0,0,0,-0.109169200864306,0,0,0,0,0,0.0686562020004936,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205141504538362,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.0805419265744841,0,0,0.0288693469198482,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0291439277367682,0,0.00993844956297,0,0,0,0,0.00807943892457859,0,0,0,0,0,0.000752358761161564,0,-0.00385504084180422,0,0,0,0.0717625631634979,0,0,0,0,0,0,0,0,0,0,0.00910158397302319,0,0,0.0228553269269711,0,0,0,0,0.0258450582447044,-2.16840434497101e-19,0,0,0,0,0,0
X600309.SH,0,0.0465158141629017,0,0,0.0373190378686646,0,0,0,0,-0.0376098357203832,0.0160104156828504,0,0,0,0,0.0653066355211285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519481696431584,0,0,0.0812883758890275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.493413976929667,0,0,0,0,0,0,0,0,0,0,0,-0.0217409754346075,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.173375497903603,0.0597635244662508,0,-0.0203583449630553,-0.0195804627874211,0,0,0,0.1116866444583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0048847750700939,0,0
X002466.SZ,0,0,0,0,0,0,0.596042958679506,0,0.0580221280580663,0.0186385537096128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165844894509726,-0.0572299430440182,-0.0157961709274841,0.178011826424197,0,0,0,0,0,0.0457285188143733,0,0,0,0.294814830871766,0,0,0,0,0,0,0,0,0,0,0,0.030316446388751,0.0202875735179921,0,0,0,8.67361737988404e-19,0,0
X002460.SZ,0,0,0,0,0,0.211074861476147,0,0,0.0371384728899767,0,0,0,0,0,0,0,0.0445142928629126,0,0.0829026910050117,0,0,0,0,0,0,0,0,0,0,0,0,-0.0331229076451774,0,0,0,0,0.0423946795990095,0,0,0.150217955203529,0,0,0,0,0,0,0.161374608736241,0,0.168953773790353,0,0,0,-0.0622907568138043,0,0,0,0.0488985765368146,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.00384439214767808,0.0186478572340897,0,0,0,0,0,0,0,0.136441505826018,0,0,0,-0.00950818265506763,0,0,0,0,0,0,0,0,0,0,0.0232663912918641,0.106663257811377,0,0,0,0.000281782774308483,0,0,0,0,0.0129589289729698,0,0,0,0,0,0.382665458966119,0,0.0045603652473387,-0.0135715426107756,0,0,0,-0.0122168535705486,0,0
X000792.SZ,0,0,0,0,0.028043949470176,0.220335778158887,0,0,0,0,0,0,0,0.0527399779114485,0,0,0.0934768588953483,0,0,0,0.137944908623581,0,0,0,0,0,1.73472347597681e-18,0,0.0768874343692678,0,0.045186331803667,0,0,0,0,0,0,0,0,0,0,0.195271603412922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379855277063573,0,0
X000301.SZ,0,0,0,-0.117374879540711,0,0.354192907993707,0,0,0,0,0,0,0,0,0,0.17128633378844,0.151485922309702,0,0,0,0,0,0,0,0,0,0,0,0.0586144691709492,0.277449241612543,0,0,-0.0244493598963538,0,0,0.143844537621165,0,0,0,0,0,0,0,0,0,0,0,0,0.00221012405170149,0,0,-0.112427935042791,-0.111209602270639,0,0,0,0.0667237699448939,0,0
X601898.SH,0,0,0,0,0.141759546956505,0,0,0,0,0,0,0,0,0,0,0,0.0805582052244068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309883554255949,0.217442259725115,0,-0.0353208968314727,0,0,0,0,0,0,0,0.080018779654449,0,0,0.0626516027611513,0,0,0,0,0,-0.033597081527482,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.022359554004999,0,0,0,0.0295665342159401,0,0.0113562074525217,0,0,0,0,0,0,0,0,0,0,0.0771337550742248,0,0,0,0,0,0,0,0,0,0,0,0.143999477357641,0,0,0,0,0.108472964278268,0,0,0.10950306341967,0,0,0,0,0.0307146189261567,-0.0229864392653032,0,0,0,0.0410983552180252,0,0
X600111.SH,0,0,0,0,0,0,0.00630098703763486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639616949807727,0,0,0,0,0,0.0531225573859417,0,0,0,2.16840434497101e-19,0,0,0,0.298672786044063,0,0,0,0,0,0,0,0,0,0,0.270094980361663,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0324004763425692,-0.11359323008065,0,0,0,0,0,0,0,0,0,0,0,0,0.0146100954420494,0,0,0,0.0489056967786721,0,0,0,0,0.549246537423495,0,0,0,0,0,0,0.0169916849528713,0,0,0,0,0,0,0,0,0,-0.011630868025728,0,0,0,-0.0756166331181268,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0.0652754373403672,0,0,0,0,0,0.0875417115088921,0,0,0,0,0,0,0,0,0,0,0.0482646451239071,0,0.119367358746676,0,0,0,-0.00526764977091168,-0.0558240755387354,0,0,0.152841804067638,0,0,0,0,0,0,0.0182514199902405,0,0,0,0,0,0,0,-0.0861502463836415,-0.0206056219355896,0,0,0,-0.043789571710942,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.115515780455919,0,0,0,-0.00364667701053168,0,0,0,0,0.0912851362527536,0,0,0,0,0.151610837555804,0.0603037468052264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990489059876023,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0545013213951737,0,0,0.169770111916883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0762078664422402,0,0,-0.000465630032938759,0,0,0,0.0559323226933084,0,0,0,0,0,0,0.234944316800504,0,0,0,0,0,0,0,0,0,-0.0976887254357076,0,0,0,0.100163466156726,0,0
