,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600547.SH,X600019.SH,X000708.SZ,X600011.SH,X002460.SZ,X002271.SZ,X600801.SH,X600886.SH,X601898.SH,X600660.SH,X600010.SH,X601600.SH,X600362.SH,X600489.SH,X600188.SH,X600352.SH,X600688.SH,X601991.SH,X000786.SZ,X600795.SH,X600111.SH,X600027.SH,X002466.SZ,X601992.SH,X600299.SH,X600176.SH,X600126.SH,X600426.SH,X002075.SZ,X600486.SH,X600529.SH,X000723.SZ,X002353.SZ,X601158.SH,X600516.SH,X600315.SH,X600612.SH,X600219.SH,X000401.SZ,X000932.SZ,X000898.SZ,X002409.SZ,X000883.SZ,X000553.SZ,X000301.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0658706370443182,0,0,0,0,0,0,0.116951316286921,0,0,0.0582478014566023,0,0,0,0,0,0,0,0,0.0397821524642066,0,0,0,0,0,0.0272453333480987,0,0,0.0161592864711117,0,0,0,0,0,0,0,0,0.01203048264516,0,0,0.00274000276675815,-0.0118942549384647,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175850136342767,0,0,0.118388481607405,0,0,-0.0208480330543691,0,0,0,0.0194825240181629,0,0.0411922389518935,0,0,0,0,0,0,-0.0198568347645305,0,0.0266266730922814,0,0,0.00432874488089049,-0.00231813068893051,0,0,0,0,0,0
X601088.SH,0,0,0,0.0667795305163274,0.0489884618515436,0,0,0,0.0971113798901526,0,0,0.0991908682095995,0,0,0,0,0,0,0,0,0,-0.0449825788584101,0,0,0,0,0,0.0266243830321137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262281713352121,0,0,0,0,0.00352976948153013,-0.0136460594206165,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.177622649719597,0,0,0,0,0,0.00130338008892866,0.532842512592586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348809880795268,0,0.051090127022268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029933962366734,-0.00382320272765239,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240868197151563,0,0,0.14537073446716,0,0.138605814732842,0,0,0.0236466153794988,0,0.00408380658287143,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102013735153337,0.0133192615694003,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0826992727139882,0,0,0,0,0,0,0,0,0.41431724596723,0,0,0,0,0,0,0,0,0.136698128103953,0,0,0,0,0,0,0,0,0,-0.00685039669017901,0,-0.0170398771804492,0,0.0962011867946226,0,0,0,0,-0.155783486716069,0,0,0,0,0,0.0163135457246333,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0667154006990773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0417445925634418,0,0.111863068048978,0,0,0,0,0,0,0,0,0.156722457107513,0,0,0.0231159082935878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00232455062247538,-0.0171129844263409,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0.0283369464128596,0.161419359145268,0,0,0,0,0,0,0.0351032991687386,0,0,0.0455517134794257,0,0.00252240820814997,0,0,0,0,0,0,0,0,0,0.03739899970953,0.0173627877043908,0,0,0.197683743768095,0,0,0,0,0,0,0,0,0,0,0,0,-0.0498477044135803,-0.00476868048964262,-0.029401876496693,0,0,0,0,0,0
X600011.SH,0,0,0.305979931422491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160019058323616,0.0211560659992626,0,0.148881689556009,0,-0.0214050506338851,0,0,0,0.0231617592114778,0,0,0,0,0,0.0442575202755349,0,0,0,0,0,0,0,0,0,0,-0.0091880156963241,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18217377687809,0,0,0,0,0,0,0,0,0.0576598870300273,0,0,0,0.271370104951157,0,0,0,0.0131039958294935,0,0.0500433369390569,0,0,0,0.0688207257728872,0,0,0.055526980018048,0,0,0,0,0,0.140333449080222,0,0,0,0,-0.00842693154678407,0,0,0,0,0,0,0
