,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X600660.SH,X000708.SZ,X601898.SH,X600547.SH,X601600.SH,X000301.SZ,X600362.SH,X002466.SZ,X000786.SZ,X600111.SH,X600010.SH,X600188.SH,X600426.SH,X600886.SH,X600011.SH,X600176.SH,X601991.SH,X600803.SH,X000027.SZ,X600795.SH,X000408.SZ,X600219.SH,X600352.SH,X600489.SH,X600801.SH,X000932.SZ,X000825.SZ,X000807.SZ,X000898.SZ,X600688.SH,X000959.SZ,X300037.SZ,X002353.SZ,X601699.SH,X600315.SH,X002080.SZ,X600486.SH,X600157.SH,X000830.SZ,X600299.SH,X600027.SH,X002409.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0.0425062178170701,0,0,0,0,0.034193263208656,0,0,0.0941051546482577,0.0171250348965382,0.147003194112613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477025007767258,0,0,0.0183859505513994,0.0635782325366042,0,0,0,0,0,0,0,0,0,0,0,0,0.0139321727920978,0,0,0,0,-0.00171301320295002,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461129294870927,0.0240839828223862,0.0549727473508214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434314798007404,0,0.00647906111570491,0,0,0,0,-0.0960235706250027,0,0,0.148258357916084,0,0,0,0,0.00695575184855065,0,0,0,0,-0.0220582052973806,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154608165357483,0,0.194802056943904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180660609735707,0,0,0,0,0,0,0,0,0,0.0354137263037832,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0347890201443868,0,0,0,0.309345407534374,0,0,0,0.132060195090925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492749769670121,0.011817413106611,0,0,0,0,0,0,0.02865157780682,0,0.176310216848081,0,0.103820931191754,0,0,0.0736360616763308,0,0,0,0,0,0,-0.015032633435677,0,0
X600585.SH,0,0,0,0.0324819546509532,0,0,0,0,0.0149663437612835,0,0,0,0,0,0,0,0,0,0,0.000820161452217574,0,0.0846322337183661,0,0,0,0,-2.71050543121376e-20,0,0.00633248504371715,0.0418448070907931,0,0,0,0.0381168733445421,0,0,0,0,0,0,0,0,0,0,0.0112898204986049,0,0,0.00401936534125898,0,0,0,0,0,0,0,0,-0.00277566355310096,0,0
X600019.SH,0,0,0,0,0,0,0.0830844415730179,0,0,0.0297771571110349,0.0221895440031026,0,0,0,0,0,0,0,0,0,0,0,0,0.00475099674107337,0,0,0,0,0,0,0,0,0,0.128650526608225,0.161854470055505,0.0924093925811384,0.189839294837635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00241469268233855,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.165008935084495,0,0,0,0,0,0.0455007224202498,0.597871720308553,0,0.10618287808789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110481207268888,0.00819337512751005,0,0,0,0,0,0.0735093041660121,0,0,0,0,0,0,0,0,0,0.0182430880785088,0,0
X002271.SZ,0,0,0,0,0,0,0.0646331451712013,0,0,0,0,0,0,0,0,0.0515905559850546,0,0,0,0,0.0481206354313845,0,0,0,0,0,0,0,0.131660072187225,0.0614845763342646,0,0.0383069005456449,0,0,0,0.0059393297311798,0,0,0,0,-0.0410915262744176,0,0.13254288460939,0,0.0903513163624752,0,0,0,0,0,0,-0.101102792099627,0,0,0,0,0.0100661834947077,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,-0.14448156651588,0,0,0,0.141654061785053,0.0255082626008134,0.0257653589301689,0,0,0,0,0,0,0.174508305409682,0,0,-0.0287652843253314,0,0,0,0,0,0,0,0,0,0,0,0,0.252525034151006,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.0198582938854958,0,0,0,-0.0124432364655726,0,0
X000708.SZ,0,0,0,0.07436895121251,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0967388699422191,0,0,-0.0119914123960092,0,0,0,0,0,0,0.108140413674001,0,0,0.235430435434491,0,0,0,0,0,0.149530753788773,0,0,0,0,0.0905929018364307,0,0,0,0,0,0,0,0,0,0,0
