,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600019.SH,X600111.SH,X600011.SH,X600660.SH,X600010.SH,X000708.SZ,X000877.SZ,X002271.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000629.SZ,X600803.SH,X601991.SH,X000408.SZ,X600348.SH,X600027.SH,X000983.SZ,X600096.SH,X000723.SZ,X002080.SZ,X000786.SZ,X600160.SH,X300073.SZ,X601699.SH,X600219.SH,X600141.SH,X002353.SZ,X600157.SH,X000933.SZ,X600378.SH,X600549.SH,X600295.SH,X600801.SH,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.00372476085773198,0,0,0,0,0,0,0,0,-0.0618497015399652,0,0,0,0,0,0,0.0646972121199889,0,0,0,0,0,0,0,0,0,0.0278321820957173,0,0.170156068324563,0,0,-0.0363356466220982,0,0,0,0.139410195947921,0,0,0,0,0,0,0,0,0,0,0,0.0365703435001215,-0.000242186169625681,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.284099405880693,0.18133528440619,0,0,0,0,0,0,0,0.0487717056624665,0,0,0,0,0,0,0,0,0.00552593113445245,0,0,0,-0.11359846332408,0,0,0,0,0,0.043848027891078,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.21160065922626,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-4.33680868994202e-19,0,0
X600028.SH,0.0130489351334924,0,0,0.0315677393298128,0,0,0,0,0.022052929687012,0,0,0,0,0.00926828663258997,0,0,0,0,0,0,0.0322495616846212,0,0,0,0,0,0,0,0,0,0,0,0.053900207773459,0,0,0,0,0,0,0,0.0042506262181951,0,0,0,0.0518747786437729,0,0,0,0,0,0,0.0303349603875241,0,0,0,0,-0.0059307556740315,0,0
X600309.SH,0,0.128290074699932,0,0,0,0,0,0,0.00870441171375788,-0.0108309312098651,0.106941862325516,0,0,0,0,0,0.0340621227525584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6940658945086e-21,0,0,0,0.00638525058778263,0,0,0,0,0,0.0293038164847249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.540485742850481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181510984826083,0.0425546813482864,0,-0.00774471722064981,0,0,0,0.0675356287485146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109512727984763,0,0
X002466.SZ,0,0,0,0,0,0,0.65338322102787,0,0.0655380988448958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209203827382536,0,0,0,0,0,0,0,0,0.0591577490373677,0,0,0,0,0,0.239563094409947,0,0,0,0,0,0,0,0,0,0,0.0229671470180642,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.174233223022821,0,0,0.10401984004645,0,0,0,0,0,0,0.0350844240619493,0,0,0.121701731728795,0,0,0,0,0.12938024383542,0,0,0,0,0,0,0.0132669020076485,-0.035639157412355,0,0,0,0,0,-0.0440442665563321,0.0760496861858263,0,0,0.191584552053904,0,0,0.105612978575669,0,0,0,0,0.146646901989653,0,0,-0.0596039475664132,0,0,0,0.0393742959666715,0,0
X600585.SH,0,0,0,0.0349770892673647,0.00578625967227385,0,0,0,0,-0.00258810981810269,0,0,0,0,0,0,0,0,0.125281461575684,0,0,0,-0.0205541283584182,0,0,0,0.005845493920203,0,0,0,0,0,0,0.0340587735433621,0.109839107394572,0,0.00556879987524143,0,0,0,0,0,0.0163413243500328,0,0,0,0,0,0.392384730093969,0,0,0.00734546413307005,-0.00645370860146768,0,0,0,-0.0148503936751606,0,0
X000792.SZ,0,0,0,0,0.0280508404426859,0.220334985267517,-1.73472347597681e-18,0,0,0,0,0,0,0.0527306018475723,0,0.0934691271398268,0,0,0,0,0.137974947824125,0,0,0,0,0,8.67361737988404e-19,0.0451807694053283,0,0,0.0768867457474798,0,0,0,0,0,0,0,0,0,0.195253585453674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0379867851757872,0,0
X000301.SZ,0,0,0,-0.107874806713678,0,0.340418408319962,0,0,0,0,0,0,0,0,0,0.15681526171266,0.25205141381471,0,0,0,0,0,0,0,0,0,0,0,0,0.272339957440603,0.0496796231453904,0,-0.0869408756516738,0,0,0.109917901966578,-0.0869894909862813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174838207347806,-0.117302097469791,0,0,0,0.0554089873918491,0,0
