,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600111.SH,X000792.SZ,X600019.SH,X002466.SZ,X600011.SH,X600010.SH,X000877.SZ,X600188.SH,X002271.SZ,X600660.SH,X000301.SZ,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X000723.SZ,X600176.SH,X600426.SH,X000408.SZ,X002080.SZ,X000786.SZ,X601991.SH,X600219.SH,X600803.SH,X600795.SH,X002326.SZ,X600027.SH,X300037.SZ,X600399.SH,X300073.SZ,X600688.SH,X600516.SH,X000831.SZ,X600141.SH,X600486.SH,X600157.SH,X000959.SZ,X000825.SZ,X600801.SH,X600352.SH,X600489.SH,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131533216046571,0,0,0.0279888356097369,0,0,0.126074392465651,0,0,0,0,0,0.028156692811138,0,0,0,0,0,0,0,0,0.088318853199541,0,0,0,0,0.00159751576097811,0.010338689069545,0,0,0.0544666418347377,0,0,0,0,0,0,0,-0.0204565277313251,0,0,0,0,0,0,0
X600028.SH,0.132746490057599,0,0,0,0,0,0,0,0,0,0.0175176888258854,0,0,0.0495299503964886,0,0,0,0,0,0.0450327288339612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101025381950628,0,-6.7762635780344e-21,0,0,0,0,0,0,0,0,0,0,-0.0274304144849875,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0932256825528662,0.00299086789037673,0,0,0.368229225027909,0,0,0,0,0,0.0638466965963199,0,0,0.0142346769882768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345280554241486,0,0,0.0278697137615902,0,0,0,0,0.0793049013365568,0,-0.022479821816898,0,0,0,0,0,0,0
X600309.SH,0.0698155543528396,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.0990391993587515,0,0,0.0294253973943874,0,0.0334637027764745,0,0.131421466154043,0,0.0186502864574007,0,0,-0.00658720766991246,0,0,0,0,0.100105095283833,0.0342529447830705,0,0,0,0,-0.000334106964269162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023970952487042,0,0,0,-0.01440893710347,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0.0419788007914909,0.0984853038357786,0.0616534757472047,0.0279234629794836,0,0,0,0,0,0,0,0,0,0.094442610512797,0.00527589730335235,0.00787254614890791,-0.0142530662310521,0.0302383811513987,0,0,0,0,-0.0150837446816162,0,0,0,0,0,0,-0.111673058663036,0,0,0,0,0,0.434289102196628,0,0,0,0,-0.00275737806230487,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.557285091681307,0,0,0,-0.0138672934294143,0,0.360344024287157,0,0,0,0,0,0,0,0,0,0,0.0447772439170143,0,0,0,0,0,0,0,0.0433140052977259,0,0,0,0,0,0,0.10157631969619,0,0,0,-0.0619425759624876,0,0,0,0,0,-0.00497812397875514,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.238528910162948,0,0.272281544270773,0,0,0,0,0.0208539134151178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474856448423846,0,0,0,0.184595004166516,0,0,0,0,0,0.0616519327064157,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.0922194403398027,0,0,0,0.113087368855069,0,0.0861036880509738,0,0,0,0,0.137453872283918,0,0,0,0,0,0,0,0,0,0.398789439340381,0,0,-0.163493267336913,0,0,0,0,0,0,0,0,0,0.049473897299704,0.207103547963971,0,0,0,0,0,0,0.150123120070323,0,0,0,0.00727418883811428,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148869615025513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109994370705128,0,0,0,0,0.108267078776468,0,0.140913041875907,0,0,0,0,-0.0297980447778773,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.443739857801701,0.012150740041427,0.162912081281148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0435462581464737,0,0,0.121959347497815,0,0,0,0,0,0,0,0,0,0,0.200805737898159,0,0,0.0914643127794279,0,0,0,0.0298182144370843,0,0,0,0,0.0969425378638942,0,0.027423224356331,0,0,0,0,0,0,0
X600011.SH,0,0,0.175786005791684,0,0,0,0,0,0,0.0322684563744525,0,0,0,0,0,0,0,0,0,0,-0.0733689461853662,0,0.214063630187714,0,0,0,0,0,-0.0922330458491946,0.0667898704897109,0,0,0,0,0.545223284397304,0,0,0,0.102263117369578,0,0,0.0381319421745523,0,0,0,-0.0361527154857992,0,0,0,0,0,-0.00912278372625399,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.395390579618188,0,0,0,0,0,0,0.0585325506534624,0,0,0,0.0513282212603418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375711877764881,0.0372489442000622,0,0,0,0,0.0400805780360377,0.0660187244005619,0,0,0,0,0,0,0,0,0.0816101762472235,0,0,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00573333648484434,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0251830218159609,0,0,0,0,0,0,0,0.0373616311912174,0,0,0.102197716129891,0,0.405389963623415,0.13927529221623,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.13291332451365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136883368552803,0,0.780338496084224,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152203824454498,0,0,0,0,0.208247269893011,0.057198566453488,0.0575448470801065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,-0.00300218320953776,0,0,0,0,0.113104578657488,0,0,0,0,0,0,0,0,0,-0.00770420216777044,0,-0.0330144411964263,0.793771631209038,0,0,0,0,0,0,0,0,-0.0144203677881147,0.0634727956249351,-0.0625855892538588,0.0132717359077896,-0.0100949507073431,0,0,0,-0.117588906852411,0,0,0,0,0,-0.015610545354413,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.101805812616653,0,-0.211610771894525,0,0,-0.0450320247794586,0,0.163869699805744,0,0.126543331143544,0,0,-0.0157918384141042,0,0,-0.0186644521029063,0,0,0,0,0.0891913016937035,0,-0.0511654855911206,0,0.00626727880992891,0,0,0,0.0219712674070476,0,0.0595854401663114,0,0,0.118300694693482,0,0.0359463649269628,0,0,0,0,0,0,0,0,0,0.0421310918674009,0,0,0,0,0,0
X000301.SZ,0,0,-0.00245910499104009,0,0,0,0.0769867441240094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597442479718221,0,0.136314920178338,0,0,0,0,-0.0770101122322372,0.00515814948473529,0,0,0.16491780195208,0.0166124248552173,0.0175030192670843,0,0,0.330728231172638,0,0,0,0,0,0,0,0,0,-0.0198870668034334,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0182362773829351,0,0.0313145617713963,0,0,0,0,0,0,0,0,0,0.0114063701614715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908967685532621,0,0.0852944046669226,0,0,0,0,0.225180158701135,0,0,0,0.419689062180477,0,-0.013300531829953,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0.0445131123808889,0,0,0,0,0.0642022189341461,0,0.0403378367968979,0.0873850185083176,0,0.0146246844539203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125200121187505,0,0,0,0,0.15412428244858,0,0,0,0,0.0517870545503205,0,0,0,0,0.0488901259995761,0,0,0.0243174338527991,0,0,0,0,0,0
X601898.SH,0,0,0.210791863763313,0,0,0,0,0,0,0,0,0,0,0.364982667150701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00891678887926859,0,0,0,0,0,0,0,0,0,0,0.0371544897725737,0,0,0,0,0.133924523251029,0.0275950736978843,0,0.0305298366418692,0,0,0,0,-0.0525820793524918,-0.0170378069628165,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,-0.00826583732286313,-0.0574289118075924,0,0,0,0,0,0,0,0,0,0,0,0.0247810358423597,0,0,0,0.00784400217016906,0,0,0,0,0,0,0,0,0,0,0,0,0.0176668895861163,0,0,0,-8.67361737988404e-19,0,0,0,1.73472347597681e-18,0,0,0,0.366165725296786,0,0,-0.0120663198881274,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0.0516932103520093,0,0,0,0.0223767780408906,0,0,0,8.67361737988404e-19,0.0285943128554514,0,0,0,0,0.0309492399361461,0,0,0,0.0556817815265588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21580395963234,0,0,0,0,0,0,0,0.046891382653138,0,0,0.0994369259481343,0,-0.0105811373116578,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0.0156466949068421,0,0,0,0.0717766865106111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269885809615017,0,0,0,0,0.0782488721741808,0,0,0,0,0.251144883439329,0,0,0,0,0,0,0,0,0,0,0,0,-0.033272118742431,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0.0103200200613123,0,0,0,0,0.287396077793156,0,0.220019121374079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030428188663209,0,0,0,0.0197548853901595,0,0,0.0751333676823991,0.117113530658595,0,0,0,0,0,0.00898966554756169,0.104217667348683,0,0,0,0,8.67361737988404e-19,-0.0182092086230839,-6.93889390390723e-18,0,0,0,0,0.0724903111608682,0,0,0,0,0,0.0113772986125131,0,0,0,0,0,0
X600426.SH,0,0,0,0,0,0,0.0761345219009634,0,0.140269266297132,0,-0.0572463193024198,0,0,0,0,0,0.188915883913912,0,0,0,0,0,0,0,0,0,0.0527340582900246,0,0,0,0,0,0,0,0,0,0,0,0,0.0164673021904716,0,0,0,0.113895975488044,0,0.0512830211368662,0,0,0,0,0,0,-0.0274790982111372,0,0,0,0,0,0
X000408.SZ,0,0,0,0,0,0,0,0.174045593636379,0,0.321224538409183,0,0,0,0,0,0,0.00108271772786059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471581352403268,0.172736211004541,0,0,0,0,0,0,0,0,0.0373866012359835,0,0,0,0,0,0,0,-0.040084520072779,0,0,0,0,0,0,0
X002080.SZ,0,0,0,0,0,0,0,0,0,0,0.120616799478939,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156943987794402,0,0.0247303492500854,0,0,0,0,0,0,0,0.0141173268637541,0,0,0,0,0,0.0413162299151699,0.456519710042824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.329829843873183,0,0,0,0,0.125733125089065,0,0,0,0,0,0,0,0,0,0,0,0,-0.103104015620308,0,-0.131700189687934,0,-0.0682098793782192,0,0,0,0,-0.0150316833091809,0,0,0,0,0.15860779567143,0,0,0,0,-0.0784565221606192,0.0913717225482198,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0.18541749110831,0,0,0.0195762118809302,0,0,0.0794897204551314,0,0,0,0,0,0.0865693089462747,0,0,0,0,0,0,0,0,0,0.348776192683747,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0527180535723763,-0.0236450769925725,0,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237094799110992,0,0,0,0.0983719904500555,0,0,0,0,0.056278669844115,0,0,0.0283567324400077,0,0,0,0,0,0,0,0,0,0,0,0,0.0584122858564031,0.0443425692606894,0,0.0362472078954123,0,0,0.083188693540208,0.04490034380941,0.109708921845439,0,0,0.045803904502567,0,0,0,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,-0.0321933180691509,0,-0.0378512454131781,0,0.144257869455963,0,0,0.104664539293564,0,0,0,0,0,0,0,0,0.169477785435796,0,0.129001346479809,0,0,0,0,0,0,0,0,0,0,0.0886141314417284,0,0,0,0,0,0,0.00259689584884898,0,0,0,0,0,-0.0100887221665623,-0.0224696199201414,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.0625340602652673,0.00846766532784715,0.000264590391393628,0,0.0141662059796257,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0830450489146219,0,0.195109096946527,0,0,0,0,0.224707859101189,0,0,0,0,0,0,0,0,0,0.0791265420879751,0,0,0,0,0,0,-0.0341033733603186,0,0,0,0,0,0,0
X002326.SZ,0,0,-0.0321275348004558,0,0,0,0.152338541498639,0,0,0.0643353214451108,-0.0357768324071198,0,0,0,0,0,0.318675397528067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0458631366514917,0.134107754270581,0.131935844749654,0,-0.0833949122532305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0.341635948897468,0,0,0,0,0,0,0,0,0,0,0,0.0709811521224244,0,0,-0.0243660829340887,0,-3.46944695195361e-18,0,0,0,0,0.521797101171463,0.0277031538562126,0,0.0151784482423369,0.014077038616555,0,0,0.0903243333609982,0,0,0,0,0,0,0,0,0,0,0,0.00873672978112362,0,0,0,0,0,0,0
X300037.SZ,0,0,0,0,0,0,0,0.0154079346382015,0,0,0,0,0,0,0,0,0.140891315445523,0,0,0,0,0,0,0,0,-0.0773711599392995,0,0.0341787355025324,-0.43158477117027,0,0,0,0,0,0.148699743558656,0,0,0,0,-0.0373812135116988,0,0.067783118983271,0,0,0,0,0,0,0,0,0,0,-0.0986901962052237,0,0,0,0,0,0
X600399.SH,0,0,0,0,0,0.124960530945344,0.0784315594228626,0,0,0,0,0,0,0,0,0,0.153607288360389,-0.0360588456812146,0,0,0,0,0,0,0,0,0.0387289466236846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0284806939168759,0,0,0,0,0,0,0.0710755197944502,-0.172672178775224,0,0,0,0,0,0
X300073.SZ,0,0,0,0,0,0.0671074381305557,0,0,0,0.129958567011161,0,0,0,-0.062727759846023,0,0,0,-0.0375678961487498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249835989545065,0,0.0379942625415451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.134182648298078,0,0.0934766917250678,0.0822610769627915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301873865846897,0,0,0,0,0,0,0,0,0,0,0.162205202608237,0,0.03958782527147,0,0,0,0,0,0,0,0,0,-0.0636842328159734,0,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0,0,0.109636099277401,0,0,0,0.151655293100886,0,0.0055987840468615,0,0,0,0,0.336695534789339,0,0,0,0,0,0,0,0.0480609030802603,0,0,0,0.238282802776875,0,0,0.0836523677586315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000831.SZ,0,0,0,0,0,0.0963520178863481,0.46491385982473,0.0169883804268171,0,0,0,0,0,0.0887446812907274,0,0.0905637472124634,0.0596949018703849,0,0,0,0,0,0,0,0,0,0,0.181136898098346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0620072344464338,0,0,0,0,0,0
X600141.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252257297428524,0,0.444159531954791,0,0,0,0,0,0,0,0,0,0,0.288028550956669,0,0,0,0,0.0575173723563732,0.0153228713628708,0,0.110457140384127,0,0.126075964219394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00194744292135053,0,0,0,-0.227418185009605,0,0
X600486.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13431453671147,0,0,-0.00661894329571128,-0.0460956718324689,0,0,0,0.0453769433998026,0,0,0,-0.0755200522381042,0,0,0,0,-0.0209914596744893,-0.00160063045195736,0,-0.0937421953383715,-0.155621319029071,0,-0.0540610875048508,0,0,0.105872675392608,0,0.00670279740165658,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0512875669549146,0,0,0,0,0,0,0,0,0,0.0478006219198386,0,0.067612904270504,0,0.045199800292923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761428976189124,0,0,0.0461333085595476,0,0.1186103152948,0,0,0,0,-0.0180712765512999,0,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0.0173503772690887,0,0,0,0,0.113860560208191,0,0.090755611232896,0,0,0,0,0,0,0,0,0,0,0,0,0.0405078783519179,0,0,0,0,0,0.0254324841273951,0,0,0,0,0,0,0,0,0,0,0,0,0.427966847084921,0,0,0,0.0193370466280816,0,0.00493494173735371,0,0,0,0,0,0,0
X000825.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366579224582037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316198007825657,0.219440561804489,0,0,0,0,0,0,0,0.0255918675158044,0,0.0487202803400734,0.085827144038247,0,0,0.188489136821562,0,0,0,0,0.0320332978559473,0,-0.0796048171096641,0,0,0,0,0,0,0
X600801.SH,0,0,0,0,0.130562830449261,0,0.214754276617119,0,0.0527555473411251,0,0,0,0.270309570365422,0.0409813724976473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186349876257519,0,0,0,0.246435923421165,0,0,0,0,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.143007955925371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391580858252332,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106565733805081,0,0,0,0,-0.020634095465411,-0.0325210947592059,0,0,0,0,0,0
X600489.SH,0,0,0.0236626657400122,0,0,0,0,0,0,0,-0.00667048163472867,0,0,0,0.0865617675057575,0,0,0,0.0600335555734862,0,0,0,0,0.146162172990939,0,0,0,0,0,0,0,0,0,0.00508729035805994,0,0,0,0,0,0,-0.0287103559273242,-0.023039650399134,0,0,0,0,0,0,0,0.00788862317026563,0,0,0.0096590083016587,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,0,0.0501730389926176,0,0,0,0.110513612138451,0,0.0143260436196677,0,0,0,0.36077882591731,0,0,0,0,0,0.0683402381900424,0,0,0,0,0,0,0.0370287765881141,0,0,0.0905852514191343,0,0,0,0,0,0.0887028588430177,0,0,0,0,0,0,0,0,0,0,0,-0.0428865182043777,0,0,0,0,0,0,0
Change_TY3M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790248219108132,0,0,0,0.057234287619481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0626037554327734,0,0,0,0,-0.0261957183896333,-0.121161139106934,0,0,0,0,0,0
Slope,0,0,0,0,0,0,0,0,0,0.024042290677495,-0.0330059122198569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.132138154788869,0,-0.0848127803270803,0,0,0,0,0,1.23947932261301,0,0,0,0.70069990804295,0,0
TED,0,0,0,0,0,0,0,0,0,0,0.0219267324506953,0,0,0,0,0,0,0,0,0,0,0,0,-0.0322772010080554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584704443662027,0,0,0,0,-0.377309926572496,0,0
RealEstate_excess,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00327609249622392,0,0,0,0,0,0.0123485262301232,0,0,0,0,0,0,-0.0685332533150373,0,0,0,0,0.0598874598108623,0.0135301428231129,0,-0.104753650884986,0,0.0185350731134356,0,0,0,0,0,-0.00817227892668371,0,0,0,0,-0.133361332013598,0,0
