,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600019.SH,X600585.SH,X600011.SH,X601898.SH,X600547.SH,X601600.SH,X600660.SH,X600886.SH,X000792.SZ,X002460.SZ,X002466.SZ,X600111.SH,X600010.SH,X000708.SZ,X600795.SH,X000301.SZ,X600426.SH,X600362.SH,X000877.SZ,X601699.SH,X002271.SZ,X600027.SH,X000983.SZ,X600489.SH,X600803.SH,X601991.SH,X000807.SZ,X600176.SH,X600160.SH,X000786.SZ,X000932.SZ,X000408.SZ,X000630.SZ,X600985.SH,X000933.SZ,X600219.SH,X300037.SZ,X000629.SZ,X600688.SH,X600612.SH,X002409.SZ,X000723.SZ,X002128.SZ,X600157.SH,X601168.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.639773744286075,0.191812860803536,0,0,0,0,0,0,0,0,0,0,0,0.123559015826835,0,0,0,0,0,0,0,0,0,0,-0.12189356100586,0,0,0,0,0,0,0,0,-0.0190415671603743,0,0,0,0,0,0,0,0,0,0.0282056545768098,0,0,0,0,0,0,0,0.00923159640111693,0,0,0,0.0173950602315751,0,0
X600028.SH,0.478069813020796,0,0,0,0,0.0162608236577134,0,0,0,0,0,0,0,0,0,-0.0165075675716558,0,0,0,0,0,0,0,0,0.0832713315590084,0,0,0,0.0757243670228142,0.0520075885135021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012123628663151,0,0,0,0,0,0.00078101001461199,0,0,0,0,0.0622673160548494,0,0
X601088.SH,0.117446821505427,0.0904640092216641,0,0,0.0975954304259153,0,0,0,0.137779949605716,0,0,0,0.03872393300866,0,0,0,0,0,0,0,0,0,0,0,0.0982421111519225,0,0,0,0,0,0,0,0,0,0,0.00970683408838669,0,0,0,0,0,-0.020491996761219,0,0,0,-0.0545756125581614,0,0,0,0,0,0.00579884086873577,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.151869049138087,0,0,0,0,0,0,0,0,0,0.0670139313720585,0.00135679731497551,0.0213910280062658,0,0,0,0,0.125864287209411,0,0,0,0.0241559409946726,0.0573103105503952,0,0,0,0,0,0,0,0,0.186016767154992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361334985598126,0.0131147123189017,0,0,0,0,-0.172299188438457,0,0
X600188.SH,0,0,0,0,0,0.0813176739502509,0,0,0.234699743391433,0,0,0,0,0,0,0,0,0,0,0,0,0.0747961210171555,0,0,0.12829409699023,0,0,0.342567887887239,0,0,0,0,0,0,0,0,0,0,0.0840529274598727,0,0,-0.0964947096834589,0,0,0,0,0,0,0,0,0,0,-0.00279447250832008,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.0942822546422418,0,0.216716856690128,0,0,0,0,0,0.0467012209901846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954342568700001,0.262052244498785,0.379482772596564,0,0,0,0.134829329958238,-0.083644980934319,0,0,-0.147830376821067,-0.0460689292411909,0,0,0,0,0,0.00565738865606844,-0.00397633964322542,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523723656913188,0,0.320738907381408,0,0.164324844554876,-0.0879830411028897,0.0135556562140238,0,0,0,0.0634782219083816,0.0308626007796553,0,0,0,0.0846507946755728,0,0,0,0,0,0,0,0,0.00975515911588678,0,0,0,0,0,0,0.0112756355062044,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.125292420255408,0,0,0,0,0,0,0,0.203889624076727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.395772635327091,0,0,0.0399750593327294,0,0,0.0710518019712016,0,0,0,0,0,0,0,0,0.10603987501177,0,0,0,0,0,0,-0.0766194542786078,0,0.0113095870632809,-0.00555864399469324,-0.010377355791713,0,0,0,0,0,0
X601898.SH,0,0,0.028033358542901,0,0.16779294541456,0.0395365560868783,0,0,0,0,0,0,0,0,0,0.0545060941036969,0,0,0,0,0,0,0,0,0.330266934111971,-8.67361737988404e-19,0,0.00981962111620344,0.0494682842242124,0.120199794895598,0,0,0,0,0,0,0,0,0.0936724404684849,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000676962543004733,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.0972064850032567,0,0,0,0,0,-0.112688607253094,0,0,0,0,0,0,0,0,0,0,-0.0870977616947207,0,0,0,0,0,0,0.420646706520582,0,0,0,0,0,0.0558890187615874,0,-0.0259289470959165,0,-0.00485442395136448,0,0,0,0,0,0,0.0311435845924606,0,0,0,0,0,0.00422711697182938,0,0,0,0,0,0,0
