,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X600309.SH,X600688.SH,X601992.SH,X601600.SH,X600795.SH,X300072.SZ,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X002466.SZ,X600886.SH,X600547.SH,X600027.SH,X000709.SZ,X600157.SH,X600111.SH,X000898.SZ,X000959.SZ,X600339.SH,X002460.SZ,X600489.SH,X601158.SH,X000723.SZ,X600299.SH,X002271.SZ,X000883.SZ,X600176.SH,X600008.SH,X600219.SH,X600352.SH,X000630.SZ,X600808.SH,X000792.SZ,X600578.SH,X000786.SZ,X000408.SZ,X000983.SZ,X000539.SZ,X600583.SH,X002092.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-0.00929061294646483,0,0,0.168455562984731,0,0,0,0,0,0,0,0,0,0,0,0,0.0506767938244505,0,0,-0.0140182859541815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0043312455887745,0,0,0,0,-0.0259706481390434,0,-0.0188926725841907,0.0126530270657434,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0189364494382592,0,0,0,0,0,0,0,0,0,0,0,-0.0185251598252392,0,0,0,-0.135937380607251,0,0,0,0,0,0,-0.0427585430874385,0,0,0,-0.00439925031672216,-0.0156997960302558,0.0258989985171753,0,0.0747194711912041,0.00659778374297298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0863495031467822,0,0,0,0,0
X601088.SH,0,0,0,0.0543053175927658,0,0,0,0,0,0,0,0.00144576538959194,0,0,0,0,0,0,0.0135758004980643,0,0.0401804603902075,0,-0.0295208752013241,0,0,0.00579044443587839,0,0,0,0,0,0,0,0,0,0,-0.00837845849647343,0,0,0,0,0,0,0.00289966189697401,0,0,-0.026175344995927,0,0,0,-0.0100506351454519,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0507520994390749,0,0,0,0.0189640362940261,0,0,0,0,0,0,0,0,0,0.308374116261077,-0.0613838757599059,0,0,0,0,0,0,0.0379211940811079,0,0,0,0,0,0,0.178645539197657,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.00929250161453501,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152121392104381,-0.0830981855279296,-0.174894926734704,0,0.0546242369075043,0.152416958877908,0,0,0,0,0,0.373071690998162,0.0130565361735758,0,0,0,0,0,0,0,0,0,-0.0348952199452881,0,0,0,0,0,0,0,0.113391556285536,0.0298327121868907,0,0,0,0,0.0119217072758382,-0.0587072384863082,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126654230095051,0,0.0225430261052874,0,0,0.297018121295599,0.0212706374065957,0,0,0,0,0.0917654395958832,0.0510245451211503,0,0,0,0,0,0,0,0.0222671071892136,0,0,0,-0.1538669596001,0,0,0.0444112856506504,0,-0.0189006886556246,0,0,0,0,0.00686040828796427,0.038389286721188,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06619713316274,0,0,0,-0.0372680546668324,0,0,0,0.0647290839609216,0,0,0.199453202676268,0,0,0,0,0,0,0,0,0,0,0.0722158808406291,0,0,0.0680756358678819,0,0,-0.0228685520162962,0,0,0.0731911950691582,0,0.0402842081014274,0,0,0,-0.0398474591965542,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00477570280173966,0,0.113526850826886,0,0,0,0,0,0,0,0.124701131851849,0,0,0.0202211988055564,0,0,0,0,0,0,0,0,0,0,0,0.0726580869305126,0,0,0,0,0.106379400686137,0.0166055494988159,0.0330297850074657,0,0,-0.00552991644108621,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,-0.116576656907448,0,0,0.157046411497066,0.162820305882456,0.291170882728584,0,0,0,0,0,0,0.0867982529834417,0,0,0,0,0,0,0,0,0,0,0.0564045047614799,0,0,0.0754132378730262,0,0,0,0,0,0,0,0,0,0.131432469803813,0,0,0,-0.0229837250220711,-0.00809150122257487,0,0,0,0,0,0
X600688.SH,0,0.134024461233883,0,0,0.110826483047575,0,0,0,0,0,0,0.0215050201344189,0,-0.0117323533932034,0.0228991629321836,-0.00205159480676478,-0.0268505346985265,0,0,0,-0.0820830710877689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225505956656782,0,0,0,0,0,0,0,0,0,-0.0512603113206346,0,0,0,0,0,0
