,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600795.SH,X600585.SH,X601600.SH,X601898.SH,X600010.SH,X601991.SH,X600688.SH,X600886.SH,X600362.SH,X600111.SH,X600027.SH,X600188.SH,X600157.SH,X600583.SH,X601992.SH,X600309.SH,X000709.SZ,X600021.SH,X601158.SH,X600352.SH,X000898.SZ,X000539.SZ,X600489.SH,X000792.SZ,X600547.SH,X000629.SZ,X000825.SZ,X600660.SH,X000060.SZ,X600808.SH,X000027.SZ,X002353.SZ,X600307.SH,X000959.SZ,X000630.SZ,X600008.SH,X000831.SZ,X600863.SH,X600549.SH,X600578.SH,X002470.SZ,X000012.SZ,X600219.SH,X600315.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.515406087137686,0,0,0,0,0,0,0,0,0,0,0.0189215155860543,0,0,0,0,0,0,0,0.131635682235841,0,8.67361737988404e-19,0,0,0,0,0,-0.0124672397910867,0,0,0,0,0,0.0345805286605086,0,0,0,0,0,0,-0.0278049406901095,0,0,0,0.0276744126827819,0,0,0,0,0,0.0204971498342178,0,0,0,0,0,0
X600028.SH,0.595595081795608,0,0,0,0,0,0,0,0.113333700112437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00894726929924179,0.00852596176517867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00386061641660652,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.264908396916424,0.0957885815297248,0.150074154650441,0,0,0,0,0,0,0,0,0,0.0794566536253555,0.0495920773851281,0,0,0,0,0,0.0796540740156837,0,0,0.0137731493193019,0.077063691054405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00232571555046329,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0696403902793886,0.245150658932464,0,0,0,0,0.0711309447535219,0,0,0,0.00275702304064575,0,0,0,0,0,0.198194960565269,0.0647687477970704,0,0,0,0,0,0,0,0.0100395570732347,0,0,0,0,0,0,0,0,0,0.160896279381342,0,0,0,0,0,0,0.0055119816995025,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.210529906240423,0,0,0,0,0,0,0,0,0,0,0,0,0.212150637237484,0.0546873533429245,0,0,0.245027519089394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000441520614646612,0.00910623801909707,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.0757676365489694,0,0.041027425103967,0.183585928061218,0,0.0752532591930182,0,0,0.234097238551944,0,0,0,0,0,0,0.025363951374857,0,0,0,0,0,0,0,0,0,0,0,0.0312596839161779,0,0,0,0,0,0,0,0.298039809551573,0,0,0,0,0,0,0,0,0.0185761724775596,0,0,0,0,0,0
X600585.SH,0,0,0.354163924968758,0,0,0,0,0,0,0,0,-0.0243678201618527,0.0867927698490786,0,0,0,0,0,0.0216336166990589,0.0903863258319764,0.12635873057846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253084301210368,-0.0112737199466989,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0975449426484274,0,0.086455690659208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217947686838038,0,0,0,0,0,0.149696773078671,0,0,0.0521453667036721,0,0,0,0,0,0,0,0,0,0,0,0,0.00855499612671678,0,0,0,0.0550531645217941,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0505268055105235,0,0,0.0957239984891397,0,0.0165597741518737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233699729605224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462105145385607,0,0,0,0,0,0
X600010.SH,0,0,0,0.25209621855835,0.0594190898381188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311007246749374,0,0,0,0,0,0,0,0,0,0,0.167854966639628,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0517290504342978,0,0.0363022940409207,0,0.0316330337310339,0.0578649404387239,0,0,0,0,0,0
X601991.SH,0,0,0,0.333075498860806,0,0,0,0.124486652336088,0,0,0,0,0,0,0,0.103243974632796,0,0,0.0302450630649634,0.0771154793269136,0,0,0.218513329307586,0,0,0,0,0,0,0,0.0390088045638538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136465337154166,0,0,0,0,0,0,0
X600688.SH,0.000405344647750938,0.421611931955515,0,0,0.109859629883333,-0.0736091571294585,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144290684074829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013017887217146,0,0,0,0,0,0,0.115568004854725,0,0,0,0.0592187674283626,0,0,0,0,0,0
