,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X002460.SZ,X600011.SH,X000708.SZ,X600660.SH,X601898.SH,X600886.SH,X600010.SH,X002466.SZ,X601600.SH,X600362.SH,X600801.SH,X600188.SH,X000786.SZ,X002271.SZ,X600352.SH,X600795.SH,X601991.SH,X002353.SZ,X600688.SH,X600111.SH,X600176.SH,X601992.SH,X600027.SH,X000723.SZ,X600426.SH,X600583.SH,X600299.SH,X600516.SH,X600489.SH,X000898.SZ,X000553.SZ,X600219.SH,X000932.SZ,X601158.SH,X000792.SZ,X000883.SZ,X000709.SZ,X600612.SH,X600486.SH,X002080.SZ,X000401.SZ,X000630.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0968723340054884,0,0,0.0247714125297624,0,0,0,0,0,0,0,0,0,0,0.254684150448293,0,0,0,0,0,0,0,0,0.00944433758534434,0.125583735512859,0,0,0,0,0,0,0,0,0,0,0.0288938204450983,0,0,0,0,0,0.000660591797916791,0,0,0,0,0,0
X600028.SH,0.101401699690234,0,0,0,0,0,0,0,0,0,0.00731302389898729,0,0,0,0.00195480707787678,0,0,0,0,0.0234866980176423,0,0,0,0,0.0181740067508948,0.316591400164526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00469671259902146,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0771152927752372,0,0,0.00507571663584801,0,0,0.0292269530778697,0.242806063773024,0,0,0,0,0,0,0,0,0,0,0,0.103647918690058,0,0,0,0,0,0,0.0468508954103315,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000880664838246946,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483835280998506,0,0,0,0,0,0,0,-0.0500175839215729,0,0.0328806445165283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342277315287622,0,0,0,0,0,0.0339901169345621,0,0,0,0.0539582062458698,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0675215265586799,0,0.0597988110622557,0.23807673214025,0.051042499480674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166392346266676,0,0,0,0,0,0,0,0,0,0,0.0755010544850197,0,0,0,0,0,-0.00291532052248749,-0.00333825960945594,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0531175133815627,0,0,0,0,0,0,0.0787892358544423,0.056826291278159,0.0962724380552353,0,0,0,0,0,0.0491713363748865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00956298775308643,0,0,0,0,0,0,0.0279791185792244,0.0519501808910048,0,0,0,0,0.0149195560671372,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0336354617868944,0,0,0,0,0,0,0,-0.11009274928998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931586821560265,0,0,0,0,0,0,0,0,0.00725865356508117,0,0,0,0,0,0.00295553944853782,0.0202384781790659,-2.16840434497101e-19,0,0.0378402552647698,0,0.0390901557718646,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119221126932393,0,0,-0.130101630462192,0,-0.0070688895402954,0.304258711575915,0,0,0,0,0,0,0,0,0,0.0894214939348191,0,0.460891317267713,0.121842797760396,0,0,0,0,0,0,0,-0.142618615640178,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0307917365085774,0,0
X600011.SH,0,0,0,0,0,0,0,0.0598137883805854,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0.0330706762613714,0,0,0.209178824400566,0,0,0,0.309275053270267,0.0407650533670075,0,0,0,0,0,0,0.0140844983641721,0,0.108359057516978,0,0,0,0,0,0,0.0670296581390337,-2.16840434497101e-19,0,0,0,0,-0.0129958566394756,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,-0.210614639007435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29944561874236,0,0,0.143952170856848,0,0,0,0,0,0,0.164385365276699,0,0.149387213404615,0,0,0,0,0,0.165493596814917,0,0,0,0,0,0,0,0.0487057868274066,0,0.00944980411849902,0,0,0.0195516809975641,0,0,0,0.0539550842900431,0,0
