,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002271.SZ,X002460.SZ,X000708.SZ,X600660.SH,X600362.SH,X601898.SH,X600547.SH,X000786.SZ,X601600.SH,X600111.SH,X000301.SZ,X600886.SH,X600010.SH,X600188.SH,X600176.SH,X600426.SH,X600011.SH,X002466.SZ,X000932.SZ,X600803.SH,X600801.SH,X000898.SZ,X601991.SH,X600352.SH,X600219.SH,X600795.SH,X600489.SH,X000027.SZ,X600157.SH,X600315.SH,X600688.SH,X000807.SZ,X002080.SZ,X000825.SZ,X601168.SH,X600486.SH,X000723.SZ,X600027.SH,X600516.SH,X600299.SH,X300037.SZ,X002353.SZ,X000630.SZ,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.354554901668733,0,0,0,0,-0.00764365489131623,0,0,-0.0131654471821053,0.0375682246027316,0,0,0,0.00520805453607766,0,0,0,0.0235724109343296,0,0,0,0,0.0105309039557653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495080731345462,0,0,0,0,-1.0842021724855e-19,0,0,0,-0.00226248818839348,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0279816835617252,0,0,0,0,0,0,0.0201491465829174,0,0,0,0,0,0.109721469162726,0,0.0267867137879826,0,0,0,0.121154411976844,-0.0351492271185167,0,0,0,0,0,0,0,0,0.137825258048889,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102612236444003,-0.0152317531135627,0,0,0,0.0030075639693514,0,0
X601088.SH,0,0,0,0,0,0,0,0.0962264176961885,0.0382955885515946,0,0,0,0,0,0,0,0,0,0,0.0936074739178157,0,0,0,0,0,-0.00648127212799914,0.0533184372591333,0,0,0,0,0,0,0.0131235785123152,0,0,0,0.12484644975022,0,0,0,-0.0163300105330667,0,0,0,0,0,0,0,0,0,0.0228836721679538,0,0,0,0,0.0117828414946758,0,0
X600309.SH,0,0,0,0,0,0,0,0.174451400363191,0,0,0.058583083469451,0,0,0.0735405541139143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103426334253787,0,0,0,0,0,0,0,0,0,0,0.193067426304705,0,0,0,0,0,0,0,-0.0347686662620371,0,0,-0.0479252530119761,0,0,0,-0.00424289788091266,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0372623730389667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781871103902458,0,0,0,0,0,0,0,0,0,0,0,0,0.0221401344649233,0,0,0.0539420859679931,0.0116260242467073,0,0,0.0382776804936754,0,0,0,0,0,0,-0.0172323400748674,0,0,0,0,-0.0153285020264405,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0195533507620379,0,0,0,0,0,0,0,0,0.0450090678739309,0,0,0,0.130062621811812,0.260708485794754,0.0203898193933073,0,0.0163485915287719,0,0,0,0,0,0,0,0,0,0.0543944408013345,0,0.268182144750248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057218279065719,0,0
X002271.SZ,0,0,0,0,0,-0.0343385644609322,0,0,0,0.0537413976918949,0,0,0,0,0,0,0,0,0,0,0,0.022771740888755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0167201499301154,0,0.106423460807478,0,0,0,0,0.166725604127209,0,0,0,0,0,-0.0377056897635387,0,0,0,-0.0507982734640143,0,0
X002460.SZ,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0749354415406802,0,0,0.150289834109173,0,0.140204921479038,0.307405139020578,0,0,0,0,0,0,0.437622104041973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0205645014281686,0,0,0,0,0,0,0,0,0,0,-0.011908130394072,0,0,0,-0.00123200035245773,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.00538871514352335,0,0,0,0.30495218773545,0,0,0,0,0,0,0,0,0,0,0,0.13323830542907,0,0,-0.186419213500648,0,0,0,0,0,0,0,0,0,0.0336856474622785,0.0462216471384154,0,0,0,0,0,0,0,0,0,0.100311818057817,-0.199232525532942,0,0,0,-0.0417870540078375,0,0
X600660.SH,0,0,0,0,0,0,0.144510017077156,0.148910038342571,0,0,0.0505116677425938,0,0,0.0473766197289483,0,-0.108872479156264,0,0,0,0,0.0760080447587722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795176495459062,0,0,0.244212981863066,-0.0205639539624276,0,0,0,0.047952417890056,0,0,0,0,0,-0.00778657369279666,0,0,0,-0.0268683957872637,0,0
