,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600547.SH,X600688.SH,X600188.SH,X601600.SH,X600795.SH,X601991.SH,X600111.SH,X600489.SH,X600362.SH,X600157.SH,X600027.SH,X002466.SZ,X600886.SH,X601992.SH,X600623.SH,X000792.SZ,X600299.SH,X600309.SH,X600660.SH,X300072.SZ,X600549.SH,X002075.SZ,X601158.SH,X600583.SH,X000883.SZ,X000723.SZ,X000709.SZ,X600352.SH,X000898.SZ,X002460.SZ,X000983.SZ,X000539.SZ,X002407.SZ,X600176.SH,X000060.SZ,X002470.SZ,X000027.SZ,X000630.SZ,X600612.SH,X000012.SZ,X600021.SH,X600219.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0302863392682988,0.0272270536363317,0,0,0,0.0730854305583745,0,0.0364913728084627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100615338354467,0,-0.0138879913213888,0,0,0,0,0,0,-0.00437456709822001,0,0,0,0,0,0,0,0,0,0,-0.0133202301786453,0.0220829673690476,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,-0.0286518442974395,0.17660971363945,0.00763384101507626,0,0,0,0,0,0,-0.0245402218491822,0,0,0,0,0.00508906644207251,0.0349321616195312,0,0.0646076107841372,0,0,0.0129245136464533,-1.0842021724855e-19,0,0.0480265524494075,0,-0.0385130455551768,0,0,0,0,0,0,-0.00525169137052124,0,0,0,0,0,0,0,0,0,0,0,0.0218815814384538,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,-0.0256732558336331,0,0,0,0,0,0,0,0,0.0530161802071821,0,0,0,0,0.0453126942955692,0,0,0,0,0,0,0,0,0,0,0.015286661533573,0,0.102951187829477,0,0,0.132332732732809,0,0,0,0,0,0,0,0,0,0,0.0200386722099727,0,0,0.00737587839195474,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.166437763758832,0,0,0,0.173556867627815,0,0,0,0.0504313673649443,0,0,0,0,0.0460094637884846,0,0,0.0200550331567061,0,0,0,0,0,0.011721267373457,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0126460428727725,0,0,0.0353592550604336,0.0355725210683028,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0048237767143614,0,0,0.0161233938341055,0,0,0.319386297961669,0,0,0,0,0,0,0,0,0.00588628768841454,0,0,0,0,0.104652958977045,0,0,0,0,0.0765143981086636,0.0402011138336355,0,0,0,8.67361737988404e-19,0,0,0,0.00385680321247183,0,0,0,0,0,0,0,0,-0.00523107063689475,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297405084127525,-0.00212519841659962,0,0,0,0,0,0,0.0630847864940124,0,0,0,0,0,0.0796568733564473,0,0.100715627960157,0,0,0.069253010683925,0,0,0.0498504768429473,0,0,0,-0.0601936104463233,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.00919296493180106,0.100451378625188,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0252787695251903,0,0.0462708274488208,0,0,0,0.107757990652016,0,0,0.0525495707405823,0,0,0,0,1.73472347597681e-18,0.0711363553571453,0.0647746192114788,0,0,0,0.0439678142948224,-0.00902214743397859,0,0,0,0,0.117965878407684,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0329603536192875,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0438045424589871,0,0,0,0,0,0,0,0,0,0,0,0.0553204500778976,0,0,0,0,0.0175017969022641,0.0317966843353808,0,0,0,0,0,0,0,0,0.199902268947621,0,0,0,0.126738721738074,0,0,0,0,0.0698808550844412,0,0,0,-0.0119610190696582,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0.0117607195242285,0,0,0,0,0.489631085114461,0,0,0,0,0,0,0,0,0,0,0,0,0.140821314508604,0,0,0,0,0,0,0,0,0,0,0,0,-0.0571930147709376,0,0,0,0,0,0,0,0.0662467077995657,0,0.0044442743051808,0.0223152737430234,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0.0242589750870239,0,0,0,0,0,0,0,0,0.0358999051040196,0,0,0.0248833395930387,0.0734727803101999,0.226695795940499,0,0,0.153200915615472,0.0401137414193428,0.199468112344983,0,0.0576962836424944,0,-0.0233955571550912,0,0,0,0,0,0,0,0.0232340922503827,0,0.0496957144380038,0,0,0,-3.46944695195361e-18,0.0118993272387605,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118899218948636,0,0.170952423797968,0,0,0,0.0362037080371628,0.0979096893676468,0,0,0,0,0,0,0,0,0.546115209026935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0549072607668966,0,0,0,0,0.147740591950745,0.0375576034482617,0,0.019929726861057,0,0,0,0,0.100266292482909,0.0612978862922897,0,0,0,0,0.0302864756798753,0.0122137457268808,0,0,0,0,0,0,0,0,0,0,0,0,0.305827700159358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.103498951846072,0,0,0,0.014107534913012,0,0,0,0.0211564380700467,0,0,0,0,0,0,0,0,0.0278840633493881,0.0228224728946483,0,0,0,0,-0.00379604884814359,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.0362619943084453,0,0,0.149590703944485,0,0,0.0334396120044698,0,0,0,0,0.0414333938308263,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,-0.00652015394242932,0.0271077410419809,0,0,0,0,0,0,0,0.0183983933301435,0,0,0,0,-0.00255282118667035,0,0.130841659684086,0,0,0.0166374371602314,0,0.0169989656654265,0,0,0,0,0,0,0,0,0.0291704287672213,0,0.00329271737978635,0.0261362730364105,4.33680868994202e-19,0,0.273408493586389,0,0,0,0,0,0,0.00105485436943989,0,0,0,0,0,0,0
