,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600886.SH,X600585.SH,X600660.SH,X600011.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X600111.SH,X000708.SZ,X600803.SH,X600027.SH,X601991.SH,X002460.SZ,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X601699.SH,X002466.SZ,X000786.SZ,X600219.SH,X600176.SH,X002128.SZ,X000807.SZ,X000630.SZ,X600985.SH,X600096.SH,X601168.SH,X000877.SZ,X000933.SZ,X000408.SZ,X000883.SZ,X000027.SZ,X600995.SH,X002353.SZ,X600378.SH,X000932.SZ,X600688.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.118401770566268,0,0,0,0.181908028964761,0,0,0.120541324588482,0,0,0,0.0246190167629277,0,0,0.0557739672608918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0839319847795073,0,0,0,0,0.147369430545417,0,0.0375129569722892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0525379172690529,0,0
X600028.SH,0.324793242075703,0,0.0660601488684569,0,0.0927827418045926,0,0.139500780753134,0,0,0,0,0,0,0,0,-0.0109561598283236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071211353868328,0,0,0,-0.0499202292232788,0,0,0,0,0,0,0,0,0,0.0277175903901144,0,0
X601088.SH,0,0.360637850704717,0,0,0,0.253667394983348,0,0,0,0,0.0404099852408209,0,0.0348930815469338,0,0,0,0,0,0,0,0.079246324243994,0,0,-0.0595236818899876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00800578296097564,0,0,0,-0.0278528604822174,0,0,0,0,0.0296717566035112,0,0,0,0,0.000764224935169939,0,0
X600309.SH,-0.081752874933264,0,0,0,0,-0.0274081107757678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505082937710704,-0.0427011264614341,0,0,0,0,0.221870223856745,0,0,0,0,0,0,0.352235818863656,0,0,0,0,0,0.0728993301586488,0,0,0,0,0,4.33680868994202e-19,0.0960999969732364,0,0,0,0,0,-0.0551507315684926,0.0532306588166928,0,0,-0.0242662144505813,0,0
X601898.SH,0.00169395324350899,0.126081184450224,0.0116654534876169,0,0,0.157289403890178,0,0,0.0905476196951665,0,0,0,0.184229887283446,0,0,0,0,0,0,0,0,0.0822500081358313,0,0,0,0,0,0,0.147218639100844,0,0,0,0,0,0,0,0,0,0.0404758436712125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00253457713361903,0,0
X600188.SH,0,0,0,0,0.12494520095793,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108845116589695,0.364617360587784,0,0,0,0,0,0,0,0.302611050867349,0,0,-0.0184911256890698,0,0,0,0,0,-0.027420146454175,-0.038747142533275,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0.329897327414879,0,0,0.0138602985515076,0,0,0,0,0,0,0,0.0798454206427984,0,0,0.0212194118997931,0,0,0,0.228203446151833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680351190347367,0,0,0,0,-0.0329386201795223,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682332026710422,0.0532988115268139,0,0.10817508472319,0,-0.0164731230316651,0,0,0,0,0.00817577549591067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164269605934131,0.146048486472025,-0.0619061197420901,0,0,0,0,0.0363000467253599,0,0
X600886.SH,0.132088174894527,0,0,0,0,0,0,0,0,0,0,0,0,0.2703068894794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.234774518635915,0,0,0,0,0,0,0,-0.0110408799580437,0,0.116960461941544,0,0,0,0,0,0,0,0,0,0,0.040270312677488,0,0,-0.0260181994422744,0,0
X600585.SH,0,0,0,0.0537464698175029,0,0,0,0,0,0,0,0,0,0,0.143945854601627,0.0138817957290343,0,0,0,0,0,0,0,0,0,-0.0340012086129545,0,0,0,0.171266118555398,0,0,0,0,0,0,0,0.0386863055770733,0,0,0,0,0.0766286837411277,0,0,0,0,0,0,0,0,0.0392977196567021,0,0,0,0,0,0,0
