,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600352.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X600027.SH,X000898.SZ,X600516.SH,X002466.SZ,X600111.SH,X600176.SH,X000709.SZ,X002460.SZ,X000723.SZ,X000990.SZ,X600299.SH,X000786.SZ,X600801.SH,X600219.SH,X002271.SZ,X000629.SZ,X600489.SH,X600808.SH,X601158.SH,X000825.SZ,X600583.SH,X000553.SZ,X600157.SH,X000883.SZ,X002110.SZ,X000630.SZ,X600339.SH,X000539.SZ,X000027.SZ,X600426.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0.0838465548669433,0,0,0,0,0.0703120473146927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389914671076254,0.159458635073869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00676209471527697,0,0.0073354666606257,0,0.0679991789590581,0,0,0,0,-0.000759810143810968,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0317680734540035,0,0,0,0,0,0,0,0,0.046228879368723,0,0,0,0,0,0.0474133432334398,0,0,0,0,6.93889390390723e-18,0,0,-0.0535565555597498,0.0719266361056399,0.0802925032474025,0,0.172516877189523,0.000696726166220052,0,0,0,0,0,0.149026701567552,0,0,0,0,0,0,0,0,0,0.018786988576686,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0260910203766872,0,0.00573565336720191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040573884859085,0,0.04939645026521,0,0,0,0.0794945774639437,0,0,0,0,0,0,0,0,0,0,0,0,0.0738704698563994,0,0,0,0,0,0,0.188323753487975,0,0,0,0,0,0,-0.0064941190624102,0,0
X600585.SH,0,0,0,0,0,0.0836748165251222,0,0,0,0,0,0,0,0,0,-0.000348481180849632,0,0,0,0,0,0,0,0,0,0.00921757906209106,0,0,0,-0.0129973823114769,0,0.00877047240519914,0.536662993625345,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,-0.00639075640952471,0.00878428287397949,0,0,0,0,0,0
X600019.SH,0,0,0.0419075278902755,0,0,0,0,0,0,0.0511064023476147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137650811610554,0.137399818596391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449375295850717,0,0.219062419177489,0,0,0,0,1.73472347597681e-18,0,0.00158094764378509,0.00497219143223582,0,0,0,0,0,0
X600309.SH,0,0,0,0.421451630301844,0,0,0,0,0,0,0,0,0,0,0,0.0868642062360964,0,0,0,0,0,0,0.0455884660976113,0,0,0,0,0,0.114777572171101,0,0,0.0325178957484653,0.0642885187596369,0,0,0,0,0,0,0,0,0,0,0,0,-0.0122976467391524,0,0,0,0.146308649376542,0,-0.0158816684212033,0.0553556171721399,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450764677253517,0,0,0.567480052415672,0,-0.121371521502955,0,0,-0.0245800220370791,0,0,0.0703802261439229,0,0.0215468839195786,0.0911667275720455,0,0,0,0,0,0,0,-0.0572472653880661,0,0,0,0,-0.0839425495292775,0,0,0,0,0,0,0,0.0134707654755779,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304650312309198,0,0,0.12779867929869,0,0,0,0,0.378920158643634,0,0,0,0,-0.018694168904062,0,0,0,0.324709719042733,0.00178938823749156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00662674355113504,-0.00236405371529903,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0877553951347602,0,0,0,0,0,0,0,0,0,0,0,0.905227335870316,0,0,0,0,0,0.024494921204024,0,0,0,0,0.0111550690238142,0,0,-0.0858701486201505,-0.00534791966570249,0,0,0,0,0.0271822450359382,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176148571109411,0,0,0,0,0,0,0.0370459898999423,0.0667727292603036,0,0,0.0519972261503611,0.00225931613894229,0,0,0,0,0.270157606876858,0,0,0,0,0,0,0.00940329082525115,0,0.00470293676097873,0,0,0,0,0,0.0462753782017159,0.147961298061862,0,-0.0130763720105127,-0.00545950779723847,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0811263516384364,0,0,0,0.165442741639173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0886966946633865,0.0433784410512016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601737906986887,0,0.00420552716825118,0,0,0,0,0.112172648087942,0,0,0.00319478248435974,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.132202078670923,0,0.214678375169602,0,0,0,0,0,0,0,0.0665690875037025,0,0,0,0,0,0,0,0,0,0,0,0.0129086189142274,0,0,0,0.0445196447148891,0,0,0,0,0,0,0,0.0307850324194479,0.0541137641493738,0,0,0,0.00318924387990801,0,0,0,0,-0.0044383961857859,0,0,0,0,-0.00697084065395376,0,0
