,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600011.SH,X600019.SH,X600585.SH,X002460.SZ,X002466.SZ,X601898.SH,X600547.SH,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X000877.SZ,X600027.SH,X600795.SH,X002271.SZ,X600362.SH,X600426.SH,X601991.SH,X600803.SH,X600176.SH,X000983.SZ,X601699.SH,X600489.SH,X000807.SZ,X000786.SZ,X000539.SZ,X300037.SZ,X600995.SH,X000408.SZ,X600160.SH,X600219.SH,X000629.SZ,X600612.SH,X002080.SZ,X000932.SZ,X600378.SH,X600688.SH,X002409.SZ,X000723.SZ,X600157.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.518474343263075,0,0,0.0741847446981403,0,0,0,0,0,0.0138563793858473,0,0,0.0603983785414014,0,0,0,0,0,0,0,0,0,0,0,-0.114344596802274,0,0,0.139893694683938,0,0,0,0,0.0225443599144769,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624349811844865,0,0,0,0.00783153820731486,0.0497097037013569,0,0,0,0,0,0
X600028.SH,0.707093431130135,0,0,0,0,0.0241571374715074,0.0574899533367395,0,0,-0.0631058141748009,0,0.019891876109517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137861420596955,-0.149871631061869,0,-0.0220850157956861,0,0,0,0,0,0,0,0,0,0,-0.011101637795429,0,0,0,0,0.00599726631499081,0.0181678161688565,0,0,0,0,0,0
X601088.SH,0.0889845613403897,0,0,0,0.191439578273715,0,0,0,0,-0.0423117599370036,0.187819452801432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556279835783779,0,0,0,0,0,0.0367983086730535,0,0,0,0,0,0,-0.0135388018833951,0.0070513234043703,0,0,0.0428763877097613,0,0,0,0,0,0.0290777401029505,0.029982874225149,-0.0229056674727578,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.134295843948206,0,0,0,0,0,-0.0503546208948117,0,0,0,0,0,0,0,0,0,-0.0321148317405336,0,0,0,0.202304811404473,0,0,0,0,0,0,0.0484447963258004,0,0,0,0,0,0.0282665156978781,0,0,0,0.0396422308085854,0,0,0,0,0,0,0,0,0.00340142463257982,-0.0190603912747644,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0459082473153285,0,0,0.0889068158456116,0.349178415389172,-0.0149102080805109,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0.147819899055214,0.100908391839396,0,0.130411377687997,0,-0.0651144424045901,0,0,0,0,0,0,0,0,0,0,0,0,0.0837072753230357,0,0,0,-0.042149780251476,-0.0508038572895634,0,0,0,0,0,0
X600011.SH,0.0637555954468781,0,0,0,0,0,0,0,0,0,-0.0983193429220096,0,0,0,0,0,0,0,0,0,0,0.37050041684757,0.174839119920183,0,0,0,0.298837723682371,0,0,0,0,0,0,0,0,0,0.00286063572954762,0,0,0,0,0,0.0560058282185917,0,0,0,0,0,0,0,0,0.0392321783909283,0,0,0,0,0,0,0
X600019.SH,0,0.0436826409270222,0,0,0.0741909322545931,0,0,0.0645536687843735,0,0,0,0.0290995126095832,0,0.175354196124233,0,0,0,0,0,0,0,0,0,0,0,0.0601106799121518,0,0,0,0,0,0,0.0411445942562951,0,0,-0.0785917162900142,0,0,0,0,0,-0.0695532966001646,0,0,0,0,0,0,0,0,0,0.0315455148388198,0.0498843560423555,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.090990975252622,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0808211915766889,0,0,0,0.0138084295979723,0,0,0,0.0578508091161337,0,0.0308097529458346,0.0122768222920987,0.221760417225022,0,1.73472347597681e-18,0,0,0,0.0673533818314104,0.0491577092808163,0,0,0,0,0,0,0.0485652679798211,0,0,0,-0.0247099590571291,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.428718963947284,0,-0.0834711434729025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278177158930687,0,0,0,0,0,0.187169648378766,0,0,0,0,0,-0.00121990105444148,0,0,0,0,0.0253871982762482,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.39929875437539,0,0.155338101848376,0,0.210415270189952,0,0,0,0,0,0,0.0804653615506709,0,0,0,0,0,0,0,0,0,0.0623147074123718,0.0895531932735739,0,0,0,0,0,0,0,0,0,0.0772388360455099,0,0.0739563158716768,0,0,0,0.0369589151078516,0,0,0.138542796348364,0,0.0401934692371512,0,0,0,0,0,0,0
X601898.SH,0.0383854449462615,0.0878226494178254,0,0,0.306671458821947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146168051425109,0,0,0,0,0,-0.00439594043222757,0,0.0538486802264893,0,-0.116138251281592,0,0,0,0,0,0,0,0,0,0,0,0.0654556349161408,0,0,0,0,0.0368834687560824,0,0,0,0,0,0
X600547.SH,0.0205592760617549,0,0,0,0,0,0,0,-0.0295911813490178,0,0,0,0,0,0,0,0,0,0.0551948903150066,0,0,0,0,0,0,0,0,0.00482282724577946,0,0,0,0.618569750881617,0,0,0.0330873400686241,0,0,0,0,0,0,0.0301356270901233,0,0,0,0,0,0,-0.131139511038578,0,0,0,-0.0201617929500294,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.182633019390253,0,0,0,0.174388421211925,0.178472273669838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00197660086002909,0,0,0,0,0,0,0.0723136682964527,0,0.102179989135744,0,0,1.73472347597681e-18,0.0126751123887911,0.0314861026646039,0,0,0,0,0,0,0,0,0.00801915852685807,0,0,0,0,0,0,0
X601600.SH,0.112049860837171,0,0,0,0,0,0.0973115838118177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208812391737601,0,0,0,0,0,0,0,0,0,0,0.227047908115509,0.479304722580142,0.0341913440704718,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025699595357983,0,0,0,0,0.0204451624532977,0,0,0,0,0,0
X600660.SH,0,0,0,0,8.67361737988404e-19,0,0,0,0.0422492932724406,0,0,0,0,0,0,0,0,0,0,0.00613386849924844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182430839253386,0.0332310970018964,0,0,0,0,0,0,0,0,0,-0.00325609131847473,0,0,0.143869800447729,0,0.00845373870106593,-0.0366960855476581,0,0,0,0,0,0
X600886.SH,0.0217152742176405,0,0,0,0,0.0712271063708689,0,0,0,0,0,0,0,-0.0765513432357647,0,0,0,0,0,0,0,0.148273793974297,0,0,0,0,0.19335557353562,0.0647289682383036,0.0774657694032796,0.214363252094006,0,0,-0.00857572258503831,0.0176336609692317,0,0,0,0,0,0,-0.128680286793602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422077966047797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10207928484254,0,0,0,0,0,0,0.123053274710442,0,0,0,0.152064338239948,0.0127522656984586,0.000944610860375898,0.0606630491641792,0,0,0,0,0,0.16250121414874,0,0.0393565158229743,-0.0145753304957263,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0367114430946357,0,0,0.0179458317211721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0927989505773713,0,0,0,0,0,0,0,0,0.0047662561299421,0,0,0,0.0358629379198897,0,0,0,0.0762623147679635,0,0,0,0.00581767887367694,0,0,0,0,0.00371895315364843,0,0,0,0,0,0,0
X000708.SZ,0,0,0.112846010826974,0,0.108515330722101,0,0,0,0,0,0.204969187434849,0,0,0,0,0,0,0,0,0,0,0,0,0.129251145225424,0,0,0,0.016650592403409,0,0.134280286359254,0,0,0.0501181385412889,0,0,0,0,0,0,0,0,0,0.180932668494572,0,0,0,0.0332052975414878,0,0,0,0,0.0760541325400413,-0.107244864692422,0,0,0,0,0,0
X000301.SZ,0,-0.105164623290957,0,0,0.0221238150399271,0,0,0,0,0,0,0,0,0,0,0.00361173126154591,0,0,0,0,0,0,0,0.0405170501197469,0,0,0,0,0,0.240919637551899,0,0.061685192860936,0,0,-0.0253692389014898,0,0,0,0,0,0,0,0.0955594737870629,0,0.0286626874400622,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179582475104818,0,0.089955437978657,0,0.095687256253812,0,0.316251994487807,0,0,0,0,0,0,0.0176990620719869,0,0,0,0,0.029832159827683,0,0,0,0,0,0
X600027.SH,0.166678802052023,0,0,0,0,0.223541725655022,0,0,0,-0.140634030812577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150958560131309,0.0470853948204506,0,0,0,0,0,0,0,0.489623589745376,-0.102560130060885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0875597788529417,0.331552443429764,0,0,0,0,0,0,0,0,0,0,0,0,0.0634468658090221,0,0,0,0,0,0,0,0.211491455846808,0.0544625412724089,0,0,0,0,0,0,0,0,0.0515120717014678,0,0.0234961676229034,0,0,-0.0900374353322618,0,0,0,0,-0.0766959533304387,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0912547720609235,0,0,0,0.217867698239991,0,0,0,0.0300861428407719,-3.46944695195361e-18,0,0,0.422959622030303,-0.0668817424236854,0,0,0,0,0,0,0,0,0,-0.00398755231536344,0,0,0,0,0,0,0.0374040392767606,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0.0589039241857436,0,0.184553851723523,0,0,0,0,0,0,0,-0.00739660261588216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00577450228446681,0,0,0,0,0,0,0,0,0,0.0431450331875718,-1.73472347597681e-18,0,0,0,0,0,0
X600426.SH,0,0,0,0.210375681991181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0687850600517432,0,0,0,0,0.055053743532094,0,0,0,0,-0.0155197526247266,0,0,0,0,0,0.113085589933929,0,0,0,0,0,0,0,0.182076357567111,-0.0352769757440982,0,0,0,0,0,0,0
