,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X002460.SZ,X002271.SZ,X000708.SZ,X600660.SH,X601898.SH,X600362.SH,X600547.SH,X601600.SH,X600010.SH,X600111.SH,X600188.SH,X000786.SZ,X002466.SZ,X000301.SZ,X600886.SH,X600011.SH,X600426.SH,X600176.SH,X000932.SZ,X600219.SH,X000898.SZ,X601991.SH,X600801.SH,X600803.SH,X000807.SZ,X600489.SH,X600795.SH,X600352.SH,X000825.SZ,X000027.SZ,X600688.SH,X600157.SH,X600315.SH,X601168.SH,X600516.SH,X000723.SZ,X600808.SH,X002353.SZ,X002080.SZ,X000630.SZ,X600027.SH,X601699.SH,X600486.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.270319500363937,0,0,0,0,0,0,0,0,0,0,0,0.07582410332567,0,0,0,0,0.00649593420169214,0,0,0,0.0172613301105901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068688924728102,0,0,0,0,0,0,0,0,0,0,0,0,-0.00275812628615196,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.059726773148602,0,0,0,0,0.0492343999255994,0.0067386833466141,0,0,0,0,0,0,0,0.151970368209909,0,0,0,0.0108103557691614,-0.0323669807323967,0,0,0.169030891835708,0,0,0,0.0715344516338289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00488715079496243,8.67361737988404e-19,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0301348933379287,0,0,0,0,0,0,0,0,0,0.104558556176374,0,0.131358074373177,0,0,0,0,0,0,0,0,0,0,0,0.035480226375142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0812481850882704,0,0,-0.0013523947511533,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.193622422403717,0,0,0,0,0.0560927869784199,0,0,0,0.0126787954625647,0,0.0618956489446855,0,0,0,0,0,0.00595828832797188,0,0,0,0,0,0,0,0,0,0,0.0747328944883943,-0.020635372563141,0,0,0,0,0,0,0,0,0,0,0,0,0.0663661142562838,0,0,0,-0.0636818530698532,0,0,0,-0.00839399571245984,0,0
X600585.SH,0,0,0,0.00549118974119256,0,0,0,0,0,0,0,0,0,0.0480199072315552,0,0,0,0,0,0,0,0,0,0,0.0762696099244798,0,0,0,0.0336029103050856,0,0,0,0,0,0,0,0,0,0,0,0.0252460894503662,0,0,0,0,0,0,0,0.0308590083467961,0,0,0,-0.0212906190642813,0,0,0,-0.0120285209422865,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015084167546902,0,0.0992969636083694,0,0,0,0,0,0.254877625597632,0,0.0202434091275112,0,0,0,-8.67361737988404e-19,0,0,0,0.258594918359937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123212173686487,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.020452461921051,0,0,0,0.0234985520799528,0,0.105699265203284,0.473967659021706,0.191673813264753,0,0,0,0,0,0,0,0,0,0.103086058237466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208362386265065,0,0,0,0,0,0,0,-0.0118625797166139,0,0
X002271.SZ,0,0,0,0.0354407862726826,0,-0.146755566850804,0,0,0,0.0499376556341107,0,0,0,0,0,0,0,0,0,0,0,0,0.0977823485157099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0252245805920876,0,0,0,0,0,0,0,0.0567915853613269,0,0,-0.0187695935079535,-0.0191068966558444,0,0,0,-0.050540862819488,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,-0.127945648266419,0,0,0,0,0.170898866051867,0,0,0,0,0,0,0,0,0,-0.0594687676383219,0.159975443910089,0,0,0,0,-0.150179008314746,0,0,0,0,0,0,0.0648955886910351,0,0,0.108040882242745,0,0.107223220058056,0.156993940400716,0,0,0,0,0,0,0,-0.0938706766607517,0,0,0,-0.0595031704787113,0,0
X600660.SH,0,0,0,0,0,0,0.122455202580106,0,0,0,-0.152492861305739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00679463465027964,-0.0597320459087864,0,0,0,0,0,0,0,0,0,0,0,0,0.20131269420286,0,0,0,-0.0511218029377839,0,0,0,-0.0251738207025206,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130835258129999,0,0,0.169367383787392,0,0.0498473767456176,0,0,0,0,0,0,0,0,0,0,0,0,0.0564684946706858,0,0,0.0861997032796342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149444529705257,0,0,0,0.00181109403336898,0,0
X600362.SH,0,0,0,0,0,0,0.0547334541170236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502491670448084,0,0,0,0,0,0,0,0,0,0,0,-0.0182846005314343,0,0,0,0.438384653969232,0,0,0,0,0,0.419429781325461,0,0,0,0,0,-0.0321044009979322,0,0,0,0,-0.0342598991091018,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0.092260972343902,0,0,0.11226847091049,0.0457700311058074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897518538019358,0,0,0.0254772407180211,0.136033549867346,0,0,0,0,0,0.00800190190574037,0,0,0.0100524209995061,0,0,0,0,0,0,0.00174645556390768,0,0,0,0,-0.00464858856248954,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.0285638905244482,0,0,0,0.0627676354659316,0,0,0.0135419473282278,0,0,0,0,0,0.045410931210783,0,0,0,0,0,0.300064658339495,0,0,0,0,0,0,0,0,0.0855477535579593,0,0,0,0,0,0.0337877883564594,0,0,0,0,0,0,0,0,0,0,-0.0209717711440611,0,0
X600010.SH,0,0,0,0,0,0,0.0489810324011926,0,0,0,0.0989227519709947,0,0,0,0,0.0634973842296217,0,0,0,0,0,0,0,0,0,0,0.0470787485466002,0,0,0,0,0,0,0,0,0.0377613865511738,0,0,0,0.120249843332381,0,0.0185222528430845,0,0,0,0,0,0,0.0176535184330542,0.100550486490068,0,-0.0209598863127746,0,0,0,0,0,0,0
X600111.SH,0,0,0,0.275516606940896,0,0,0.0796394627003437,0,0.121182035649285,0,0,0,0,0,0.538857910423162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00649607603758134,0,0,0,0,0,0,0,-0.0780424391920869,0,0.103507407865269,0,0,0,0,0,0,0,0,0,0,0,0.0123022007321798,0,0,0,-0.0434942916484223,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,-0.334301318074224,0.236906933912937,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043751575420419,0,0,0,0,0,0.0324193986503725,0,0,0,0,-0.126942753415133,0,0,0,0.273596504103951,0.0912110179150606,0,0,0,0,0,0,0.196739314474677,0,0,0,-0.0307658920589468,0,0,0,0,0.0110728881496071,0,0
X000786.SZ,0,0,0,0.0486943215454583,0,0,0.0283007169407471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125170930656047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0584538009276848,0,0,0,0.13481379952643,0,0,0,-0.0616762781616146,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.434495289738723,0,0,0,0,0,0,0,0,0.189958827369126,-0.1928659485259,0,0,0,0,0,0,0,0,0,0,0,0,0.0591175230882681,0.0632916741275131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644101342039239,0,0,0,0,-0.0216426887767315,0,0
X000301.SZ,0,0,0,0,0,0,0.154387841066575,0,0,0.043447554179733,0,0.0499189930216479,0,0,0.00129934839908719,0,0,0,0,0,0,0,0.0646476432018112,0.151361749213113,0,0,0,0,0,0.0761381324770985,0,0,0,0,0,0,0,0,0,0.114188402271049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161981885851867,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.0339750054074031,0,0,0,0.00997442665543845,0.0240705210340192,0.0602920214418702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143977197643777,0,0,0,0,0.0961751519496604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211907409052388,0,0,0,-0.005362502521224,0,0
