,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X002460.SZ,X600160.SH,X600489.SH,X600803.SH,X000708.SZ,X000301.SZ,X000807.SZ,X002466.SZ,X000786.SZ,X600027.SH,X601991.SH,X000408.SZ,X600219.SH,X600176.SH,X600426.SH,X000983.SZ,X002128.SZ,X000630.SZ,X601168.SH,X000933.SZ,X601699.SH,X600378.SH,X600096.SH,X002353.SZ,X000877.SZ,X600985.SH,X600157.SH,X600299.SH,X600995.SH,X600352.SH,X600688.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.12166664171201,0.503244717767975,0,0,0.0588565808454628,0,0,0.00193259659486911,0,0,0,0,0,0.0383339393112249,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034747714797527,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00570606404570534,0,0,0,0.0204774622722588,0,0
X601088.SH,0,0,0,0,0,0.467692176254465,0.0262347405029062,0,2.16840434497101e-19,0,0.0461279222423493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161403065765978,0,0.0295017979184237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284640883633757,-0.0103760997468284,0,0,0,0.0065040659292212,0,0
X600028.SH,0.17657490810319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00768384865531898,0,0,0.0396136765642654,0,0,-0.0144705416966065,0,0.00334179416763969,0,0,0,0,0,0,0.240282558946952,0,0,0,0,0,0,0,0,0,0,0,0,0.0216171556384646,-0.0108906321569869,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376489857381296,0.16815336287702,0,0,0.103213857949035,0,0,0,0,0,0.0596492872399714,0,0,0,0.150271732691638,0,0,0,0,0,0,0,0,0,0.0440055379196027,0,0.00654413088441424,0,0,0,0,0,-0.0548128838496207,2.16840434497101e-19,0.00134110560111409,0,0,0,-0.0250428894467433,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.137143266406306,0,0,0,-0.0971819689929237,0,0.0804504069561658,0,-0.0248730622283598,0.257187653744383,0,0.00612277158605505,0,0.0485086710496213,0,0,-0.118922910743293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157880429776183,0,0,0,0,0,0,0,0,0,-0.00747825524653166,0.0115656784066177,0,0.0790637142985153,0,4.33680868994202e-19,0,0
X601898.SH,0,0.515030022181199,0,0,0,0,0.0972018650858383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196424912892747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130848656387648,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208574020934383,0,0,0,0,0,0,0
X600019.SH,0,0.0206671241777483,0,0,0,0.187128607546219,0,0,0.209635126817183,0,0,0,0,0,0,0,0,0,0,0,0,0.091086715408956,0,0,0,0,0,0.0453733352289083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860110631571538,0,0,0,0,0,0,0,0,0.00684821801692717,0,0,0,0,-0.0248494520430412,0,0
X600188.SH,0,0,0,0,0,0.047714759445406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897973954819728,0.125598100662046,0,0,0,0.0610460282592592,0.0742172002138174,0,0,0.0669140507299589,0,0.0860090226898063,0,0,0,0,0.0203489015894004,0.061596142829006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587044632623176,0,-0.232131617319477,0,0,0,0,0.332201080976394,0,0.0125583731577915,0,0,0,0.142866415491063,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056128849366344,0.0362718825151067,0,0,0,0,0,-5.42101086242752e-20,-0.00325693874417911,0,0.102311041785351,0,0,0,0
X600585.SH,0,0,0,0,0.112382646749862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485522439102111,0,0,0,0,0,0,0.0873346392253781,0,0,0,0,0,0,0,0,0,0,-0.0671748707741274,0,0,0,0,0.350519036838363,0.115444947645637,-0.0104940752278412,0,0,0,0,0,0,-0.0171557307731455,0.0261714249378037,0,0,0,0.0149777057015176,0,0
X600886.SH,0,0,0,0,0.165140413867325,0,0,0,0.00833901274031324,0,0,0,0,0,-0.128666115265515,0,0.425121542309684,0,0,0,0,0,0,0,0,-0.0627892129166028,0,0,0,0,0,0,0,0,0,0,0,-0.0216548801304083,0,0,0,0,0,0,0,0.109548171406262,0,0,0,0,0,0.0219926344462414,-0.00663735867303919,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.00301579079411996,0,0,0,0,0,0.0021272508150296,0,0,0,0,0,0.565599094361117,0,0,0,0,0.0897473535322277,0,0,0,0,0,0,0,0,-0.0592376744811825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00593098169890993,0,0.00100200544537493,0,0,0,-0.0125839802507206,0,0
