,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X600019.SH,X002466.SZ,X000792.SZ,X600010.SH,X600011.SH,X600188.SH,X600660.SH,X000877.SZ,X002271.SZ,X000301.SZ,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X002080.SZ,X000408.SZ,X600803.SH,X600219.SH,X002326.SZ,X000786.SZ,X600795.SH,X601991.SH,X300073.SZ,X300037.SZ,X000831.SZ,X600516.SH,X000959.SZ,X600688.SH,X600027.SH,X600399.SH,X000825.SZ,X600096.SH,X600141.SH,X600801.SH,X600352.SH,X600157.SH,X600486.SH,X600489.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.12353262957212,0,0,0,0.000823612948193988,0,0,0,0,0,0,0,0,0.170545326223951,0,0,0,0,0,0,0,0,0,0,0.0279678295336928,0,0,0.0255911286743864,0,0,0,0.180447948881243,0,0,0,0,0,0,0,-0.0192101308397848,0,0,0,0,-0.0249724945714737,0,0
X600028.SH,0.137226609726879,0,0,0,0,0,0,0,0,0,0,0,0.0422770736312574,0,0,0,0,0,0,0.0404626263012765,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0899992463348309,0,0,0,0,0,0.0732514164079171,0.00524008039279301,0,0,0,0,0.0504197736927131,0,0.0330673732490221,0,0,0,-0.0217657734585403,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0.0744662164352257,0.0576161635179045,0.286645423196329,0,0,0,0,0,0,0.384833483442797,0,0,0,0,0,0,0,-0.00469144194682913,0,0.0474006826829794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0.018122941939149,0,0,0,0,0,0,0,0.0412637608857041,0,0,0,0,0,0,0,0.227588308427756,0.122066374696514,0,0,0,-0.0690995646654349,0.0885785352987679,0,0,0,0,0,-0.0322049875254589,0,0,-0.0411821513265896,0,0,0.00474604425998611,-0.0752294305459113,0,0,0,0,0,0,0,0.0323839650603324,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.531864544261454,0,0,-0.00580445766714219,-0.0683616690488022,0.25726757460249,-0.0133739530782707,0,0,0,0,0.0491173563534145,0,0,0,0,0,-0.0132694627156049,0,0.155899754224995,0,0,0,0,0,0,0.0188132453693244,0,0,0,0,0,0,0,0,0,0.0777463504934899,0,0,0,0,0,0,-0.00465719652378893,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0175397267958134,0,0.0356433684936674,0,0,0,0,0,0,0,0,0,0,0.0178759054108321,-0.0997062078688574,0.0059445939205493,0,0,-0.0248829607460337,0.0531684151895139,0,0,0,0,-0.100070365130565,0,0,0,0,0,0,0,-0.0192104858606405,0.624359495463699,0,0,0,0,0,0,0.0107247764466024,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.22286763070007,0,0.332489850254805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107287996665557,0,0.11371871116095,0,0,0,0,0.1830455151116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0256438710994982,0,0,0,0,0,0.0665023466720066,0,0.01751809944453,0,0,0,0,0,0,0,0,0,0.125912316857218,0,0,0,0,0,0,0,0,0,0,0,0,0.0307204885673873,0,0,0,0,0.0946161083835969,0,0,0.248189004863511,0,0,0,0,0,0,-0.00687411303799048,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0.380787365431349,0,0,0,0,0.116833419836205,0.0833849444471756,0,0,0,0,0,0,0,0,0,0,0.11240400828425,0,0,0.0217336700008688,0,0,0.135569297278693,0,0,0,0,0,0,0.0844974488354432,0.0153884590811062,0.116320868429931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01026632349642,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.196465869314573,0,0,0,0.164827502767077,0,0.134074857150754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324589738215223,0.16369860856647,0.124245280143096,0,0,0,0,0,0,0,0,0,0.0948453116798375,0,0.126208217159354,0.0899305386407038,0,-0.204361681784583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.339068042549761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213570494311841,0,0,0,0,0,0,0,0,0,0,0,0.0569584911857374,0.0786868911128308,0.0304890181640005,0,0.128115541656958,0,0,0,0.0358733250350127,0,0,0,0,0,0,0,0.0350022682596817,0,0,0,0,0,0
X600011.SH,0,0,0.0450452203151556,0,0,0,0.000278843351927761,0,0,0,0,0,0,0,0,0,0,-0.108889596737857,0,0,0,0,0,0,0,0,0.0198957737480081,0,0,-0.0270663546040522,0,-0.0402964825887155,0,0.0675253163738128,0,0.078405021249638,0,0,0,0,0.594370549286645,0,0,0,0.0883816779735896,0,0,0,0,0,0,-0.0116360374196963,0,0,0,0,0,0,0
X600188.SH,0.158189184604249,0,0.603802397522269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301577840382118,0,0,0,0,0,0,0,0,0.137440523239424,0,0,0.00457540099159139,0,0,0,0,0,0,0,0.0383295320637549,0,0,0,0.0823878128736552,0,0.126940515387822,0,0,0,0,0,0,0.00288683665402548,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,-0.164669611757626,0,0,0,-0.00781970661230436,0,-0.0438646595149008,0.0555140585905783,0.0664420794845354,0,0,0,-0.101950513908435,0,-0.119276816713687,0,0,0,0,0.125370290533188,0,0,0,0,0,0,0,0.0210146769679047,0.126917803888511,0,0,0.0289847182081464,0,0,0,0,0,0,0,0,0,0,0,0,0.057544852050037,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0.108607746136693,0,0,0.0948128939319405,0,0,0,0,0,0,0,0,0.0459071384444162,0,0,0,0,0,0.0086803471365873,0,0,0,0,0,0,0,0,0,0,0,0.014323865564797,0,0,0,0,0,0,0.001797710168103,0.291295043670336,0.101650635983984,0,0,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0044850935205345,0.0903667684272099,0,0,0,0,0,0,0,0,-0.00560426051813685,0,0,0,0,0,0,0,0,0.669878713699123,0,0,-0.0259019912957055,0,0,-0.0425661376646157,0,0,0,0,-0.0540843685845787,-0.039117903930272,1.73472347597681e-18,0,0,0,0,0,0,-0.011444671751674,0,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,3.46944695195361e-18,0,0.133731460805928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019510530884956,0,0,0,0.103508435853629,0,0,0,0,0,0,-0.019419649078437,0,0.00812425945085232,0,0,0,0.252386273206871,0.228894614653113,0,0,0,0,0,0,1.73472347597681e-18,-0.0240981473605935,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.0541149080633296,0,0.067889709719914,0,0.190550144538605,0,0.214636311884348,0,0,0,0,0,0,0,0,0,0.0372451812621403,0,0,0,0,0,0,0,0,0,0,0,0.0349500075075371,0.00575957155823961,0,0,0,0,0.306455352385362,0.0221450299349192,0,0,0,0,0,0,0,-0.0106049259015427,0,0,0,0,0,0,0
X000708.SZ,0,0,0.0127020861180651,0,0,0,0,0.161358693583914,0,0,0.0315940316206991,0,0,0,0,0.0575102598145124,0,0,0,0,0,0,0,0,0.0411185599784076,0,0,0,0,0,0,0,0,0,0,0,0,0.134730580151635,0.0517042371048951,0,0,0,0,0,-0.0257997200094903,0,0,0,0,0,0,0,0.0315827087570034,0,0,0,0,0,0
X601898.SH,0,0,0.478402902465834,0,0,0,0,0,0,0,0,0,0.241273400440805,0,0,0,0,0.0149101316599285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0044639948790269,-1.73472347597681e-18,0,0,0,0.0819846446305301,0,0,0.0744070642841702,0,0,0,-0.0681662672689725,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.0112829765313589,0,0,0,0,0,-8.67361737988404e-19,-0.0079314892348619,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0151123399446444,0,0,0,0,0,0,0,0,0,0,0.0131702946171476,0,0,0,0,0,0.213035815626939,0,-0.0132967062084039,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.143767179309824,0,0,-0.000508897030323944,0,0,0,0,0,0,0,0.0634024600655602,0,0,0,0,0.026531122553999,0,0,0,0,0.273544511324434,0,0.157445416073371,0,0,0,0,0,0.0924190521138956,0,0,0,0,0,0,0,0,0,0,0,0.12075456662798,0,2.16840434497101e-19,2.16840434497101e-19,0,0,0,0,0,0
