,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X600019.SH,X000792.SZ,X600111.SH,X600011.SH,X002466.SZ,X002271.SZ,X600660.SH,X000877.SZ,X600188.SH,X000708.SZ,X600010.SH,X601600.SH,X000301.SZ,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X600176.SH,X600426.SH,X000723.SZ,X000786.SZ,X600219.SH,X601991.SH,X600803.SH,X600795.SH,X002080.SZ,X000408.SZ,X600027.SH,X600688.SH,X300073.SZ,X600801.SH,X000807.SZ,X600352.SH,X000825.SZ,X002353.SZ,X601699.SH,X300037.SZ,X000959.SZ,X600489.SH,X000932.SZ,X000630.SZ,X600486.SH,X000983.SZ,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0796572138938497,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.0315170327894193,0,4.33680868994202e-19,0,0,0,0,0,0.0597752431368604,0,0,0,0,0,0,0,0,0.12043374496105,0.212070717343136,0,0.00669261320278264,0,0,0.0115868693782616,0,0,0,0,0,0,0,0,0,0,0,-0.0598102090707018,0,0,0,0,-0.026665299382247,0,0
X600028.SH,0.224487669683605,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262292931687189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00437031936157361,0.0359454902027413,0,0.0278470340781822,0,0,0,0,0,0,0,0,0,0.0345718377627279,0,0.0611487384626281,0,0,-0.0148347841380513,0.00439641310760708,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0171885851544578,0,0,0.14208817832166,0,0,0,0,0,0,0,0,0,0,0.0303153711045646,0,0,0,0,0,0,0,0,0.0744021566725144,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212242005065972,0,0,0,0.00199537017566278,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0101920418635136,0,-1.73472347597681e-18,0,0,0,0.0728977720648175,0,0,0,0,0,0,0,0,0,-0.0228835350603257,0,0,-4.33680868994202e-19,0,0.0326980310103951,0,0,0,0,0.0303512152361669,0.0419000475825589,0,0,0.068483188191805,0,0,0,0,0,0.0138080049145542,0,0.00720593312341393,0,0,0.118020287029411,0,0.00788163069999543,0,0,-0.0341846826472334,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668096472460397,0,0,0.0477111928872981,0,0,0,0,0,0,0.094396022675884,0,0.02625983925948,0.0481859561656615,0,0,0,0,0,0,0,0,0,0.374697118294969,0,0,0.0289614626741425,0,0,0,0,0,0,0,0,0,0,0,0,-0.00891274642316483,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0.558455876903452,0,0.0862349974532057,0,0,0,0,0,0,0,0,0,0,0,0,-0.063295435250458,0,0,0,0,0,0.0445234744551622,0.0450890617764398,0.0342821966282143,0,0.1116341676337,0,-0.0240455751395845,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00316701496268556,0,0,0,0,-0.088516164706751,0,0
X600019.SH,0.0205634662593282,0,0,0,0,0,0,0,0,0.0242065076045155,0.00149715386378014,0.0613929161592348,0,0,0.0464797448287849,0,0,0,0,0,0,0,0,0,0,-0.0552009382260136,0,0,0,0,0,0,0,0.0769222411430319,0,0,0,0,0,0.173395196151816,0,0,0,0,0,0.314504131019015,0,0,0,0,0,-0.00555241826518256,0,0,0,0,2.16840434497101e-19,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0.29101537281653,-0.032421221525269,0.105151680230252,-0.185999870204994,0,0,0,0,0.026290264047085,0,0.12977431389368,0,0,0,0,0,0,0.130195464510517,0,0,0,0,0,0,0.239370055252783,0,0,0,0,0,0,0,0,0,0.0566872895598945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.0173612186402737,0.526290101419788,0,0,0,0,0,0.284792018462644,0,0.054825591489771,-0.00503242103688456,0,0,0,0,0,0.0124510681916338,0,0,0,0,0,0,-0.0015812320777983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00427064803035811,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.0726588833260372,0,0,0,0,0,0,0,0,0.010673596237304,0.103483916798131,0,0,0.180812590671323,0,0,0,0,0,0,0,0,0,0.0996746234723866,0,0.482771851345446,0,0,-0.0492005772520029,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.214421654465761,0,0,0.0102659678553332,0,0,0,0,0,0
