,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X000792.SZ,X000301.SZ,X002466.SZ,X600010.SH,X601600.SH,X600188.SH,X000708.SZ,X600660.SH,X601898.SH,X002271.SZ,X600011.SH,X600362.SH,X600547.SH,X600176.SH,X600426.SH,X000807.SZ,X600886.SH,X000825.SZ,X000408.SZ,X600096.SH,X600219.SH,X002080.SZ,X000959.SZ,X000786.SZ,X300037.SZ,X000983.SZ,X600803.SH,X000932.SZ,X000898.SZ,X600295.SH,X002326.SZ,X000630.SZ,X600795.SH,X000723.SZ,X600141.SH,X600801.SH,X601991.SH,X601699.SH,X600688.SH,X600808.SH,X002497.SZ,X600352.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256875492098922,0,0,0,0,0,0.0617954791233361,0,0,0,0,0,0,0,0.00613352375673295,0,0,0,0.0344671571521941,0,0,0,0,0,-0.0136300884240323,0,0,0,0,0,0,0
X600028.SH,0.0209805890503338,0,0,0,-0.0933872930695102,0,0,0,0,0.016542056108075,0,0.0502321469730043,0,0,0,0,0,0,0,0,0,0,0,0.137965177136374,0,0,0,0,0,0,0,0,0,0.057987630197876,0,0,0,0.0265828557204221,0,0,0,0.00187108114082126,0,0.0644797030026637,0,0,0.071008738790575,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0484208476020989,0,0,0,0.22255848105843,0,0,0,0,0,0,0,0.0438445640255953,0,0,-0.00603092900431545,0,0,0,0.0240240037088763,-0.0566005395002544,0.145739598389658,0,0,0,3.46944695195361e-18,-0.0330765353924862,0,0,0,0,0,0,0,0.0268807682402532,0,0,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0308595990596135,0,0,0,0,0,0,0,0,0,0.0507005838765381,0,0,0,0.11105866887476,0.0968756800637505,0,0,0,0,0,0,0,0,0.0181158146553204,0.0627504099349123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00291028558343032,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.201070941509141,0,0,0.288143905266308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102002093913907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0870688658525663,0,0,0,0,0,0.0759391700590018,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0108813112136751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069987044802671,-0.0311093717969619,0,0,0,0,0,0,0,0,0,0,0,-0.0116917796887223,0,0.666223464006559,0,0,0,0,0.00511687290862214,0,0,0.000229043641157772,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.0870006591368174,0,-1.73472347597681e-18,0.0280878152421308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00802247449625036,-0.0689689251194062,0.0229122593055902,0,0.065425294546133,0.407239119797467,0,0,0,0,0,0,0,0,0,0,0.0503264676152092,0,0,0,-0.0282503832975857,0,0,0,0,-0.19111709280513,0,0
X600111.SH,0,0,0,0,0.432729110374617,0,0,0,0,0,0,0.21173340170349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507126529086274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118012681195399,-0.178651663854063,0,0.0012709469547937,0.0294173533141536,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0761218763496034,0,0,0,0,0,0,-0.000979416978384716,0.104989496038699,0,0,0,0,0,0,0.123301101005651,0,0,0,0.0032898368331952,0,0,0,-0.161442880306082,0,0,0,0,0,0,0,0,0,0.0582472021886038,0.0471960682836366,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.248291738806244,0,0,0,0,0,0,0.244209892046931,0,0,0,0.260524344601859,0,0,0.0661444338551446,0,0,0,0,0,0.0611185583650084,0,0.0288456578648316,0,0,0,0,0,0,0,0,0,0,0,0,0.00424828279543709,-0.0643261449685507,0,0,0,0,0,0
