,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600803.SH,X600160.SH,X600489.SH,X000708.SZ,X600027.SH,X000786.SZ,X002466.SZ,X000301.SZ,X601991.SH,X000807.SZ,X600219.SH,X000983.SZ,X600426.SH,X600176.SH,X000408.SZ,X002128.SZ,X601699.SH,X000630.SZ,X600096.SH,X000877.SZ,X601168.SH,X000933.SZ,X600157.SH,X002353.SZ,X600985.SH,X600299.SH,X600352.SH,X600995.SH,X000883.SZ,X600688.SH,X002271.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.112957166947155,0,0,0.195013505103058,0,0,0,0,0.035644435742924,0,0,0,0,0.147783736254784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025778900900798,0,0,0,0.0509582873321151,0,0,0,0,0,0,0,0,-0.0243336095837175,0.0241506661135671,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.28373054618906,0,0,0,0,0,0.0151230811235737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138207720051821,0,0,0.0241958528140495,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0
X600028.SH,0.32452981615515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192031684980244,0,0,0,0,0,0,0,0.0600031569434821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421445952136833,0,0.0399827815091551,0.0138118928292225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206530570863429,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151722360204277,0,0,0.127391612141335,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0818239039355051,0,0.128336858805437,0,0,0.0106435464007938,0,0,0,0,0.0351783627447897,0,0,0.0391602997786901,0,-0.0231040369778894,0.00827890621718804,0,0,0,0,0,0
X601898.SH,0,0.085489786629371,0,0,0,0,0.26455305865844,0,0,0,0,0,0,0,0,0,0,0,0,0.0488250146174676,0,0,0.121169026808037,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264480635077738,0,0,0,0.0111653058426697,0,0,0.0330454928265367,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260951371836866,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10684777106889,0,0,0,0.0356467087327165,0.137675783423754,0,0,0,-0.0428109785807382,0,0,0,0,0,0,0,0,0,0,0.151791452626397,0,0,0,0,0,0,0.0218718033963939,0,0.0970585407617169,0,0,0,0,-0.0512186220111888,0,0,0,0,0.174854052563785,0,0.00735646678352487,0,0
X600019.SH,0.165985489806286,0,0,0,0,0,0,0,0,0.240344927927243,0,0,0,0,0,0,0,0,0,0.150388873543601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283592494185541,0,0,0.138326767494236,0,0,0.075077325370656,0,0,0,0,0,0,0,0,0,0,5.93130824111786e-05,0,0,0,-0.00647973752463111,0,0
X600188.SH,0,0,0,0.208941458448725,0.231290001398374,0,0,0,0,0,0,0,0,0,0,0,0.0713479764741679,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.12568885338128,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0708551571260554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0429494665312781,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120310210513618,0,0,0.00996703352720129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255169034493471,0,0,0,0,0.274836728290394,0,0,0,0,0,0.0317558860610646,0,0,0.0030114155846749,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.134081692618709,0,0,0,0,0,0,0,0,0,0,0,0.286019229909424,-0.0326058312465965,0,0,0,0,0,0,0,0,0,0.0596647455173503,0.47981113417275,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,-0.00184560095816427,-0.00405753984732243,0,0,0,-0.078868268953521,0,0
