,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X002460.SZ,X600362.SH,X002466.SZ,X000301.SZ,X000708.SZ,X600489.SH,X600160.SH,X600803.SH,X600027.SH,X601991.SH,X000807.SZ,X000786.SZ,X600219.SH,X600426.SH,X000983.SZ,X002128.SZ,X000408.SZ,X000877.SZ,X600176.SH,X601699.SH,X000630.SZ,X601168.SH,X600096.SH,X600985.SH,X000933.SZ,X002353.SZ,X600378.SH,X002271.SZ,X000831.SZ,X600157.SH,X600995.SH,X600352.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.527986525976143,0,0,0,0,0,0,0.0154387393241509,0,0,0,0,0.0589497353937334,0,0,0,0,0,0,0,0,0,0.0734637140414613,0,0,0,0,0.106274459095947,0,0,0,0,0,0,0,0,0,0,0,0.00833306136835974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117984424668145,0,0
X601088.SH,0.0222143210392178,0,0,0,0.327281506135064,0,0,0.0626079736406126,0,0.00965753605693775,0,0,0,0,0,0,0,0,0,-0.0308625676779112,0,0,0,0,0,0,0,0,0,0,0,0,0.00346611168475455,0,0,0,0,0,0,0,0.143435641463716,6.93889390390723e-18,0,0,-0.0486982941463362,0,0,0,0,0,0,0,-0.0225746445548551,0,0,0,-0.0206875609896947,0,0
X600028.SH,0.58079854746001,0,0,0,0.0917469990179386,0.0381275103791604,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0364244359409591,0,0,0,0,0,0,0.125112285714634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.051324955622911,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561537838354854,0,0,0,0.315814551333567,0,0,0.0313686142679799,0,0,0,0,0,0.143353191187241,0,0,0,0.057339102365864,0.0496156477684951,0,0.0220532474588541,0,0,0,0,0,0,0.0553114111264462,0,0,0,0,0,0,-0.0666198467858147,0,0,0,0,0,0,0
X601898.SH,0,0,0.351082858946354,0,0,0,0,0.0288947785684122,0.0871996224400938,0,0,0,0,0,0,0,0,0,0,0,0,0.0185003128096764,0.0244169613131341,0,0.0738079418276653,0,0,0,0,0,0,0,0,0,0,0,0.000547030133958893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.074363311017248,0,0,0,0
X600188.SH,0,0,0,0,0.28100568062025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210036214710173,0,0,0,0,0,0.0458634821598924,0,0,0,0,0,0,0,0,0,0,0.429753936565212,0,0,0,0,0,0,0.0489723710453147,0,0,0,0.170211935667374,0,0,0,0,0,0.115782679865785,0,0,-0.0260646863489382,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157372367271501,0,0,0,0,0.117295321686065,-0.239142489171139,0,0.189899535392975,0.15553361999235,0,0,0,0,0,0,0,-0.0899488607446217,0,0,0,0.0826357526296777,0,0,0,0,-0.0679772232596855,0,0,-0.00656142109072112,0,0,0,0,-0.178634837805605,0,0,-0.0778918105668693,0,0,0,8.67361737988404e-19,0,0
X600019.SH,0.142254406941032,0,0,0,0,0,0,0,0,0.250619393633362,0,0,0,0.0459370031612292,0.0108442068536563,0,0,0,0,0,0,0.0210790299031186,0,0,0.0475067375066273,0,0,0,0,0,0,0,0,0,0.110355008686961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131435515236258,0,0
X600585.SH,0,0,0,0,0.144232556721395,0,0,0.0266473088247013,0,0,0,0,0,0.208315839721702,0,0,0,0,0,0,0,0,0,0,0,0,0.186615678953446,0,0.0361665032954084,0,0,0,0,0,0.206929818845052,0,0,0,0,0,0.0284275854647647,0,-0.023391810228636,0,0,0,0,0,0,0.112064406080805,0,0,0.0469292932666491,0,0,0,-0.000290511155459364,0,0
X601600.SH,0,0.0784922498727673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785174772178943,0,0.455822905638176,0,0,0,0,0,0,0,0,0.288696562340874,0,0,0.245080564979117,0,0,-0.0482309353120171,0,0,0,0,0,0,-0.00891760419927155,-0.057704078048059,0,0,0,0.0387876160208344,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436683344712511,-0.0177002691629988,0,-0.069941930523697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016327415289521,0,0,0,0,0,0,0,0,-0.0576346471968666,0,0,0,0,0,0,-0.00930790051697572,0.0434322105519716,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107151162913592,0,0,0.116865588421922,0.181048803517036,0,0,0,0,0.0423491030628869,0,0,0,0,0,0,0,0,0,0,0,0.0437860706043363,0,0,0,0.109714606307435,0.0295426302766552,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0815005012681475,0,0,0,0.0437888863159038,0,0,0,-0.076350771135338,0,0,0,0.072478949544361,0,4.33680868994202e-19,0,0,0.724592037429749,0,0.0488940797854708,0,0,0,0,0,0,0,-0.0532428752186744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189184944151817,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211540710357406,0,0,0.268544239389267,0,0.0293756433029217,0,0,0,0.038417874845017,0,0,0,0,0.118620462030116,0,0.0893983430877173,0,-0.02561810592352,0.170399297996139,0,0,0,0,0,0,0,0,0,0.0640931887822482,0,0,0,0,0,0,0,0,0,0,0,0,0.00205079611802979,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223573317238242,0,0,0,0.0180728683339691,0,0.0546264597395892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133836892165818,0,0,0,0,0,0,0.109828509688869,0,0.0527286021995899,0,0,0,0,0,0,0,0,0,0.0919696425539521,0,0
