,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600660.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600011.SH,X600547.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X002460.SZ,X600362.SH,X600160.SH,X600803.SH,X000708.SZ,X600489.SH,X002466.SZ,X600027.SH,X000301.SZ,X601991.SH,X000807.SZ,X000786.SZ,X600426.SH,X000983.SZ,X600176.SH,X600219.SH,X002128.SZ,X601699.SH,X000877.SZ,X000408.SZ,X000630.SZ,X600157.SH,X600096.SH,X601168.SH,X600985.SH,X000933.SZ,X600352.SH,X002353.SZ,X600995.SH,X000883.SZ,X600688.SH,X600549.SH,X600378.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.0356732849316516,0,0,0,0.0961098596924043,0,0,0.0176557348764819,0,0,0,0,0.122381580859525,0,0,0,0,0,0.207410963992082,0,0.213782144556758,0,0,0,0,0,0,0,0,0,0.00583135826984885,0,0,0,0,0,0,0,0,0,0,0,0.0370649801363236,0,0,0,0,0,0,0,0,0,0,0,-0.0194371117198614,0,0
X601088.SH,0,0,0,0,0.474903196948383,0,0,0,0,0,0.0228738886237064,0,0,0,0,0,-0.0262868819924232,-0.0199985209060232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0829696440530219,0.0112619313078118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0252397241625517,0,0
X600028.SH,0.402659381836844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00563164885036329,0,0,1.73472347597681e-18,0.0321096041663433,0,0,0.0378269991789137,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0191675774914535,0,0,0,0,-0.0307433325377651,0,0
X600309.SH,0,0,0,0,0,0,0,0.00669060703383613,0,0,0,0,0,0,0,0,0.0115135087909185,0.0651272892695877,0,0,0.013172775672668,0.274911591728456,0,0.00281175193921311,0,0,0,0,0,0,0,0,0,0,0,0.228660109187056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0275481442165684,0,0,0,0,0,0,0
X601898.SH,0,0.503410420925255,0.219489640995299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22440286796556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00465765937281667,0,0,0.0404393282735671,0,0,0,0,0,0,0,0,0,0.0603377274526726,0,0,0,0,-0.00592864240827652,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171690381035397,-0.0243325746248247,0,0.190708718927999,0,0,0.111187917163458,0,-0.080425938317602,0,0,0.0606991289887575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.128807848477395,-0.203965955813557,0.146237752216683,0,0,0,0,0,0,-0.0319463171174582,-0.0400689972033684,0,0,0,-0.0247737697122433,0,0
X600019.SH,0.0956185610594416,0,0,0,0,0,0,0,0,0.242346460457812,0,0,0,0,0,0,0,0,0,0,0.0744820589749007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879612832524624,0.117788280859855,0,0,0.0651712419171275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147887573746243,0,0
X600188.SH,0,0,0,0.077035093338133,0.17680426557623,0,0,0,0,0,0,0,0,0,0,0,0.0320181933348794,0,0,0,0,0,0,0.00401283385429435,0,0,0,0,0,-6.93889390390723e-18,0.220647454163048,0,0,0,0.119974812482804,0,0,0.0925264331642773,0.0518725432146261,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164926941775524,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0448547147578453,0,0,0,0,0.0943376693684208,0,0,0.0484196193023267,0.0224098075618776,0,0,0,0,0.0186091190891242,0,0,0,0,0,0,0.275916085709466,0,0,0,0,0,0.301904263540235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.423217345197427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40878089261847,0.251743791450394,0,0,0,0.10258164722158,0,0,0,0,0,0,0,0.0671548896422467,0,3.46944695195361e-18,0,0,0,0,0,0.0691179279764808,0,0,-0.00929510888846527,0,0,0,0,-0.0332145192218245,0,0
X600886.SH,0,0,0,0,0,0.0375791008704542,0,0,0,0,0,0,0,-0.058998227247996,-0.22246529134392,0.459198548315947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822001830090633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186756723335337,0.0106320041070701,0,0,0,-0.00516729895388366,0,0
X600011.SH,0,0,0,0,0,0,0.0925186562142008,0.17137818132086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11030447236461,0,0.00399435478106405,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0.117433384503449,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244246149051486,0,0,0,0,-0.00983056779377542,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0.0830267854257168,0,0,0,0,0.0274192218531804,0,0,0,0,0,-8.67361737988404e-19,0,0.639748374361093,0,0,0,0,0,0,0,0,0,0,-0.119203959341494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497914018527118,0,0.121401781451626,0.15766437119178,0,0.0866593795501728,0,0,0,0.0797201941462167,0,0,0,0,0,0.104334741021737,0,0,0,0,0,0,0.181148043203806,0,0.0988938396118772,0,0,0,0.0672014815078889,0,0,0,0,0,0,0,0,-0.0149159696955688,0,0,0,0,-0.0152866213514793,0,0
