,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600011.SH,X600019.SH,X600585.SH,X601600.SH,X600660.SH,X600547.SH,X600886.SH,X000792.SZ,X600795.SH,X002466.SZ,X002460.SZ,X600362.SH,X000708.SZ,X600111.SH,X600010.SH,X601699.SH,X000301.SZ,X600027.SH,X000983.SZ,X000877.SZ,X600803.SH,X600489.SH,X600160.SH,X600426.SH,X601991.SH,X000630.SZ,X000408.SZ,X000786.SZ,X601168.SH,X002271.SZ,X000807.SZ,X000933.SZ,X600985.SH,X600176.SH,X600612.SH,X600219.SH,X002128.SZ,X000932.SZ,X600096.SH,X600348.SH,X000883.SZ,X002353.SZ,X000027.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.233005580367308,1.38777878078145e-17,0,0.215887456561333,0.0617886903705826,0,0,0,0.113992869478495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0131602885883676,0,0,0,0,0,0,0,0,0,0,0,0.00693705780156163,0,0.0915747730312982,0,0,0,0,0
X601088.SH,0.00513463043025153,0,0,0,0.164168171732125,0.0741211429810991,0.0737474332280942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0412202700437074,0,0.148958391984286,0,0,0,0,0,0,0,0,0,0.0458352443985599,0,0,0,0.153559247063277,-0.0567235645432897,0,0,0,0,0,0,0,0,0,0,0,-0.00567345794023104,0,0,0,0,0,0,0
X600028.SH,0.0159558174415565,0,0,0,0,0.145142616984053,0.033178623811411,0,0,0,0,0.15474181456554,0,0,0,0,0,0,0,0,0,0,0,0.00600916463389276,0,0,0,0,0,0,0,0,0,-0.0600266314308046,0.0730755088518735,0,0,0,0,0,0,0,0,0.134429189787198,0,0,0,0,0,0,0,0,0.0198680732525383,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0490393075222555,0,0,0,0,0.112981406799184,0,0,0,0,0,0.268499937764133,0.164833228317073,0,0,0,0.134000466023065,0,0.0318611132052713,0,0,0,0,-0.0765835478553352,0,0,0,0,0,0,0.0589928150299575,0,0,0,0,-0.0043876840197292,0,0,0,0,0,0
X600188.SH,0,0.0673123562743023,0,0,0,0.137297762769126,0,0,0,0,0,0,0,0,0.0418810414569406,0,0,0,0,0,0,0.264324379397738,0,0,0.221706343461214,0,0,0,0,0,0,0,0,0,0.0348014266581097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225332325404158,0,0,0,0,0,0
X601898.SH,0.0648695078012265,0.319568029100838,0,0,0.129042350609416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.129179078365829,0.180710287378873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285313576771222,0,-0.0248208135391659,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.198108466280687,0,0,0,0,0,0,0,0,0.0314388009764723,0,0,0,0,0,0,0,0,0.265163119026277,0,0,0,0,0,0,0.194876214573751,0,0,0,0,-0.0122190665902992,0,0,0,0,0,0,0,0,0,0.0141519734139506,0,0,0,0,0,0.00662755460513254,-0.0110674675592033,0,0,0,0,0,0
X600019.SH,0,0,0,0,0.13072394932912,0,0,0,0,0.0753694477512992,0,0,0,0,0,0,0,0,0,0,0,0.0154699998916431,0,0,0,0,0,0,0,0,0,0,0,-0.00320039657712968,0.133131532994426,-0.030970136446727,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.031473667329652,0,0,0.00801137053816577,0,0,0,0,0,0
X600585.SH,0,0,0,0.259923381548827,0.0453271958759414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200975416820854,0,0,0,0,0,0,0,0,0,0,0,0,0.11173006210549,0,0,0,0,0,0.0372471391859429,0,0,0,0,0,0,0,0,0,0,0.0214468514068091,-0.0101305075115581,0,0,0,0,0,0,0
X601600.SH,0.145938169770309,0,0.0265138816025574,0,0.0735324413241928,0,0,0,0.135324957381619,0,0,0.0295565314178951,0,0.00384739351358742,0.0446593830416333,0,0,0,0.030953621010164,0,0,0,0,0,0,0,0,0,0,0,0,0.185579239805867,0,0,0,0,0.208605901402375,0.0942951739622544,0,0,0,0,0,0,0,0,0,0,0,0.0579168590307138,0,-0.0107459338115947,0,0.0532924898079714,0,0,0,0,0
X600660.SH,0.0380808363883205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00544199137912248,0,0,0,0,0,0,0,0,0,0,0,0,0.0515729826746644,0,0,0,0,0,-0.00953694473591727,-0.0813581399358288,-0.0758545943261525,0,0,0,0,0,0,0,0,0,0,0,0,0.178994183004439,0,-0.0131386858827202,0.0463060169406397,0,0.00177686213214952,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0824158195083346,0,0,0,0,0,0,0,0,0,0,0,0,0.00392603264348092,0,0,0,0,0,0,0,0,0.64953989947778,0,0,0,0,0,0,0,0,0,0.138553044859715,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,-0.0420090206424457,0,0,-0.0162662138501594,0,0,0,0,0
