,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X600547.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X600027.SH,X601992.SH,X000898.SZ,X002466.SZ,X600111.SH,X600516.SH,X600176.SH,X000709.SZ,X600352.SH,X002460.SZ,X600219.SH,X000629.SZ,X000786.SZ,X600299.SH,X600808.SH,X600489.SH,X600157.SH,X000630.SZ,X000825.SZ,X601158.SH,X600801.SH,X002271.SZ,X000553.SZ,X000883.SZ,X002110.SZ,X002470.SZ,X300072.SZ,X600985.SH,X600583.SH,X000408.SZ,X000027.SZ,X600339.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545254417060643,0,0.0666047590907501,0,0,0.107565366631534,0.0520664927179779,0,0,0.103030603357814,0,-0.00714625250812734,0.0152591121082879,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0700794859392714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00707802771937586,0,0,0,0,0,0,0,0,0.248620931171723,0,0,0,0,0,0.063824735192807,0,0,0,0.108478126445277,0,0.0243999187061286,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.198905756136211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741217229576292,0,0,0,0,0,0,0,0,0,0.0698539560477691,0,0.0248630730689166,0,0,0.0137809669609043,0,0,0.0129248309053105,0,0,0,0,0,0,0.0232120259797849,0,0,0.00431839706212423,0,0,0,0,0,0
X600585.SH,0,0.0186516002653239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.184995395917328,0,0,0,0,-0.0514663086856615,0,0,0.474632795066629,0,0,0,0.00201357470560969,0,0,0,0,0.05831928350583,0,0,0,0.0014625159916659,0.00473900988508525,0,0,0,0.031385982290493,0,0
X600019.SH,0,0,0,0,0,0.0197934143317657,0,0,0,0,0,0,0,0,0,0.175311561280255,0,0,0,0,0.0759859055431462,0,0.0659001091761894,0.00400200163972125,0.0225989245031648,0,0,0,0,0,0,0,0,0,0.016455336342422,0,0,0,0,0,0,0,0.29999380619904,0,0,0,0,0,0,0,0,0.0045454332461083,0.0178769479733413,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221959135868467,0,0,0,0,0,0,0,0,0.0714144153865911,0,0.0567499799837785,0,0,0,0,0,0.414368054063761,0,0,0,0.19195350513144,0,0,0,0,0,0,0,0,-0.0192898746480574,0.00909260751732837,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341643067929848,0,0.626998932780797,0,0,0,0,-0.168919781756912,0,0,0,0,0,0,0,0,0,0,0.0432265716690193,0,0,0,0,0,0,0,0,0.0732836594587885,0,0,0,0,0,-0.121347262667012,0,0.00102650111546178,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456771515553532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637936801585177,0,0,0.144469449651626,0,0,0,0,0,0,0.0699419160707432,0,0.00519474487298888,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0299650015643364,0,0.0974424436992143,0,0,0,0,0,0,0,0,0,0,0,0.0812904640341761,0,0,0.0185973426144539,0,0.0270759262306879,0,0,0.212906010792169,0,0.0547491484455661,0.00409401150902509,0,0,0,0,0,0,0,0,0,0,0,0.0525280365415907,0,0.0480510269595144,0.0347634889876009,0,0,0,0,0,-0.0199422717448216,-0.0107285762320635,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,-0.00933453263964997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991879136230457,0.0168712933491307,0,0,0,0,0,0,0,0,-0.082108971302214,0,0,0,0,-0.00966761001330896,0,0,-0.0179616870608465,0.0321613028213615,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.132319751205491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267626323565474,0,0.0942542276826235,0,0,0,0,0.0729804581810366,0,0,0,0,0,0,0,0,0,0.00519471960811406,0,0,0,0,0.00680078099699543,0,0.0311185339734533,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0.234216823625641,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831987191212066,0,0,0,0,0,0,0,0,0.0128015686704118,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514654301686963,0.0976119751816267,0,0,0,0.0355110744195836,0,-0.00884458383311086,-0.00424775751045285,0,0,0,-0.00861572496627343,0,0
X600660.SH,0,0.0420469142591349,0,0,0,0.0455313788645235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139229574629276,0,0,0,0.042116957223603,0,0,0,-0.00783675649727253,0,0,0,0,0.247440570001835,0,0,0,0,0,0,0,0,0,0,0,0.00270966111024059,0,0,0,0,-0.0331238452936623,0,0
X600688.SH,0,0,0,0,0,0.0150595571270129,0,0,0,0,0,0,0,0,0,0.112902595114217,0,0,0,0,0,0.0253605346223319,0,0.0652587952916471,0,0.0561217495593869,0,0,0,0.0227918084479797,0,0,0,0,0,0,0,0,0,0,0.0941543612682036,0,-3.46944695195361e-18,0,0,0,0.00622839526003809,0,0,0.010449384403498,0,-0.0091446568877118,0.0323212786774395,0,0,0,0,0,0
X600886.SH,0,0,0.168468267078213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127584126585938,0,0.0451290562671693,0,0,0,0,0,0,0,0.190657165589198,0,0,0,0,-0.084981743035383,0,0,0,0,0,0,0,0,-0.0394939861481216,0,0,0,0,0.0288725265336675,0,0,0,0.0758046444063555,0.00886188959506577,0.0230953662053097,-0.0376571734952132,0,0,0,-0.11062198374204,0,0
X600362.SH,0,0,0,0,0,0,0,0.0618759475699363,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754940195710288,0.215271348344553,0,0,0,0,-3.46944695195361e-18,0,0.0121881855776597,0,0,0,0,0.0458890418776643,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.161580127348697,0,-0.00741329451943376,0,0,0,0,-0.0131030137083025,0,0
X600795.SH,0,0,0,0,0,0,0,0.104103230256965,0,0,0,0,0,0,0,0.111133480349635,0,0,0,0.0254961426730997,0,0,0,0,0,0,0,0.067542007516676,0,0,0.0364018860844467,0,0,0,0.00130619110399095,0,0,0,0,0,0,0,0,0,0,0,0.10616296752744,0,0.0567906911011206,0.0567634223507206,0,-0.0181342234511165,-0.0125181630434928,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.135848425778336,0,0.0892788980625146,0.00884309072068515,0,0,0,0,0,0,0,0,0,0,0.0707267028030665,0,0.021469372288748,0.0250926034603958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090681900736158,0,0.0381550490572548,0,0,0,0,0,0,-0.00130563439699148,-0.00458708438992247,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0.428217762484974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471595148287478,0.173730246410112,0,0,0,0,0,0,-0.00628395253555294,-0.199530468736363,0,0,0,0.00763285712760031,0,0,0,0.281956533207694,0,0,0,0,0,-0.0493239955385768,0,0,0,0,0,0,0.0162181027645469,-0.0298960350439235,0,-0.247964845147012,0,0,0,0
X601992.SH,0,0,0,0.119722426464157,0,0,0,0,0.186216968389418,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479386772138266,0,0,0,0,0,0,0,0.140322902242833,0,-8.67361737988404e-19,0,0,0,0,0,0.0476285209465659,0.0500721167089683,0,0,0.0500022367372465,0,0,0.0711950121599783,0,0,0.313061514539589,0,0,0.0251029440875726,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0.147444615968741,0.0522159463646926,0,0,0.114610765596194,0,0,0,0,0,0,0.0603187214195733,0,0.132698959418202,0,0.0575838028265601,0,0.0725496585614012,0.0251772124500471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346140828115694,0,0,0,0,0,0,0,0,0.00131520582786096,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.908006747594233,0,0,0.143456619558584,0,-0.0347064315232492,0,0,0,0,0,0,0,0,0,0,-0.0223737112852287,-0.0461626601992311,0,0,0,0,0,-0.0236855917860129,0.031503612652416,0.00475274353244558,0,0,0,-0.0350966589066283,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275442823519832,0,0,0,0,0,0,0,0.118289590572669,0,0,0,0.217415354626096,0,0,0,0,0,0,0.0069146428625705,0,0,0,0,0,0,0,0,0.0535842630625549,0.128353834399993,0,0,0,0.19390400802433,0,0,0,0.0119068872549756,0,0,0,0,0,0
X600516.SH,0,0,0,0,0,0.0618653701366078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461355002958617,0,0.130675571058101,0,0,0.16472956361457,0,0,0,0,0,0,0.0529566712105044,0,0,0,0,0,0,0,0.0695641822112212,0,0.210548338029695,0,0,0,0.0770029374155118,0,0,0.00443184324370761,0.0301246007996236,0,0,0,0,0,0
X600176.SH,0,0,0.0651840735573462,0,0,0.0190903600993397,0,0,0,0,0,0,0,0,0,0,0,0.0668775516403044,0,0,0,0.117748551727589,0,0,0,0,0,0,0,0,0.228980219590697,0,0,0,0.0538392010696492,0,0,0,0,0,0,0,0.077748397439295,0,0,0,0,0,0,0.00181707996930356,0,0,0.00254347364309294,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0.0529049120176762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142556691223778,0,0,0,0,0,0,0.0383902202430326,0,0,0,0,0,0,0,0,0,0,0,0,0.116459237413888,0,0,0,0.0433121537507287,0,0,0,0,-0.00143458509072104,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891914192593184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199725324335887,0.0518032072983221,0,0,0,0,0,0.0830401207771458,0,0,0,0,0,0.016548032140619,-0.0553984032386735,0,0,0,0,0,0
