,X601857.SH,X600028.SH,X601088.SH,X600010.SH,X600011.SH,X601898.SH,X600019.SH,X600886.SH,X600795.SH,X600585.SH,X601600.SH,X600688.SH,X601991.SH,X000709.SZ,X600157.SH,X600027.SH,X600111.SH,X600583.SH,X600188.SH,X600362.SH,X002075.SZ,X000539.SZ,X601158.SH,X600309.SH,X002353.SZ,X601992.SH,X600352.SH,X000027.SZ,X000883.SZ,X600021.SH,X000898.SZ,X002470.SZ,X000878.SZ,X601918.SH,X600863.SH,X600307.SH,X000629.SZ,X600660.SH,X600808.SH,X000792.SZ,X600098.SH,X000060.SZ,X600578.SH,X000825.SZ,X600489.SH,X600315.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.706728024377967,0.0700788067098736,0,0.0227397645569654,0,0,0,0,0.00694889517391518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889382716548373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130840145188081,-0.00614871238221301,0,0,0,0,0,0
X600028.SH,0.353594744203026,0,0,0,0,0.0222298115704757,0.194185859609247,0,0,0,0,0,0,0,0,0,0,0.174545453535267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398770952152901,0,0,0,0,0,0
X601088.SH,0,0.222280505862182,0,0.165956352443479,0.0243387182014181,0.146892138517179,0,0,0,0,0,0,0.0227617948863526,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183934155568826,0,0,0,0,0,0,0,0,0,0,0,0,0.00773398650080139,0,0,0,0,0,0,0,0,-0.0130297125837062,0.00339029928619429,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.0489235961000761,0,0,0,0,0,0,0,0,0,0,0,0.00888368585648994,0,0,0,0,0,0,0,0.0466320032774121,0,0,0.123312822822017,0.0973704936824619,1.73472347597681e-18,0,0,0,0,0,0,0.234263238918715,0,0,0.138250768321714,0,0,0,0,0,0,0.0105627267518984,-0.0160904066908433,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.143692257521151,0,0,0,0,0,0,0.0473327016621225,0,0,0.256992114700631,0,0,0,0.00704838116820685,0,0,0.00407536902598213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.344227966954524,0,0,0,0,0,-0.000648762745305055,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.0724104192487282,0.121005453571545,0.231006491150488,0,0,0,0,0.0905210012852637,0.173411912574251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193425157493982,0,0,0,0,0,0.0309982257855237,0,0,0.154852095459678,0,0,0,0,0,0.00267588789620406,0,0,0,0,0,0,0
X600019.SH,0,0.0250637914126215,0,0,0.0990695988358205,0.09737676297282,0,0,0,0,0,0.0109808069504263,0,0,0,0.0725643864039327,0,0.0354392775578456,0,0,0,0,0,0,0,0,0,0.0218634303711848,0,0,0.300751361039579,0,0,0.0121417547898203,0.0727928476645279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0.134144416853192,0,0,0,0,0,0,0.169746994187169,0,0,0,0,0,0,0,0.197058196005598,0,0,0,0,0,0,-0.0744176703985789,0.142506695693537,0,0,0,0,0,0,0,0,0,0,0,0,0.00443211003179501,0,0,0,0,0,0,-0.0243288447963052,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0.0634027269448308,0.0186127475449055,0,0,0,0.0840333098029009,0,0.0457631305954217,0,0,0,0,0,0,0,0,0,0,0,0.205772821254638,0,0,0,0.00857241639255903,0.270306281881351,0,0,0,0,0,0,0,0.0942144565429009,0,0,0,0,0,0.00115299265054425,-0.00330575941207898,0,0,0,0,0,0
X600585.SH,0.103341846921162,0,0,0,0.0560639062587771,0,0.111216836213403,0,0,0,0.081237170054457,0,-3.46944695195361e-18,0,0,0,0.075762751609738,0,0,0.0937117346655592,0,0,0,0.0280868706472831,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.138910780541712,0,0,0,0,0,0,0,0,0,0,-0.0102299644415606,-0.00391633178618266,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.16947738697396,0,0,0,0,0,0.103824333548007,0,0,0,0.19234847959263,0.0346724052424389,0,0,0.0127998225904593,0,0,0,0,0,0.0489586001849413,0,0.0623560910766733,0,0,0,0,0,0,0,0,0,0,0.0759122165759908,0,0,0.00190064451916716,0,0,0,0,0,0,0,-0.0098774017876258,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554595620988766,0,0.195481849346676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421213394220664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111004452518938,-0.0302805480512637,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0457809680922457,0.183523123425264,0.147774683271743,0,0,0,0,0,0,0,0,0,0,0,0.0203314935388152,0,0,0,0,0,0,0,0,0,0,0.105335115731874,0.0865973244712258,0,0,0.0561350915286353,-4.33680868994202e-19,0,0,0,0.0122117517694404,0,0,0,0.113624263759202,0,0,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0.0731193378372265,0,0,0,0,0,0.142981481647169,0.151469211022647,0,0,0,0,0,0,0.237517104064742,0.120190181909902,0,0,0,0,0.00389702996770599,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154494055256721,-0.00300866101290807,0,0,0,0,0,0
