,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X601991.SH,X600547.SH,X601992.SH,X600309.SH,X600795.SH,X600362.SH,X600188.SH,X600660.SH,X600886.SH,X000709.SZ,X600027.SH,X600157.SH,X002466.SZ,X600111.SH,X000959.SZ,X600489.SH,X600339.SH,X000898.SZ,X601158.SH,X600299.SH,X000792.SZ,X600583.SH,X000408.SZ,X000630.SZ,X002460.SZ,X000883.SZ,X000983.SZ,X600219.SH,X600578.SH,X600352.SH,X000539.SZ,X002092.SZ,X000027.SZ,X000825.SZ,X000786.SZ,X000723.SZ,X600176.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.145558362659405,0.0426844225412524,0,0,0,0,0,0,0.0491024705176108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00868207102894285,0,0,0,0,0,0,0,0.085844530632156,0,0,-0.0555747699889351,0,0,0,0,0,0,-0.0479940631956552,0,0,0,0,0,0.0635840687403294,0,-0.0109854560343274,-0.00218572466521639,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0882069073748394,0,0.200244196601315,0,0,0.0517254341707662,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.00254926068777826,0,0,0,0,0,0,0,0,0,0,0,0.0191450847408708,0,0,0,0,0,0,0,0,0.0594650308997814,0,0.044964848078732,0,-0.00463524681404998,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0768852494820313,0,0,0,0,0,0,0,0,0.0374061602573238,0.0130557702280268,0,0,0,0,0,0,0,-0.0132144633174612,0,0.0485240535060657,0.13638030599226,0,0,0,0,0,0,-0.00298109240928769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00680363930719807,0,0,0,0,0,0
X600019.SH,0,0,0.00613788862930332,0,0,0,0,0,0,0,0,0,0,0,0.0500181835993371,0,-0.00285932960069129,0,0,0,0.0736519773471502,0,0,0,0,0,0,0,0.209478142300838,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369332131251115,0,0,0,0,0,0,0.100407366116063,-0.00172469297616904,-0.0164589163620572,0.301918542478408,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0437510810869069,0,-0.0217325935276776,0,0,0,0,0,0.0407053664470309,0,0,0,0,0,-4.33680868994202e-19,0,-0.0215543917338395,0,0,0.177095615484427,0,0,0,0,-0.141682300234486,0,0,0,0.0369332545818254,0,0,0,0,0,0,0.0326268876852527,0,-0.207242869996949,0,-0.0184544947618039,0,0.0132824145029377,-0.0120869524711792,0,0,0,0,0,0
X600011.SH,0,0,0.119910495563094,0,0,0,0,0,0,0,0,0,-0.286114477962422,0,0.0775853786411292,0,0,0,0,0.0308686986316748,0.0164682381601015,0.143206158505308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200834274561358,-0.131671435694448,0.0476376953820044,0,0.281589831627922,0,0.0396382968202023,-0.0178060083372943,0,0,0,0,0,0
X600010.SH,0,0,0,0.109504690885297,0,0,0,0,0,0.0395989652449848,0,0,0,0,0,0,0.0233985929157634,0,0,0,0.0283491929703341,0,0,0,0,0.00748672192520734,0,0,0.134756697533165,0,0,0,0,0,0,0,0,0.0183155761132843,0,0,0,0,0.0773479863296349,0,0.0149922336821268,0,0,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741897996373136,0,0,0,-0.00871948333352437,0,0,0,0,0.00686439069333442,0,0.0758428802376299,0,0,0,0,0.31049334083496,0,0,0,0,0.207817670201548,0.0399391960012805,0,0,0,0,0,0,0,0,0,0,0,0,-0.000447023339544272,0,0,0,0,0,0
X300072.SZ,0,0.0192672554027782,0,0,0,0,0,0,0,0,0,0,0,0.154323982305022,0,0,0,0,0.0620508570000468,0,0,0,0,0,0,0.0816659992386927,0,0.0169138259928639,0,0,0,0,-0.136863577124819,0.163388439508984,0,0.0303171182430228,0,0,0,0,0,0,0,0,-0.0562277812247139,0,0,0,0,0,0.0410435190635205,-0.00192559725289798,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138694751776391,0.0578241130872879,0,0,0,0,0,0.0194028731228338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353340146742889,0,0,0,0,0,0,0.107766769253281,-0.0421394807588348,0.0773618311219066,0,0,0.00846332876572085,-0.0123320238327012,0,0,0,0,0,0
X600688.SH,0,0.450036007417127,0,0,0,0.0158400742760096,0,0,0.0182310400831094,0,0,0,0,0,0.0693746821127588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0166730359386582,0,0,0,0,0,0,0,0,0,0,0,0,0.103553018514167,-0.0416635861665913,-2.16840434497101e-19,-0.00217849978190908,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,-0.0982828155510495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109522072065419,0,0,0,0.243986735138473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111578098740448,0.00088221043805346,0.197453874191444,0,0,0,0.0531721106053706,-0.0183839427223642,0,0,0,0,0,0
X600547.SH,0,0,0,0,0.06899801955338,-0.00964217330449525,0,0,0.00797462847891195,0,0,0,0,-0.0127109107771774,0,0,0,0,0,0,-0.0666147192365564,0,0,0,0,0,0.539678158468377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810174713345934,0,-0.108005309183727,0,0.00856608573687733,0,0,0,0,0,0,0
X601992.SH,0,0,0,-0.0805836489597285,0.0199101333603357,0,0,0,0,0,0,0,0,0,0.0207357221698856,0,0,0,0,0,0.638469763469628,0,0,0,0,0,0,0,0,0,0,0,0,0.223079639303911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000634504986808488,-0.0142181814978714,0,0,0,0,0,0
