,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600886.SH,X600795.SH,X600010.SH,X600188.SH,X600688.SH,X600309.SH,X600583.SH,X002353.SZ,X600027.SH,X601992.SH,X000792.SZ,X601158.SH,X000898.SZ,X000883.SZ,X600315.SH,X600490.SH,X600489.SH,X000709.SZ,X600547.SH,X000629.SZ,X000831.SZ,X000825.SZ,X600352.SH,X000539.SZ,X600660.SH,X601699.SH,X000630.SZ,X600549.SH,X000983.SZ,X600307.SH,X000937.SZ,X000027.SZ,X002470.SZ,X000960.SZ,X600578.SH,X000959.SZ,X600516.SH,X600863.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0544863726074175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00466067659495583,0,0.00159541958713536,0,0,0.0499203872126148,0,0,0.0131907196621881,0,0,0,0.0145406139356612,0,0,0,0,0,0,0,0,0,0.0024044749090093,0.0261885968760742,0,0,0,0,0,0,0,0.0781372149499002,0,-0.00429018659374063,-0.000341200257497192,0,0,0,0,0,0
X600028.SH,0,0,0.0319399060724124,0.148701355498197,0,0,0,0,0,0,0,0,0,0,0,0,0.0130180224977533,0,0.0365313961561804,0,0,0.068806047100687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329824444172098,0,0.0348574683829496,0,0,0,0.0109227842950187,0.0878490040361726,0,0.043874264333511,0,0,0,-0.0212550111647075,0.0346208134874539,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.00895444424694557,0,0,0,0.0566387796904065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308048530402247,0.00462308041459972,0.0943862881383545,0,0,-0.0275095250703336,0.0391220217048514,0,0,0,0,0,0.000889736919315797,1.35525271560688e-20,0,0,0,0,0,0
X600585.SH,0,0.0590501545072991,0.0687574098156732,0,0,0,0.142394334727065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0800921941544381,0,0,0,0,0.00974652929702645,0.0937697950638787,0,0,0,0.0226392140651877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268595351677782,0,0,0,0,0,0,-0.00356867123143552,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.100317966908721,0,0,0,0,0,0.0949546624287949,0,0.000790627981725253,0,0,0,0,-0.0401834842796527,0.107988133400048,0.0862512513824067,0,0,0,0,0,-0.0228573759441609,0,0,0,0,0,0,0,0,0.0149517303990504,0,0,0,0,0,0,0,0,0,0,0.0712534037122945,0,0,0,0,0.0202001601801116,0.0104905541666236,0,0,0,0,0,0
X600019.SH,0,0,0.052002803220468,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0379058404916351,0,0,0,0,0,0.048041840362779,0,0,0,0.0664213011786562,0,0,0,0,0,0.0412338723348066,0,0,0,0,0.0867894985389877,0,0,0,0,0.0253262232012017,0,0.21717498872947,0,0,0.00229429021013683,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0145314376914773,0,0.101536249993314,0,0,0,0.0494004129484836,0,0,0,0,0,0,0,0,0,0,0.0716408292253025,0,0,0,0,0,0,0,0,0,0.012482224268084,0.131912915234241,0,0,0,0,0,0,0,0,0,0.177811296426759,0,0,0,0,0,0,0.0734063947831158,0,0,0.0008660172814439,-0.0019761904268147,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00390121489078309,0,0,0,0,0,0.00591912966964066,0,0,0,0,0,0.141891454178923,0,0.0266859027009478,0,0,0,0,0,0,0,0,0,0,0,0,0.227571589999953,0,0,0,0,0,0,-0.00172208254260403,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.00968822280637409,0,0,0,0,0.000736111157952813,0.0250176461348373,0,0,0.0119136058549859,0,0.072483245175153,0,0,0,0,0,0,0,0,0,0.0245071633013208,0,0.0303821089846856,0,0,0,0.0832845720512122,0.0276780427298611,0.253075143167541,0,0.074658892606867,0,0,0,0.0698238946399426,0,0,0,0,0,0,-0.00540458532820228,-0.0024265404663849,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254064602399763,0.0156635714042998,0,0,0,0,0,0,0.0906846949744176,0,0,0,0,0,0,0.188884946296958,0,0,0,0,0,0,0.175180787765917,0.0890896078239185,0,0,0,0.0502213690082485,0,0,0,0.0422776339355071,0,0,0.118552391119873,0,-0.0110543539547524,0,0,0,0,0,0,0
