,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601992.SH,X300072.SZ,X600688.SH,X601898.SH,X601991.SH,X600795.SH,X600309.SH,X601600.SH,X600660.SH,X600547.SH,X600362.SH,X600886.SH,X600188.SH,X600339.SH,X000709.SZ,X600027.SH,X002466.SZ,X600157.SH,X600111.SH,X600008.SH,X000898.SZ,X000959.SZ,X601158.SH,X600299.SH,X600489.SH,X002460.SZ,X000408.SZ,X000883.SZ,X600583.SH,X600352.SH,X600219.SH,X000630.SZ,X000723.SZ,X000539.SZ,X600578.SH,X000027.SZ,X002271.SZ,X600021.SH,X600176.SH,X000792.SZ,X600160.SH,X000786.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.165922913924585,0,0,0,0,0,0.00898199199471705,0,0,-1.73472347597681e-18,0,0,0,0.175356443744573,0,0,0,0,0,0,0,0,0,0,0,0.0357616610234297,0,0,0,0,0,-0.0232461998252972,0,0,0.0559141516981812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00601057648582489,0.00202717265796,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0603119490128999,0,0.00393066573325845,0.0691551661578622,0,0,0,0,0.0317404421389981,0,0,0,0.0457208379784634,0,0.0165782639229748,-0.0738944702152933,0,0,0,0,0,0,0.0665407187947886,0,0,0,0,-0.0708355834825945,0,0,0.0769840407431419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,-0.00504303336600963,0,0,0,0,0,0,0,0,0.000602068252205544,0,0,0,0,0,0,0,0,0,0,0.105621206071816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100540204399443,0,0,-0.00262500042496218,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0213827601042599,0,0,0,0.502537642777949,-0.0377575476802737,0,0,0,0,0.0859456223656864,0,0,0,0,0,0,0,0.0571355499897564,0,0,0,0,0,0,0,0,0,-0.0222870092979726,0,0,0,0,0,0
X600011.SH,0,0,0.0622469151525948,0,0,0,0,0,0,0,0,0.0118300755804732,0,0,0,0,0,0,0,0,0,0.0766907741320609,0.350254776224953,0,0,0,0.0366231808693794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0327538734176561,0,0,0,0,0.0584811658705763,0,0.0069799364114215,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0917441664135161,0,0,0.0212877045322969,0,0,0,0,0,0,0,0,0,0.0251853082459127,0,0,0,0,0,0.145251739777839,0,0,-0.00882225275685128,0.148263936614183,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373753065725198,0,0.0533515083827153,0,0,0,-0.010986797993223,0,0,1.0842021724855e-19,-0.00319920747735772,0,0,0,-0.102865629436754,0,0
X600010.SH,0,0,0,0.130025636505793,0,0,0,-2.16840434497101e-19,0,0,0,-0.0478868324326216,0,0,0.035889534200287,0,0,0,0,0,0,0.0422627783067437,0,0,0,0,0.0801147277054469,0.110837159548214,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0123908558008211,0.170519720013171,0,0,-0.00386584450494815,0,0,0,0,0,0.0256010331453785,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594028826500088,0,-0.050467657097171,0,0,0.240127329885033,0,0.21476925587323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130220807176812,0,0.0456032258471482,0,0,0,0,0,0,0
X300072.SZ,0,0,0,0,-0.503517054881514,-0.125585816709443,0,0,0,0,0,0,0,0.563440559725727,0,0.237456521032322,0,0,0,0,0,0,0,0,0,0,0.214400933512256,0,0,0,0,-0.0288775506185784,-0.123956340802624,0,0,-0.0408003427261293,0,0,0,0,0.014269314235909,-0.0680350834906154,0,0.0455403896617631,0,0,0,0,0,0,0.110977293560047,0,0,0,0,0,0,0
X600688.SH,0.106699900814728,0.0979871300130953,0,0,0,0,0,0.013162997608358,0,0,0,-0.074224672447612,0,0,0,0,0,0.0300258538265359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341482844785368,-0.0509450797660935,0,0,0.0881680399190238,0,0,0,0,0,0,0,0,0,0,-0.00890265275665285,0,0,0,0,-0.00823647026771595,0,0,0,0,0,0
