,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600688.SH,X600188.SH,X600547.SH,X600795.SH,X601600.SH,X601991.SH,X600027.SH,X600362.SH,X600157.SH,X600886.SH,X600111.SH,X600489.SH,X300072.SZ,X601992.SH,X600660.SH,X600309.SH,X600623.SH,X002466.SZ,X600299.SH,X000792.SZ,X002075.SZ,X601158.SH,X000709.SZ,X600583.SH,X000898.SZ,X000408.SZ,X600352.SH,X000723.SZ,X000983.SZ,X000883.SZ,X600549.SH,X000539.SZ,X600176.SH,X000027.SZ,X002470.SZ,X000012.SZ,X002460.SZ,X000630.SZ,X000959.SZ,X601699.SH,X600219.SH,X600021.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0.0152536630028387,0,0,0.0232555422933124,0.00551907632379173,-0.00130684299976801,0,0,0,0,0.0213535545507263,0,0,0.0237896839237984,0,0.0230184007233309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0.076313832562134,0,0,0,0,0.015956843431936,0,0,0,-0.0029412936005447,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.06248366982099,0.0399415588632373,-0.0097721058202649,0,0,0,0,0,0,0,0,-0.0218708617286852,0,0,0,0,0,0,0,0,0.0404178159523832,0,0,0,0,0.0621342779114585,0,0,0.0316107655908008,0,0.0229712438218864,0,0,0,0,0.00653511347952597,0,0,0,0.0223588932431051,0,0,0,-0.00793968180341488,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0455997726799836,0.181515660055681,0.0896836882618293,0,0,0,0,0,0,0,0,0,0,0,0.00410444742766517,0,0,0,0.0304573216621897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00744737708029685,0,0,0,0,0.0181254878934789,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.134491156461682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445882339243794,0,0,0,0.0114868063188553,0,0,0,0,0,0.0972744191242691,0.110861288743103,0,0,0,0,0,-0.0710828935506918,0,0.0911267250748501,0,0.0686361815550147,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.0286175470770691,0,0,0,0,0,0,0,0.00269703407503688,0,0,0.18050723283799,0,0,0,0,0,0.0165481317870926,0,0,0,0,0,0,0,0,0,0,0,0.0868242738757734,0,0,0,0,0,0.061685451580529,0.0623767229417828,0,0,0,0.0521126706349854,0,0,0,0,-0.0199669208277215,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.095560844435811,0,0,0,0,0.0955493510002706,0,0,0,0,0,0,0,0,0,0,0,0,0.1992188397546,0,0.155210519799044,0,0,0,-0.014735135976521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00195113949689313,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,-0.0519316723934517,0,0,0,0,0,0,0,0,0,0,0,0,0.011287908689768,0.0332599024708716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233976041514904,0,0,0,0,0,0,0,0,0,0,0,0,-0.046331278000689,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.0172574170082855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0743688469419876,0,0,0,0.0714762902964002,0,0,0,0,0.0622048956741438,0,0,0.03192235524535,0,0,0,0,0,0,0,0,0,0,0.45570293251004,0,0,0,-0.00238313553279803,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373166392283347,0,0,0,0,0.0351567482132416,0,0,0,0.057299585190877,0,0,0,0,0,0,0,0.0326815132445238,0,0.0495954675163091,0,0,0.0567745509489561,0.0984800778156588,0,0.0765036502558833,0,0,0.176778379843792,0,0,0,0.00457740487484306,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.0434258614232584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137245903382123,0,0,0.0595215577241866,0.0438508897966033,0,0,0,0.034570838254853,0,0,0,0,0,0,0,0.6145521078046,0,-1.73472347597681e-18,0,0,0,-0.0449449703388911,0.179962682294419,0,0,0,0.118472088672233,0,0,0,0,0.122350408334221,0,0,0,0,0,0
