,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600011.SH,X600547.SH,X000708.SZ,X601898.SH,X600886.SH,X600010.SH,X601600.SH,X600660.SH,X600362.SH,X600801.SH,X600188.SH,X600795.SH,X601991.SH,X600352.SH,X600688.SH,X000786.SZ,X600027.SH,X600111.SH,X002271.SZ,X601992.SH,X002460.SZ,X000723.SZ,X002466.SZ,X600176.SH,X600583.SH,X002353.SZ,X600516.SH,X000898.SZ,X600299.SH,X600426.SH,X000883.SZ,X600489.SH,X000709.SZ,X601158.SH,X600219.SH,X600612.SH,X000027.SZ,X000792.SZ,X000629.SZ,X000553.SZ,X000825.SZ,X000630.SZ,X000539.SZ,X002110.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.0343540838069705,0.131524297606321,0,0,0,0,0,0,0,0,0,0.115325323261708,0,0,0.0460798069771578,0,0,0.041088925040368,0,-8.67361737988404e-19,0,0,0.104040235130203,0,0.0287020077681786,0,0,0,0,0.0381550404323627,0,0,0,0,0,-0.0455085624943581,0,0,0,0,0,0,0,-0.0128432562584452,0.00365753189796201,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0475382474353811,0.0205754700376243,0,0,0,0,0,-0.0068266555349005,0.0481962714384815,0,0,0,0,-0.038055372892537,0,0,0,0,0,0.11994589969208,0,0,0.0340545052119746,0.0160923788020069,0,0,0,0,0,0,0,0,0,0,0,-0.0307559633108796,0,0,0,0,0,0,0,-0.0010005231696138,0,0,0,0,0.00309882821595808,0,0
X601088.SH,0,0,0,0,0,0.0485313419814903,0,0,0,0,0,0,0,0,0,0.0202341087633388,0.211504784261599,0,0,0,0,0.00869164296947146,0,0,0.0486101926739514,0,0,0,0.063235884708381,0,0,-0.0546143423627519,0.0483376326403491,0,0.00900094379707995,0,0,0,0,0,0,0,0.104468355317252,0,0,0,0,0,0,0,0,-0.00482220984808184,2.16840434497101e-19,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.00461492926161497,0,0,0,0,0,0.0359048890166136,0,0,0,0,0.391302486838358,0,0,0,0,0,0.0643961272252359,0,0,0,0,0,0,0.0168979396055538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161922323406362,-0.0355984798887712,0,0,0,0,0,0
X600309.SH,0,0,0,0.0110807785265926,0,0,0,0,-0.0455702670091551,0,0,-0.0187415929072699,0,0,0,0.215190319080901,0,0,0,0,0,0,0,0,0.187552102485664,0,0,0,0.0384587839938446,0,0,0,0.0560839290221217,0,0,0,0,0,0,0,0,0,0,-0.0183642677156442,0,0,0,0,0,0,0,-0.0321796164250465,0,0,0,0,-0.010225512833605,0,0
X600019.SH,0,0,0.183516287491658,0,0,0,0,0,0.0301845331894843,0,0,0.0631629397931306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881704455465571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741282026389555,0,0.0127254355921948,0,0,0,0,0.0208649678331249,0,0
X600011.SH,0,0,0,0,0,0,0,0,-0.0519415725521429,0,0,0,0,0,0,0.00443549073495396,0,0,0,0,0,0.171885320091778,0.313763644855617,0,0.051079975170634,0,0.0232048925246995,0,0,0,0.0418109439793434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00258810598765985,0.010316933529008,0,0,0,-0.0074375270985422,0,0
X600547.SH,0,0,0,0,0,-0.0634810786163204,0,0,0,0,0,0,0,0,0,-0.0304520198840956,0,0,0,0,0,0,0,0,0,0,0,0,-0.05021921264316,0,0,0,0,0,0,0,0,1.14621523994473,0,0,0,0.0798359616579131,0,0.119967590787387,0,0,0,0,0,0,0,-0.032027370379578,0.00926768774168133,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0.396300737366336,0,0,0,0,0,0,0.220333117676711,0,0,0.10284898964215,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0.0689805711937514,0,0,0.0994980452990095,0,0,0,0,0,0,0,0,0,0,0.163551401854729,0,0,-0.0436768044002658,-0.0113326241486105,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,-0.0211407374517744,0,0,0,0,0,0,0,0.448095192565449,0,0,0,0,0,0,-0.126652782404526,0,0,0,0,0.047972681612603,0,0,0,-0.0129460150632015,0,0,-0.0454831046781501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0505760945843342,0.0464532612746455,0,0,0,0.0459164861419914,0,0
