,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X002460.SZ,X000792.SZ,X600111.SH,X600019.SH,X002466.SZ,X600011.SH,X002271.SZ,X000877.SZ,X600010.SH,X600660.SH,X600188.SH,X601600.SH,X000708.SZ,X000301.SZ,X601898.SH,X600547.SH,X600886.SH,X600362.SH,X000723.SZ,X000408.SZ,X600176.SH,X600426.SH,X601991.SH,X000786.SZ,X002080.SZ,X600219.SH,X600027.SH,X600803.SH,X600795.SH,X600399.SH,X300037.SZ,X600688.SH,X002326.SZ,X300073.SZ,X600378.SH,X600141.SH,X600516.SH,X600352.SH,X600486.SH,X000825.SZ,X600801.SH,X600489.SH,X000807.SZ,X600157.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890970608819834,0,0,0,0,0,0,0,0.0149728160816902,0.00354014300838621,0,0.0865235093001346,0,0,0,0,0.0479801995465622,0,0,0,0,0,0,0,0,0,0.0555334552878713,0,0,0,0,0,0,0.0691252647581607,0,0,-0.026992371536265,0,0,0,0,0,0,0
X600028.SH,0.168996940864883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543870680667358,0,0,0,0.0543405019333113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554718758362956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0255876422804708,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.165731544496697,0.0331248050921541,0,0,0,0,0.305434238979531,0,0,0,0,0,0,0,0.0577676621473694,0,0,0,0,0,0,0,0,0,0,0,0,0.0837633336989964,0,0,0,0.0320339850626264,0,0,0,0,0,0,0,0,0,0,-0.0301493805648868,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0196367975661476,0,0,0,0,0,-1.73472347597681e-18,0,0,0.00975872336583327,0.00386671240602567,0.0191207979921343,0,0,0.0497186459813481,0,0,0,0,0,0,0,0,0.142027025935188,0.0653660077063399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184068516629082,0,0,0.00901178813029024,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.0159055196891332,0,0,0,0,0,0,0,0,0,0.0168103126934554,0,0,0,0,0,0.150405433031108,0,0,0.109718143949349,-0.0970144244231858,0,0,0,0,0,0,0,-0.0302428394420811,0.0183761208734921,0,0,0,0,0,0,0.279395474355375,0,0,0,0,0,-0.0285381419083582,0.0415456581421891,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.390979499306508,0,0,0,0,0.109190657935306,0,0,0,0,0,0,0,0,0,0.132231142140523,0,0,0,0,0.00914298038759328,0,0,0,0,0,0,0,0,0,0,0.0862292654609537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.141529610654945,0,0.0266234732099536,0,0.110276751154666,0,-0.0782867092373146,0,0.116977975376481,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0290829775588807,0.238138057929117,0,0,0,0,0.0270634299908158,0,0,0,0,0,0,0,0,0.039106915541743,0.166098126484499,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0232447899829358,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.218577648225942,0.06060140932583,0,0,0.153880289060512,0,0,0,0,0.145135333759521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.121061668220793,0,0,0,0.0167839853239307,0,0,0,0,0,0,0,0,0,-0.00520933139890654,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.098915242202849,0,0,0,0,0.0653651518180487,0,0,0,0,0,0,0,0,0.0728346393528403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217957246100626,0.0913503921454987,0,0,0,0.00495061080419974,0,-0.0103929722508631,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.649356811764397,0.240575616092334,0.0326763483893052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0492122904230476,0,0,0,0,0,0,-0.0304725883658012,0,0,0,0,0,0,0.0996100158045761,0,0,0,0,0,0,0,0,0,0,0.00815016373842129,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600011.SH,0,0,0.157861564654856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395595317980356,0,0,0.105636847723741,0,0,-0.043104710111622,0,0,0.0995540364207453,-0.115529147904281,0.0629253129792435,0,0.527286518476029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151981862030094,0,0,0,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0,0,0,0,0,0,0,-0.0434028196977364,0,0,0,0.108700539804275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815570345750378,0,0,0,0,0,0,0,0,0,-0.0549129592028668,0,-0.0164786100160996,-0.0673878192080243,0,0,0,0,0,0,0,0,0,-0.0138248915479329,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0803124792213287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441220660816955,0,0,0,0,0,0,0,0,0.0178113678428617,0,0,0.069112788083466,0,0,0,0.020967530036203,0.217239914841019,0,0,0,0,0,0,0.019406101337749,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.286455017154267,0,0,0,0,0,0,0,0.123739949578691,0.0406524312187337,0,0.0652291619449429,0,0,0,0,0,0,0,0,0,0,0,0,0.00428366196751106,0,0,0,0,0,0,0,0,0,0.056876877644862,0,0,0,0,0,0,0,0.119744743819591,0,0,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,-0.126627791991139,0,0,0,0,0,0,0,0,0.0471979701195716,0,0,-0.153597650620875,0,0.0350655480221157,0,0,0.210568753899253,0,0,0.055521053662512,0,0,0,0,0,0,0.0126156475937462,0,0,0.0665304447018795,0,0,0,0.055491380005177,0,0,0,0,0,0,0,0,0.0510032817249221,0,0,0,-0.0445554900798202,0,0
X600188.SH,0.114481722186541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182685002459625,0,0.03727621214607,0.734865673869706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180670364852129,0.0460145768336876,0,0,0,0,0,0,0,0.0626337716436307,0,0,0,0,0,0.0145089478680937,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,-0.0504997581514027,0,0,0.0953329833392346,0,0.124762065825393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282466120214405,0,0,0,0,0,0,0,0.0386411814982281,0.225018527513683,0,0,0.348960207810413,0,0,0,0.00174317072578382,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,0,0.104190530126339,0,0,0,0.117689987019238,0,0,0,0.019021359761559,0,0,0.0619301067612033,0,0,0,0,0,0,0,0,0,0.0468900539418365,0,0,0,0,0,0,0,0,0,0,0,0.0156001497918005,0,0,0,0,0.0879173704491594,0,0,0,0,0,0,0.022807953776491,0,0,0,0,0,0
X000301.SZ,0,0,0,0,0,0,0,0,0,0,0.0367055866275004,0,0,0.346922538442969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165106432441034,0,0,0.0660127195774884,0,0,0.215823709581461,0,0,0,0,0,0,0,0.127145492020866,0,0,0.0239692457104772,0,0,0,0,0,0,0
X601898.SH,0,0,0.195947768839167,0,0,0,0,0,0,0,0,-0.0540210619140432,0,0,0,0.2817697255082,0.00989188796643735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0880222064781985,-0.0328948658227815,0,0,0,0,0,0,0,0,0.110961516441434,0,0,0,0.093346457823707,0,0,0.454746930353844,0,0,0,-0.0752669738607092,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0356954473549247,-0.0261534828227359,-0.0564760126634062,0,0,0,0,0,0,0,0,0.0658093989198175,0,-0.0738044908110241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231198535182271,0,0,0.0370485940515348,0,0,0.0457533143360868,0,0,0,0,0,0.105947293774324,0,0,0,0,-0.0147258581134183,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0.14587734198498,0,0,0,0,0.146338347151529,0,0,0,0,0,0,0,0.0121448001317269,0,0,0,0.254976817149446,-0.0319949837339257,0,0,0.0485965695373441,0,0.112641796004377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585832894480969,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0859679221662356,0.0286077450440651,0,0,0.0252106488741135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149709284690328,0,0,0,0,0.0643370863817562,0,0,0.0293655770491528,0,0,0,0,0,-0.017256131790146,-0.010782561842328,0,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,0,0,0,0.113709265471185,0.099874305550773,0,0,0,0,0.235862881456098,0,0,0,0,0,0,0,0,-0.199758034562508,0.0779720318287286,0,0,0,0,0,0,0.0888808566765554,0,0,0,0,0.0288678353015819,0.260568490824725,-0.0588038781614638,-0.0223855807973332,0,0,-0.159206890947844,0,0,0,0,0,0,0,-0.00684400833061186,0,0,0,0,0,0,0
