,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X000301.SZ,X601898.SH,X600111.SH,X600019.SH,X600011.SH,X000708.SZ,X600660.SH,X600010.SH,X000877.SZ,X002271.SZ,X600547.SH,X601600.SH,X600886.SH,X600795.SH,X600426.SH,X600176.SH,X600362.SH,X000408.SZ,X601991.SH,X600096.SH,X000629.SZ,X600803.SH,X000983.SZ,X600348.SH,X000723.SZ,X600027.SH,X300073.SZ,X000786.SZ,X600160.SH,X002080.SZ,X600219.SH,X600141.SH,X601699.SH,X002353.SZ,X600549.SH,X600157.SH,X600378.SH,X000933.SZ,X300037.SZ,X600801.SH,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0274350374729937,0.0196784885038846,0,0,0,0,0,0,0,0,-0.056965270832962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.150294092074327,0.0365249320801099,0,0,0,-0.0102927813752316,0,-0.0119885385599126,0,0,0.0953622392380507,0,0,0,0,0,0,0,0.0748275541583574,-0.0541917135190626,0.0266518100184732,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.272396438963641,0.198932352935865,0.0166160807650662,0,0,0,0,0,0,0.0650432316749515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109169200864306,0,0.0686562020004938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20514150453836,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.14247935532655,0,0,0.0307255989001682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239105554152821,0,0.0475243240085323,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0136881701408744,0,0.00112357736047349,0.011893532141685,0,0,0,0.0669854536139471,0,0.0100742705094175,-0.0109531025927381,0,0,0,0,0,0
X600309.SH,0,0.148711347980301,0,0,0,0,0,0,0,-0.0425485617589578,0.0879961084874909,0,0,0,0.00548080218161088,0,0,0.131065297309455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00977446138316239,0,0,0,0,0,0,0,0,0.000770308467105665,-0.0148205162138682,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.491838704885527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189295351091037,0,0,0,0,-0.0213169791122262,0,0,0,0.0161906451028456,0.111791479697429,0,0,0,0,0,0,0,0,0,0,-0.0270330604413477,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.634462897135401,0,0.0275995220343351,0,0,0,0,0,0,0,0.0712141635877341,0,0,0,0,0,0,0,0,0,0.0165574754045419,0,0,-0.217995811632147,0,0,-0.0311191574336286,0,0,0,0,0,0.071457273067911,0,0.236292085785145,0,0,0,0,0,0,0,0,0,0,0,0.023411048009964,0,0,0,0.0168605050569334,0,0
X002460.SZ,0,0,0,0,0,0.234749706541969,0,0,0.0294620897067261,0,0,0,0,0,0,0,0.0387607876270229,0,0.0953565210546351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0188673340575048,0.0387340949101014,0,0,0,0,0.125670629352834,0,0,0,0,0,0.164302956960033,0.185954249524003,0,0,0,0,-0.0573192854592161,0,0,0,0.0458933532426955,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,-0.000936865835737555,0.0242097536162416,0,0,0,0,0,0,0,0.149224096609012,0,0,0,0,0,0,0,0,0,0.0375929764287918,0.0122145246233141,0,0,0,0.0724752704107919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322763989013842,0,0,0,-0.0407327794247706,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.337510465524576,0.00679892209360021,0,0,0,0,0,0,0.0763390538699681,0,0,0.0410143379901739,0,0,0,0.114821294617548,0,0,0,0,0,0,0,0,0.0409398297957428,0,0,0.140896110690517,0,0.0468830857941998,0,0,0,0.010263075936599,0.0422775910372512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554965419283472,0,0
X000301.SZ,0,0,0,-0.105816312879154,0,0.356721510582351,0,0,0,0,0,0,0,0,0.183469911147309,0,0.134926803583896,0,0,0,0,0,0,0,0,0,0.28270655977812,0,0,0,0,-0.05311649603469,0.0490181003794402,0.0558609034842858,0,0,-0.0274982756327157,0,0.112167126398477,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.138904961378094,-0.114586636419664,0,0,0,0.0684659153989803,0,0
