,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600660.SH,X600688.SH,X600362.SH,X300072.SZ,X002466.SZ,X601992.SH,X600795.SH,X600516.SH,X600547.SH,X601991.SH,X600111.SH,X002460.SZ,X600886.SH,X600176.SH,X000898.SZ,X000792.SZ,X000709.SZ,X000786.SZ,X600157.SH,X600352.SH,X000408.SZ,X000553.SZ,X002271.SZ,X600027.SH,X601699.SH,X600219.SH,X600489.SH,X600339.SH,X000983.SZ,X600808.SH,X002092.SZ,X600299.SH,X000959.SZ,X002110.SZ,X601158.SH,X000883.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.559621775376666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0366612648207214,-0.10302464075438,0,0,0,0,0,0,0.0186542047127928,0,0.00509438335417245,0,0,0,0,0.0738057474524152,0,-0.00318354339318443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00926948708666747,0,0,0,0,0,0,0
X600028.SH,0.619660821585241,0,0.0153673535796682,0,0.0441890880164437,0,0,0,0,0,0,0.0699587577819153,0,0,0,0,0,0,0,0,0,0,0,-0.0927822289281136,0,0,0,0,0,-0.013516873587808,0,0,-0.00503084350016657,0,0,0,0,0,0.0135263271378494,-0.114945985366967,0,0,0,0,0,0,0,0,0,0,-0.00689490096896838,0,0,0,0,0,0
X601088.SH,0,0,0,0.0871037947163141,0.241594270995046,0,0,0,0.0460078234142566,0,0,0,0,0,0,-0.0504663717701147,0,0,0,0,0,0,0,0,0,0,0,0.0305040562723947,0,0,0,0,0.0851282990987946,0,0.0251258707365706,0,0,0,0,0,0,-0.0739664682721685,0,0,0,0,0,0,0,0.00150932974283748,0.0188421228819613,0,0,0,0,0,0
X600019.SH,0,0,0.141936762957809,0,0.202247081130161,0,0,0,0,0,0,0,0,0,0,0,0,0.134992619659718,0,0,0,-0.0943342537623827,0,0,0.267129867652875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209172349296248,-0.0285747754081125,0,0,0,0,0,0
X600585.SH,0,0,0.410607229124962,0,0,0,0,0,0.0339237371758382,0,0,0,0.105834350100103,0,0.128298478297171,0,0,0,0,0,0,0,0,0,0,-0.240900495772358,0,0.208606509007968,0,0,0,0.0200013746384307,0,0,0.0376371707258455,0,0,0,0,0,0,0.27655413140883,0,0,0,0,0,0,0,-0.0194893715448078,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0513783970306778,0,0,0,0.0469421237851239,0,0,0,0,0,0,0,0.145584571912738,0.0231787516766917,0,0,0,0.0612466859670759,0,0,0,0,0,0.0696509906707567,0,0,0,0,0,0,0,0.0286859621418364,0.0763842105645158,0,0.0822405116949622,0,0,0,0,0,0,-0.00666276754959519,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148112792352332,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0823045000063662,0,0,0,0,0,0,0,0,0.176623217884659,0,0,0,0,0,0,0,0,-0.0555220653114882,0,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0550069296921782,0,0,0,0,0,0,0,0,0,0.0633645916252047,0,0.0494656474835448,0,0,0,0,0,-0.0273766664294987,0,-0.0576757663320821,0,-0.00634535996636349,0,0.0485784150724966,0,0,0,0,0,0,0,0,0,0,0.048354163805516,0,0,0.0330560727339736,0,0,0,0,0,0,0,-0.000158740668668537,-0.00725665429661895,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.162463504268316,0,0.0576677542295248,0,0,0,0,0,0,0.0688357514642899,0,0,0,0.00620177587570262,0,0,0,0.104753763607356,0,0.127086078366197,0,0.0229711897208227,0,0,0,0.0410505362663412,0,0,0,0,0.23507341236298,0,0,0,0,0.318129290630694,0,0,0,0,0,0,0,0,0,0.0204530505612227,-0.0307837739384366,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520026003889633,0,0,0,0,0,0,0,0.032988940147961,0,0,0,0,0,0.0367946901807318,0,0,0.0639518289762442,0,0,0,0.172619591443885,0.184934960171766,0,0,0,0.000185368973142491,0,0,0,0,0,-8.89138107007071e-05,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.0795712930081681,0,0,0,0,0,0,0,-0.0287536001342942,0,0.027139521392696,0,0,0,-0.109154462051854,0,0.306854232705106,0,0,0,0,0,0,0,0,0.138445344244643,0,0,0,0,0,0,0,0,0,0,0.0483083661557279,0,0,0,0,0,-0.0146431078809458,0.0297106756422816,0,0,0,0,0,0
X600688.SH,0,0.116854661414797,0,0,-0.0481035303665378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397897958779816,0,0,0,0,0,-0.030503530159868,0,0.0712487163425609,0,0,0,0,0,0,0,0,0,0,0,0.0662980122423863,0,0,0,0,0,-0.0106144270383314,0.00136672886894323,0,0,0,0.0410713025762203,0,0
X600362.SH,0,0,0,0.100888706165641,0,0,0,-0.0519788787171215,0.0101091193276051,0,0,0,0,0,0,0,0,0.00728148606361159,0,0,0.475163629237334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0192117263322895,0,0.152582430671309,0,0,0,0,0,0,0,0,0,-0.00453567711022623,0,0,0,0,0,0,0
