,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X601600.SH,X601991.SH,X600688.SH,X600027.SH,X600886.SH,X601992.SH,X600157.SH,X600362.SH,X600111.SH,X600188.SH,X600299.SH,X600623.SH,X601158.SH,X002466.SZ,X600583.SH,X600352.SH,X000027.SZ,X600309.SH,X000539.SZ,X600660.SH,X000792.SZ,X600160.SH,X000630.SZ,X600098.SH,X000709.SZ,X000898.SZ,X000883.SZ,X600021.SH,X002470.SZ,X000060.SZ,X600547.SH,X600578.SH,X002004.SZ,X600489.SH,X600315.SH,X600863.SH,X000629.SZ,X300072.SZ,X600022.SH,X601918.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.0269943998377053,0,0,0,0,0,0,0,0,0,0,0,0.149815287569162,0,0,0,0,0,0.129169628638304,0,0.0472024120342532,0,0.0859677417973554,0,0,0,0,0.0674941909554554,0,0,0,0,0,0,0,0,0,0,0,0.0115605628518136,0,0,0,0,0,0,0
X600028.SH,0.0991001596790326,0,0,0,0,0,0,0,0,0,0,0.129100777785709,0,0,0,0,0.0561529628929321,0,0.139401402048165,0,0,0,0,0.0266640105672141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262499741650457,0,0,0,0,0,0,0,0,0,0,0,0.00788702359150696,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.23510280640733,0,0,0,0,0,0,0.0209485062393372,0,0,0,0.112345910418532,0,0,0,0,0,0,0,0,0,0,0.0239159769695463,0,0,0,0.0939710422425808,0,0,0,0,0.0613492540184376,0,0,0,0,0,0,0,0,0,0,0,0,-0.0103528515454459,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409004118818793,0.144436397077498,0,0,0,0,0,0,0,0.130674527575417,0,0,0,0,0,0.062708990860486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480972484856956,0,0,0.00239936795194378,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153575404415,0,0.0416536075641157,0.209688456240521,0,0,0,0.0300551951908846,0,0,0,0,0,0,0,0,0,0,0.151948639770867,0,0,0,0,0.12246697214762,0,0,0.104583672182519,0,0,0,0,0,0,0.0200702525326983,0,-0.00898241855101153,-0.0211298209839928,0,0,0,0,0,0
X600585.SH,0,0,0.392327125459834,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434266700816671,0,-6.93889390390723e-18,0,0,0.091090597187898,0,0,0,0,0,0,0,0,0.0244325225980637,0,0,0,0,0,0,0,0.0127661723132952,0,0,0,0,0,0,0,0,0,0.0636009081488816,0,-0.0160562760284868,-0.00452054874257169,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0450139908156016,0,0,0,0,0,0,0.169104611830927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00424689897828796,0.00560811384648351,0,0,0.194926930934019,0,0,0,0,0.0353465573968479,0,0,0,0,0,0,0,0,0,0,0,0,0.0136670448280644,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111893172073487,0.231608367957805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534289595952588,0,0,0,0,0,0,0,0.107430368624835,0,0,0,0,0,0,0,0,0,0.17974285087748,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115094520308101,0,0,0,0,0,0,0,0,0,0.0286263797140018,0,0,0,0,0,0.0187001474942735,0,0,0,0,0,0.253419825673084,0,0.0267100976617307,0,0,0.0112665523841181,0,0,0,0,0,0,0,0,-0.00732713251352388,-0.00472478486005566,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316920463113195,0.0641119916685751,0.230195849407544,0,0.00904077822069429,0,0,0,0,0,0,0,0,0,0,0,0.00376996116530149,0,0,0.21694481484467,0,0,0,0,0.174956317298644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00749813630357344,0,0,0.0520935256778837,0.133034040751307,0,0,0,0,0,0,0,0.0141068195929887,0,0,-3.46944695195361e-18,0.00774436998677285,0,0,0.0999363564974538,0,0,0,0,0.0820517491817605,0,0,0,0,0,0,0,0,0,0.0880849037072822,0,0,0.000808754460818351,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575870051223012,0,0,0,0,0.0721840780806021,0,0.0191314727092454,0,0,0.0384267402142044,0,0.0308150898585882,0,0,0,0,0.23413117741325,0,0,0,0,0,0.197257096646726,0,0,0,0,0,0,0,0,0,0.0990997184125703,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173145856399048,0,0,0.0360511252503921,0,0,0,0,0,0,0,0,0.0166886520200801,0,0,0.0480508579583768,0,0,0.107754729681509,0.0526736903269197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174899780159805,0,0,0.00415128775511311,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0.196805412488317,0,0,0,0,0,0,0,0,0,0,0.279527186934937,0,0,0,0,0.048585119052084,0.131125401060666,0,0,0,0,0,0,0.0261843297484271,0,0.15545649646661,0,0,0,0,0,0,0,-0.297675354322916,0,-0.160214010431508,0,0,0,0,0,0,0,0,-0.18923306801711,0.0405490499289743,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0.102499146837903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497199208749245,0,0,0,0,0.258870233857088,0,0,0,0,0,0,0,0,0,0.252208359001202,0,0,0,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070622940124236,0,0,0,0.0828842919422536,0,0,0,0,0,0,0,0,0,0.0490819235476528,0,0,0.0454692473496828,0,0,0.250363595788596,0.160780253857786,0.161871381299557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.128920808653593,0,0.137259955346637,0,0,0,0.056863872488286,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.259349358351008,0,0,0,0,0,0,0,0,0,0.0669344343805822,0,0.00191159631608346,0.00932968879685514,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0678150879364108,0,0,0,0.0124365175601863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.453017833944168,0,0,0,0,0,0,0,0,0,0.120010418307897,0,0.0235826151419048,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311982261035395,0,0,0,0,0,0,0,0.0641963934914664,0,0.215634957367841,0,0,0,0,0,0.273443464732937,0,0,0.0754473766491746,0,0,0,0,0,0,0.109407258134545,0,0.00229273895362019,0,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150068080756487,0,0,0,0,0,0.295414468754675,0,0.06653299998428,0,0,0.216418976019981,0,0,0,0,0.183521028908892,0,0,0,0.0320656070187527,0.0102179430760505,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0970332977889348,0,0,0,0,0,0,0.083217361808371,0,0,0.158223542587356,0,0,0,0.159064676349529,0.0553025941760322,0,0.065712514735346,0,0,0,0,0,0.242947184797912,0,0,0.203806190221284,0,0,0,0,0,0,0,0,0.020948567724208,4.33680868994202e-19,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0.0820223335075609,0,0,0,0.159159559702223,0,0.0282012301270494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198633984144683,0,0,0,0,0,0.218605962018706,0,0,0,0,0,0,0,0,0,0.0954205296049647,0,0.0215907168938273,-0.00887958940770541,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.318705876207381,0,0,0,0,0.00726908818755369,0,0,0,0,0,0,0,0,0,0.310999226167584,0.0800459194860901,0,0,0,0,0,0.315877242768668,0,0,0.612124668713322,0,0,0,0,0,0,0,0,0,0,0.0254771811114649,0,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0.15078990884938,0,0,0,0.00614607390383558,0,0,0.105255135399362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477620114716781,0,0,0,0,0,0,0,0.195746943341789,0,0,0.0987397054513669,0,0,0,0,0,0,0,0,0.0250878190830847,0,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581417980235183,0,0,0,0,0,0,0.126356470394338,0,0,0,0,0,0,0.0366380117430763,0,0,0.324491250549128,0,0,0.0219288339050166,0,0.0950267182616211,0,0,0,0,0,0,0,0,0,0,0.129515361006291,0,0,0.00862063241378896,0,0,0,0,0,0
X000027.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103983057687615,0,0,0,0,0,0.108258978053316,0,0.0047316673839811,0,0,0,0,0,0,0,0.11003040884773,0,0.123501459134782,0,0,0,0.306858350961088,0,0,0,0,0.109024502072972,0,0,0,0,0,0,0.022222518043795,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140063583867573,0,0,0,0.10470650202697,0.170596415618251,0.012337044699253,0.0789941484381222,-0.0260355356292755,0,0,0,0,0,0,0.039740039765389,0,0,0,0.0808917774477941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507239510025777,0,-0.0111132128634802,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0863246639169778,0,0.0361828408304372,0,0,0,0,0.00484882284226693,0,0,0,0,0.08518855926117,0,0.0660607882344742,0.298933553160332,0,0,0.0590862306375772,0,0,0,0,0,0,0,0,0,0,0,0.0356149420471566,0,-0.0238601050052854,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741651147417374,0,0,0,0,0,0,0,0,0,0.0891352633442209,0,0.170777938992139,0,0,0.00893061309107636,0,0,0.0339343476952395,0,0,0,0,0.046534903637325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0583533589126912,0,0.0592121072668669,0,0,0,0,0,0.0680973791742031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3386349731747,0,0,0,0,0,0,0,0,0,0.0197089268789551,0,0,0.0698236250284611,0,0,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0,0.180235900289661,0,0.109753305543697,0,0.0785731387890053,0,0,0,0,0.168139367105994,0,0.0338242192631165,0,0,0.12591947877473,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.165970044735756,0,0,0,0,0,0,0.113678598720104,0,0,-0.0380893462518821,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1440566981009,0,0,0,0,0,0,0,0.0266415115995801,0,0,0,0,0,0,0,0,0,0,0.285221160613883,0,-0.156850334426576,0,0,0,0,0,0,0.0501255657408396,0.0138914914815177,0,0,0,0,0,0
X600098.SH,0,0,0,0,0,0,0,0,0,0,0,0.0509112868024899,0,0,0,0,0,0,0,0.140830262376513,0.358133606041269,0.126833090176306,0.0089859279582847,0,0,0.0404841094048818,0,0,0,0.00885242194022754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115153258223974,0,-0.00249686417473538,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0.0339468997328156,0,0,0,0,0.0599533565935087,0,0,0,0,0,0,0,0,0.0890705048370431,0,0,0,0.0198275771458114,0,0,0,0,0.12647330027107,0,0,0,0,0,0,0,0,0.265548016789148,0,0,0,0,0,0,0,0,0,0,0,0.167770853452132,0,-0.0365860463851692,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131898237816992,0.139677080104717,0,0,0,0,0,0,0.00121029725845692,0,0,0.0140078327773046,0,0,0,0,0,0,0,0.228735938632453,0,0,0.0913713699709437,0,0.00976018358787965,0,0,0,0,0,0,0,0,0,0.0295475000882418,0,-0.0141247043923218,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106914413825984,0.0135618594078476,0,0,0,0,0,8.67361737988404e-19,0,0.152171099532027,0,0,0.0353911359881437,0,0.10876988759925,0,0,0,0,0,0.0805175196727036,0,0,0,0,0,0,0,0,0,0.0401363008282344,0,-0.0159550031080665,0,0,0,0,0,0,0
X600021.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951596494902615,0,0.123618577512807,0,0,0.0584205660275692,0,0,0,0,0.0958889016621672,0,0.199081307856213,0.139501142491549,0,0,0,0,0.0639585741080805,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0491471727617871,0,-0.000410686562038407,0,0,0,0,0,0,0
X002470.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153603119486345,0,0.089061166013912,0,0.0917400555121411,0.0128431102993842,0,0,0,0,0,0,0,0,0,0.00802003920725575,0,0.0588783739434945,0,0,0,0,0,0.0292345678998768,0,0,0.0665117397982926,0,0,0,0,0,0,0.0341589659075794,0,0.0243761496013215,0,0,0,0,0,0,0
