,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X601600.SH,X600019.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X002460.SZ,X000708.SZ,X600803.SH,X600027.SH,X002466.SZ,X600160.SH,X000786.SZ,X000301.SZ,X601991.SH,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X601699.SH,X002128.SZ,X000630.SZ,X000408.SZ,X601168.SH,X600985.SH,X600096.SH,X600176.SH,X000877.SZ,X000933.SZ,X600378.SH,X600995.SH,X002353.SZ,X002271.SZ,X000883.SZ,X600352.SH,X000027.SZ,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.363539568646054,0,0.133652560551462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363603775261427,0,0,0,0,0,0,0,0,0,0,0,0.0832864270790264,0,0,0,0.0105412754202098,0,0,0,0,0,0,0,0,0,0.102197235018926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0.0189998542305747,0,0.022573056731757,0,0.2726791257505,0,0,0,0.0614394053384537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0604215086866069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163791341556495,0,0,0,0,0,0,0,-0.0131812248790764,0,0,0,0,0,-8.67361737988404e-19,-0.0253097959570495,0,-1.73472347597681e-18,0,0,0,0
X600028.SH,0.334321865368767,0.0535136966697847,0,0,0.159052072702304,0.095296494505617,0,0,0,0,0,0,0,0,0.172727354752331,0,0,0,0,0,0,0,0,-0.0652771534130303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415394286483005,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109653853632901,0,0.150994256183142,0,0.0282702531052557,0,0.0557108781734315,0,0,0,0.381846218528914,0,0,0,0.0131298700459578,0,0,0,0,0,0,0,0,0,0,0.0978312573341045,0.0354551067090289,0,0,0,0,0,-0.112618835701785,0,0,0,0,0,0,0
X601898.SH,0.138593175552323,0.544862790066281,0.112497049117538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122468041334237,0,0,0.02429851837248,0,0,0,0,0,0,0,0,0.00420157663403267,0,0,0,0,0,0,0,0.136851202978263,0,0,0,0.0643732898918062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.157208497458393,0,0,0,0,0,0,0,0,-0.0734846780972715,0,0,0,0,0,0,0,0,0,0.0176016320832212,0,0,0,0,0,0,0,0.080777403872116,0.421692900855122,0,0,0,0,0,0,0,0,0,0.259875534446405,0,0,0,0,0,0.0377487108686142,0,0,0,0,0.09499423133898,0,0,0,0,0
X600660.SH,0,0,0,0.0887210935015229,0,0,0,0,-0.0651410963460684,0,0,0,0,0,0,0,0,0.0880385787993591,0,0,-0.0710284483915643,0,0,0.0130965508615743,0,0.402168268947296,0,0,0,0,0,0,0,0,0,0,0,-0.093067002815278,0,0,-0.377396131891745,0,0,0,0,0.215523015153338,0,0,0,0,0,0,0,-0.123348482137367,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209280327338067,0,0.0518333239118074,0.0915954524285569,0,0,0,0,0.247132538220106,0,0,0.0486854040856721,0,0,0.430366702029125,0,0,0,0,0.176497034252769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0.0155188937674265,0,0.278762397927312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420970713097267,0,0.0830331217403436,0,0.285430664932798,0,0,0,0,0,0.107459559248411,0,0,0,0.0582758512637865,0,0,0,0,0,0,0,0,0,0.031398818934691,0,0,0,0,0,0,0,0,0,0,-0.0247758654838236,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.168761719385241,0,0,0,0,0.152236449646945,0,0,0,0,0,0,0,0,0,0,0,0.226320122995073,0.0590500053307189,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227609973220079,0,0,0,0,0,0,0,0,0,0,0.0208932467847247,0.0134792084651276,0,0,0,0,0,0
