,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X600886.SH,X601600.SH,X600660.SH,X600188.SH,X601991.SH,X600362.SH,X600795.SH,X000708.SZ,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X000723.SZ,X600027.SH,X601992.SH,X600516.SH,X002271.SZ,X002466.SZ,X000786.SZ,X600489.SH,X002460.SZ,X000898.SZ,X600176.SH,X600299.SH,X600426.SH,X601158.SH,X002353.SZ,X000883.SZ,X000709.SZ,X600612.SH,X000629.SZ,X600219.SH,X600583.SH,X600315.SH,X000630.SZ,X000027.SZ,X000553.SZ,X600985.SH,X601699.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607329168683015,0,0,0.0139278852790259,0,0,0,0,0,0,0,0.0469915684479427,0.0836218495803595,0,0.0465209829286254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00123115074193576,0,0,0,0,0.00234264971114081,0,0
X600028.SH,0,0,0,0,0.0257392778355216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044211376540191,0,0,0,0.0767483144931879,0,0,0,0,0,0,0,0,0,0,0.0774216716259239,0,0,0.0454726971876824,0,0,-0.03340792417334,0,0,0,0,0,0,0,0,0,0,0,-0.00213233652199252,0,0,0.0982581948653034,0,0,0,0
X601088.SH,0,0,0,0.346615392303684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628463793739743,0.0616374025529916,0,0,-0.00970604083994355,0.017961436496327,0,0,0.0536097684767103,0.0513247162179212,0,0,-0.0426359008024189,0,0,0,0.00709798867344034,0,0,-0.0200241761062175,0.0453087729131181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00587095023002079,0,0
X600585.SH,0,0,0,0,0,0,0.0090285308101267,0,0,0,0,0,0,0,0,0,0,0,0.0185450143264255,0,0.546160163233705,0,0,0,0,0,0,0,0,0,-0.0103787548735154,0,0,0,0,0,-0.0210301786656231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00447566462588787,0,0,0,0,-0.00809753648878607,0,0
X600309.SH,0,0,0,0,0,0,-0.100705165704693,0,0,0,0,0,0,0.0794667910588665,0,0,0,0,0.0383217284354023,0,0,0,0.0341209331660621,0,0,0.0858408550687622,0,0,0.0674844781836269,0,0.0707431295354198,0,0,0,0.0580507074277776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438634902443247,0,0
X600019.SH,0,0,0.203446066290178,0,0,0,0,0,0,0,0,0,0,0.0673067613004341,0,0,0,0,0.0420254881678533,0,0,0,0,0,0,0,0,0,0.0110976719890249,0,0.0510509547988408,0,0,0.0395024610266967,0,0,0,0,0,0,0,0,0,0,0,0,0.00217490134941733,0,0,0,0,-0.00123819959142235,0,0,0,0,0.0119308062309233,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640979270529446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0208308649273383,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546938121888624,0,0,0.0588491509297968,0,0,0.339284158136019,0,0,0.00758655663815263,0.0521692799887893,0,0,0,0,0,0,0,0,0,0,0,-0.0299426245303657,0,0,0,0.0305597348193093,0,0,0,0,0,0,0,0.0135339626139232,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116524975314727,0,0,0.0679127701772703,0,0,0,0,0.0226744494994626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229664994485205,0,0,0,0,0.00547779307914635,0,0,0,-0.00657202895246402,0,0
X601898.SH,0,0,0,0,0,0,-0.00791874579950922,0,0,0,0,0,0,0.243449915903238,0,0,0,0,0,0,0,-0.06575047556134,0.0280263527701883,0,0.0299735778745567,0,0,0,0,0,0.0113011292906979,0,0.0113501907399086,0.0739379169274895,0,0,0,0,0,0,0,0,0,0.0268151827985398,0,0,0,0.0325870193740963,0,0,0,0,-5.42101086242752e-20,0,0,0,0.0120192292568123,0,0
