,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002460.SZ,X600585.SH,X002466.SZ,X000792.SZ,X600019.SH,X601898.SH,X600011.SH,X600660.SH,X600111.SH,X000708.SZ,X000301.SZ,X600010.SH,X002271.SZ,X600547.SH,X601600.SH,X000877.SZ,X600886.SH,X600795.SH,X600426.SH,X600362.SH,X600176.SH,X601699.SH,X600803.SH,X601991.SH,X000983.SZ,X600027.SH,X600995.SH,X000786.SZ,X600160.SH,X000629.SZ,X000408.SZ,X600096.SH,X000723.SZ,X600219.SH,X000807.SZ,X002080.SZ,X600489.SH,X000933.SZ,X600378.SH,X600348.SH,X600141.SH,X600688.SH,X600157.SH,X000630.SZ,X600985.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.275027410443434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04473008240359,0,0.0529629659496589,0,0,0,0,0,0,0,0,0.0482929159843712,0.18666038528818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00312712620260676,0,0,-0.00325473044157599,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.353667228049731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774715756968029,0.0227216643579853,0.156341355803866,0,0,0,0,0,0.00635500982912365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0733091983983719,0,-0.00316189705430619,0,0,0,0,0,0,0
X600028.SH,0.595777196822912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0477344419540847,0,0.0121830123487271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000293628607108129,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,-0.0224762424719744,0,0,0,0,0,0,0,0.164424334099525,0,0,0,0,0,0,0,0.0707493265357102,0,0,0.0477834954890282,0.145713755661075,0,0,0.0505046900890158,0,0.333854321881572,0,0,-0.0469061770458675,0,0,0,0.0164099133849986,0,0,0,0,-0.26320458422408,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.483430208658891,0,0,0,0,0,0,0,0,0.0513029880604368,0,0,0,0,0,0,-0.00716379506087279,0,0,0,0,0,0,0,0,0,0,0.0296720656852431,0.108228935425147,0,0,0,0,0,-0.0596436082824338,0,0,0,0,0,0,0.261092055420306,0,0.0614108990212828,0,0,0,0,0,0,0.00351043157915662,0.0338538467703354,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.432340752538659,0.143391645048268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503164858459249,0,0.0400993219928585,0,0,0,0.0043015112119556,0.0903236751194556,0,0,0,0,0,0,0,0,0,0,0.00572382105934029,0.0313491252714525,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152404660133137,0,0,0.0521739093472233,0,0,0.0270432402507135,0,0.0179982139943169,0,0,0,-0.0213530579324556,0,0,0,0,0,0.442901529887282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00720536074305685,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.558230001727433,0,0,0,0,0,0,0,0,0,0,0,0.0518875112271125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100260419495262,0,0,0,0,0,0,0,0,0,0.018733054919045,0.13727643837452,0,0,0,0.0581773024090878,0,-0.0157731583121605,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.106237222807874,0,0.0940618183213723,0,0,0,0,0,0.150713623112933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139119312998267,0.0581604254613618,0.117475148956166,0,0,0.141251905787256,0,0,0,0,0,0,0,0,0,0,0.0841869011815619,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264544474384775,0,0,0,0.051145080672692,0,0,0,0.0604596148207096,0,0,0,-0.0775257785484281,0.150897469412837,0,-0.0210769445065488,0,0,0,0,0,0,0,0,0,0,0,0.110893979703775,0,0.0942041700427651,0,0,-0.0144816534147132,0.0060815233118649,0,0,0,0,0,0
