,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X600188.SH,X600362.SH,X600111.SH,X600623.SH,X601992.SH,X600886.SH,X600157.SH,X600299.SH,X002466.SZ,X600547.SH,X601158.SH,X600660.SH,X600352.SH,X000792.SZ,X000709.SZ,X600583.SH,X600489.SH,X600309.SH,X000539.SZ,X000898.SZ,X000883.SZ,X000629.SZ,X000027.SZ,X000630.SZ,X002075.SZ,X000060.SZ,X000959.SZ,X300072.SZ,X600021.SH,X000983.SZ,X002470.SZ,X600176.SH,X600098.SH,X600578.SH,X000012.SZ,X600022.SH,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0.103329350204474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959040163824609,0,0.0029450173726593,0,0,0,0,0,0.110411777683615,0,0,0,0,0,0,0,0,0,0,0.00838402965040438,0,0.00622753316836258,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0459466543935347,0.238318804573378,0,0,0,0,0,0,0,0,0,0,0,0.0284823950982415,0,0,0,0,0.0123615914609581,0,0,0,0,0,0,0,0,0.0367632854174661,0,0,0,0.00172714281669102,0,0,0,0,0,0,0,0,0.0416527164209943,0,0,0,0.00316071073332207,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0953813877455869,0,0.321970043941819,0,0,0,0,0.0300141355997023,0,0,0.0402897675006479,0,0,0,0,0,0,0,0,0,0,0,0.0675095122954943,0,0,0,0,0,0.0435147591850877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123790849240052,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.121039321287159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113459885531236,0,0,0,0,0,0.0380698485612264,0,0,0,0,0,0,0,0,0,0,0.119750531180747,0,0.0337189362530674,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0.0116702145125072,0,0,0,0.016649784619935,0,0.267323538883675,0,0,0,0.0434434133593922,0,0,0,0,0,0,0,0.0811291040042703,0,0,0,0,0,0,0.0839256062287638,0.0111702127796056,0,0,0.0633272729465588,0,0,0,0,0,0.00414244317797339,0,0,-3.46944695195361e-18,0.114493017322234,0.146030607432382,0,0.019252033692996,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.158553784033209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155021725215443,0,0,0,0,0,0,0.384796124652881,0,0,0,0,0,0.074855177071365,0.0812824015453241,0,0,0,0,0,0,0,0,0.109478462050435,0,0,0.0159449349230261,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0521545718555153,0,0,0,0,0,0,0,0,0,0,0,0.0181950771541892,0,0,0,0,0.135955033464706,0,0,0,0,0,0,0.0302258788714782,0,0.125085135417053,0,0,0,0,0.0362226951877144,0,0,0,0,0,0,0,0.0343716878255937,0.142608132104528,0,0,-0.049191850279087,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0.161408779448197,0,0,0,0,0.168480970302194,0,0,0,0,0,0,0,0.0672751378378521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220905244640798,0,0,0.0575454629894924,0.0755798928729178,0,0,0.075401489268514,0,0,0,0,0,0,0.0279196093267383,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.044345375651091,0,0,0,0,0,0,0,0,0,0,0.0111152616302169,0,0,0.155425943651529,0.0891485966966262,0,0,0,0,0,0.0457687079366551,0,0,0,0,0,0.173167759610819,0,0.0739190514678929,0,0.0496381336979075,0,0,0,0,0,0,0,0,0.11246792037529,0,0.109843572204121,0,0.0126698105763971,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.00681574434980744,0,0,0,0,0.134015817590467,0,0,0,0,0,0.134759858116842,0,0,0,0,0,0.152455365776743,0,0,0,0,0,0,0,0,0.168142443159325,0,0,0,0.017052889373758,0,0,0,0,0,0,0,0,0,0.0744104575405576,0.142174801208639,0,-0.0162551097457784,0,0,0,0,0,0,0
