,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600019.SH,X600011.SH,X600188.SH,X600585.SH,X601898.SH,X002460.SZ,X600547.SH,X002466.SZ,X000792.SZ,X601600.SH,X600660.SH,X600886.SH,X600111.SH,X600010.SH,X000708.SZ,X000301.SZ,X002271.SZ,X000877.SZ,X600426.SH,X600362.SH,X600795.SH,X600803.SH,X600027.SH,X600176.SH,X601991.SH,X600489.SH,X601699.SH,X000983.SZ,X000807.SZ,X000786.SZ,X600160.SH,X000539.SZ,X000932.SZ,X000408.SZ,X000629.SZ,X600219.SH,X300037.SZ,X600995.SH,X002080.SZ,X002409.SZ,X000933.SZ,X600688.SH,X600612.SH,X000630.SZ,X600378.SH,X600096.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.486854382943876,0,0,0,0,0.0707680082338126,0,0.0312640071842313,0,0,0,0,0,0,0,0,0,0,0.00947413328524735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00614757971315331,0,0,0,0,0.0566964043727534,0,0,0,0,0.0398145771154107,0,0,0,0,0,0,0
X600028.SH,0.712311837039517,0,0,0,0,-6.93889390390723e-18,0,0.259423986414322,0,0,0,-0.00935145705883812,-0.134556214820968,0,0,0,0,0,0,0,-0.063599356359678,0,0.0486055376677814,0,0,0,0,-0.0238430235255781,0,0,0,0,0,-0.055737101774626,-0.00872694191153471,0,0,0,0,0,-0.0718972570722371,-0.0924378812698625,0,-0.0542337585718584,0,0,0,0,0,0,0,0.0332959707227263,0,0,0,0,0,0,0
X601088.SH,0.0848017871586822,0,0,0,0,-1.73472347597681e-18,0.232617525265609,0,0.0120886329912255,0,0,0,0,8.67361737988404e-19,0,0,0.0378921936358338,0,0,0,0,0,0,0.012261629999404,0,0.0223508294920466,0,0.108582228553523,0,0,0,0,0.0108142325363384,0.0676469645612024,0,-0.0633758434876961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00592498486200608,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.195917201112605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125857430966112,0,-0.0229688058545711,0,0,0,0,0,0,0,0.0327059786150243,0,0.0532672329275353,0,0,0,0,0,0,0,0.0844149435361379,0,0.0252169868706298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,-6.93889390390723e-18,0.0584417786794468,0,0,0,0,0.0728710642559122,0.139888212610494,0,0,0,0,0,0.113615639892022,0,0,0,0,0,0,0,0,0.0287348626259848,0,0,0,0,0,0.00758835830955356,0,0.0119047549968343,0,0.013669540989611,0,0,0,0,0,0,0,-0.0647258069935055,0,0,0,0,0,-0.0459311257981539,0.0558358229684795,0,0,0,0.0668362446100876,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.338380482784934,0,0,0,0,0,0,0,0,-0.0319648792832548,0,0,0,0,0,0.449953145553031,0,0,0,0,0,0,-0.150765526206261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0.557547314612731,0,0,-0.067613196381356,0,0,0,0,0,0,0,0.0376302719100095,0,0,0,0,0,0,0,0,0.0533593971969904,0,0,0,-0.0876576424116342,0,0,-0.0987825788273271,0.309530015365224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00921516216429209,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.246883268338418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0497459972933954,0,0,0,-0.0137025144361484,0,0,0,0,0,0,0.0798623161698708,0,0,0,0.0527720486375446,0,0.0667168622255271,0,0,0,0,0.16092054097511,0,0,0,0,0,0,-0.0267020298064861,-0.0170939378230006,0,0,0,0,0,0
X601898.SH,0.105910296170573,0,0,0,0,0,0.123271338570102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.082795668632667,0,0,0,0,0,0,0,0.321451641203317,0,0,0.084943467847408,0,-0.0946995977957681,0,0,0,0,-0.0417591513475962,0,0,0,0,0,0,0,0,0,0,-0.0034294929115041,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0.631508244927439,0,0,0,0,0,0,0,0,0,0.107356308449124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883912199925122,0.119517926154944,0,0,0,0,0,0,0,0,-0.0359011382685207,0,0,0,0,0.0355320250573798,0,0,0,0,0,0,0
X600547.SH,0.0069734506833731,0,0,0,0,0,0,0,0,-0.036689188349725,0,0,0,0,0,0,0,0,0,-0.0329371759939495,0,0,0,0,0,0.0762864112869235,0,0,0,0.607358308743274,0,0,0,0,0,0.0378400136255011,0,0,0,0,0,0,0,0.0155939784508463,0.0190984359091687,0,0.0435113170561062,0,0,0,0,0.00345368859437184,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,-3.46944695195361e-18,0.0105803882101826,0,0.120525569206773,0.4749086313422,0,0,0.148180585487333,0,0,0,0,0,0,0.0811693898180436,0.0494684384675539,0,0,0,0,0,-0.0452913813732378,0,0,0,0,0.245600428920736,0,0,0,0,0,0,0.0817478693242669,0,0,0,0,0.0620576892417587,0.019648506113666,0,0,0,0.0183703715387738,0,0,0.0334778490277082,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.110170473117747,0,0.0763786636701975,0.187861587817276,0,0.219270483017471,0,0,0,0,0.0369396931615755,0,0,0,-0.0109843780827388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0848985349223062,0,0,0.114467553077841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00866541430741764,0,0,0,0,0,0,0
X601600.SH,0.0596442670698725,0,0,0,0,0,0,0,0,0,0,-0.0207962186335714,0,0,0,0,0,0,0,0,0,0,0.0549702397123517,0,0,0,0,0,0,0.181812213907164,0,0,0.505674840878536,0,0,0,0,0,0,0,0,0.0324786510827988,0,0,0,0,0,0,0,0,0,0.00345398694376979,0.0146701496701114,-0.12495288238559,0,0,0,0,0
