,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X002460.SZ,X000708.SZ,X600547.SH,X600660.SH,X002271.SZ,X600011.SH,X600362.SH,X000786.SZ,X601600.SH,X600886.SH,X600426.SH,X600176.SH,X601898.SH,X600010.SH,X600188.SH,X000301.SZ,X600801.SH,X002466.SZ,X600352.SH,X300037.SZ,X600489.SH,X600111.SH,X601991.SH,X600795.SH,X600688.SH,X600486.SH,X600803.SH,X002353.SZ,X002080.SZ,X600299.SH,X601992.SH,X600027.SH,X600219.SH,X601168.SH,X000932.SZ,X600529.SH,X000898.SZ,X002409.SZ,X600315.SH,X600399.SH,X000723.SZ,X000027.SZ,X000630.SZ,X000807.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.0241255428895995,0.041040619492985,0.0700813283985353,0,0,0,0,0,0,0,0,0,0,0.0153874961305147,0,0,0,0,0,0,0,0,0,0,0.00655404055432143,0,0,0,0,0.00714540516273642,0,-0.0245772292268743,0,0,-0.00505470610589372,-0.00258103819307838,0,0,0,0,0,0,0,0,0,0,-0.00419583646049243,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,-0.0182970020390988,0.0384401848549975,0,0,0,0,0.0438258500874227,0,0,0,0.0108187639403555,0.0291326809353025,0,-0.00993338488563103,0,0,0,0,0,0,0,0,0,0,0.0680412812059139,0,0,0,0,0,0,0,0.147413257763243,0,-0.0542257766298803,0,0,0,0,0,0,-0.00532555980123786,0,0,0,0,-0.00852734893457664,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33779432851861,0,0.226892459696405,0,0,0,0,-0.00344455166110179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0172004382415622,0,0
X600585.SH,0,0,0,0,0,0,0.0623016241700675,0,0.106353323421387,0,0,0,0,0,0,0,0.0178471616605932,0,0.0444453131435124,0,0,0.00277403724489001,0,0,0,0,0,0,0,0,0,0,0,-0.0514484737138556,-0.00249198638575459,0,0,0,0,0.0381064597180455,0,0.0399030416821309,0,0,0,0,0,0.055318639976114,0,0,0,0.0178505590930173,0.00590173689525499,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0.0366431562429846,0,0,0,0,0,0,0,0,0.170314692543992,0,0.0791017285986631,0,0,0,0,0,0,0.0137643717886678,0.0853250417642091,0,0,0,0,0,-0.0302598866676719,0,-3.46944695195361e-18,0,0,0,0,0.0369251703990978,0,-0.0444916747176229,0,0,0,0,0,0,0,0,0,0.0296526645824426,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,1.73472347597681e-18,0,0,-0.0860666722985612,0,0,0.0437510043157115,0,0.121623135732096,0,0,0,0,0,0,0,0,0,0,0,0,0.0381209169225571,0,0,0,0,0,0,0.0678276715573587,0,0,0,0,0.0290221839130757,0,0,0,0,0,0.0532088255831099,0,0,0,0.0356384982331045,0,0.00162473522717952,0.0380309528281266,0,0,0,-0.0161998968921078,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345760815558938,0,0.359496696452433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139934820255547,0,0,0,0,0,0,0.00183642859320793,0,0,0,0,-0.0123983199221156,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117928489741114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199766382985412,0.0290320266576749,0,0,0,0,0,0,0,0,0,0,0,-0.0175193442866651,0,0,0,0,-0.0044366190137725,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,-0.00845149277898815,0,0,0,0,0,0,0,-0.0977633511730629,0,0,0,0,0,-0.0304676257129117,0,0,0.668310436982271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00402254130559571,0,0,0,0,0,0,0,0,0,0.00935544566669643,0,0,0,0,0.0095637146694521,0,0
X600660.SH,0,0,0,0,0,-0.083320551796434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241980298176268,0,0,0.024398758645603,0.204389926180067,0,0,0,0,0,0,0,0.040540798183652,0,0,0,0,0,0,0,0,0,-0.0541923602050898,0,0.0780404982168612,0,0,0,0,0,0.00988209134453467,0,0,0,0,0.00953610630287874,0,0
