,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X600111.SH,X000792.SZ,X600188.SH,X002466.SZ,X600010.SH,X601600.SH,X600660.SH,X000301.SZ,X601898.SH,X002271.SZ,X600011.SH,X000708.SZ,X600547.SH,X600362.SH,X600886.SH,X600426.SH,X600176.SH,X601991.SH,X300037.SZ,X000408.SZ,X000786.SZ,X600795.SH,X002080.SZ,X000825.SZ,X600219.SH,X600803.SH,X002353.SZ,X000959.SZ,X600688.SH,X002326.SZ,X600295.SH,X000723.SZ,X000983.SZ,X600352.SH,X000807.SZ,X000932.SZ,X600157.SH,X600141.SH,X601699.SH,X000898.SZ,X000027.SZ,X600027.SH,X600801.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0332524281280482,0,0,0,0,0,0,0,0.0394774239070804,0,0,0.0208101512108042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0369926858567702,0,0,0.0156716464555623,0.0486795729290892,0,0,0.0256325448758737,0.0779148105374638,0,0,0,0,0.0555739172397195,0,0,0,0.0780634975830296,0,0,0,-0.020199905149767,0,0,0,0,-0.0136079393243074,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0103009702269924,0,0,0,0,0.024862742421176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414270117327547,0,0,0,0,0.0617867746872061,0,0.093641935272779,0,0,0,0,0,0,0,0.00974328169784293,0,0.116493753570079,0,0,0,-0.00996343813387491,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0.0899256797064169,0,0,0,0,0,0.14588614826243,0,0,0,0,0,0,0,0,0,-0.0290350700197838,-0.0125170045947081,0,0,0,0,0,0,0,0,0,-0.0505538427219989,0.112738807736533,0,0.182506294602665,0,0,0.13527811383878,0,0,0,0,0,0,0,0,-0.0174210847497819,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-0.0297940056991324,0,0,0,0,0,0,0,0,0,0,0,0,0.234132245803002,0,0,0.0750300371139088,0,0.0294017439281973,0,0.0203623789561981,0,0,0,0,0,0,0,0,0,-0.0404629921966279,0,0,0,0,-0.00777011647903615,0,0,0.01476819878472,0,0,0,-0.00749345118445236,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,-0.157756201494515,0,0.264948950593471,0,0,0.537344390839401,0,0,0,0,0,0.17463752550977,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0475537682253051,0,0,0,0,0,0,0,0,0.015090024929348,0,0,-0.115574895300538,0,0,0,0,0.101891242995386,0,0,0,0,0,0,0,-0.0664856738030203,0,0,0,0,0,0
X600585.SH,0,0,0,0,-0.0344349077137291,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256359016564406,0,0,0,0,0,0,-0.0205641771190065,0.0171083190418731,0,0,-0.0935029231487703,0,0,0,0,0.091665347026883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.654952378716149,0,0.00859744292282571,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0.0366547869568583,0,0.00466109786436957,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265148580329457,0,0,0,0,0,0,0,0,0,0,0,0.0218338860242304,0,0.0266425465480857,0,0,0,0,0,0.0122308462660643,0.559729749425827,0,0,0.0223236547281581,0,0,0,0,0,0,-0.0261189466607293,0,0
X600111.SH,0,0,0,0,0.143296130049805,0,0,0,0,0,0.263886222551165,0.23157252040396,0,0,0,0,0,0,-0.0302465816597069,0,0,0,0,0,0,0.145384830236841,0.262543644942475,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.199912087843756,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0862415137929865,0.00563883861591884,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.05902438328165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261045724051124,0,0,0,-0.14505901901589,0,0,0,0,0,0,0.0677456952421966,-0.293326414860043,0.0727041141143539,0,0,0,0,0,0,0,0,0,0,0,0,0.101661958348589,0,0,0,-0.123296920198322,0,0
X600188.SH,0,0,0,-0.164288559478166,0,0,0,0,0,0,0,0.10997273687832,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0765701674072818,0,-0.0385276087512788,0,0,0.353730768376223,0,0.250119782237972,0,0.103481054039123,0,0,0,-0.00211061923118377,6.93889390390723e-18,0,0,0,0,0,0.533578670080071,0.00404254360986592,0,0,0,0,0,-0.0442058413182504,0,0,0,0,0,0
