,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600660.SH,X600688.SH,X600795.SH,X300072.SZ,X600188.SH,X601991.SH,X601992.SH,X600362.SH,X002460.SZ,X600547.SH,X600111.SH,X600886.SH,X000898.SZ,X600516.SH,X000709.SZ,X000792.SZ,X000786.SZ,X600157.SH,X600027.SH,X600176.SH,X000553.SZ,X000408.SZ,X600339.SH,X600352.SH,X000723.SZ,X600219.SH,X002271.SZ,X600489.SH,X000959.SZ,X600808.SH,X601158.SH,X000883.SZ,X600299.SH,X000825.SZ,X600549.SH,X002092.SZ,X000630.SZ,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0817591359114342,0,0,0,0,0.0115005472381112,-0.00673947834901191,0,0,0,0.0039683329170218,0,0,0,0,0,0,0.0313564116722047,0.0244754107554737,0,0,0,0,0,0,0,0,0,0,0,0,-0.0500983983487298,0,0,0.0629058270100653,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.0327791334094512,0,0,0.00974354633469626,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0862913281926717,0,0,0,0,0,0,0,0,0,-0.0178639130588821,0,0,0,0,0,0,0,0,0.00375844634586077,0.0101897874948006,0,0,0,0,0,-0.0449166738767418,0,0,0,0,0,0,0.0564463150594718,0,0,0,0,0,0,0,0,0,0,0.0225965736311562,0,0,0.00396496404993262,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0117507118813605,0,0,-0.123035344228651,0,0,0,0,0,0.989081578695957,0,0,0,0,0,0,0,0.174799306729554,0,0,0,0,-0.0701547684433954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356267616198034,0,0.0420755676999463,0,0.0459213236633069,0,0.018968691649793,-0.00936054602487875,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00688077214357514,0,0.237333153400803,0,0,-0.015625256515196,0,0,0,0,0,-0.0817261107522014,0,0,0,0,0,0,0,0,0,0,0,0.322968083344938,0,0,0,0,0,-0.00688916323723157,-0.00696723299609726,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0.0843265999237513,0,0,0,0,0,0,0,0,0,0,0.121284738597494,0,0,0,0,0,0,-0.010413933104715,-0.0534358936761417,-0.0705579824546094,0.117652033231047,0,0,0,0,0,-0.193536015406564,-0.0642497219013723,-0.181321450772905,0,0,0,0,0.15064398632001,0,0,0,-0.164675978394381,0,0,0,0.242631846592964,0,-0.0338112425412842,0.0437213738319874,-0.0142310856374823,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.00245568778240403,0,0,0,0,0,0,0,0,0.0343321639870054,0,0,0.143727983328621,0,0,0.0419825463116737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11441853922681,0,0,0,0.172537230134313,0,0.0330632402708163,0,0.0729159294980293,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0768755909150351,0,0,0,0,0,0,0,0.0997368339674794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157574157297821,0,0,0,0,0,0,0,0.0612171216099624,0.0163166963374618,0,0,0,0,-0.068490938167679,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0979153773712008,0,0,0,0,-0.106016908182028,0,0,0,0,0,0,0,0,-0.0374793847407096,0,0,0,0,0.14778838009694,0,0,-0.179358666817377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417048340425207,0,0,0,0,0.00370220157755494,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,-0.0194062284250384,0,0,0,0,0,0,0,0.0613228063990073,0.0657176629026728,0.0319213085408826,0,0,0,0,0,0,0,0,0,0.0221917273999108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583517888684912,0,0,0,0,0.0896458252208946,0,0,0.00687595061078907,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0.039195269405472,0,0,0,0,0,0,0,0,0.379829793737227,0,0,0.0085381801116512,0,0,0,0,0.0294997600874174,0,0.0609334314716304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430316058725799,0,0,0,0,0.00176895207025518,0.0280382268750286,0,0.0760466744713383,0,-0.0356638036447392,0.017868442528391,0,0,0,0,0,0
