,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600585.SH,X600019.SH,X601898.SH,X600795.SH,X600688.SH,X601991.SH,X601600.SH,X600027.SH,X600886.SH,X600111.SH,X600157.SH,X600362.SH,X600188.SH,X600583.SH,X601158.SH,X601992.SH,X000027.SZ,X000539.SZ,X600309.SH,X000898.SZ,X000709.SZ,X000883.SZ,X600021.SH,X600352.SH,X600660.SH,X000792.SZ,X002470.SZ,X600489.SH,X600098.SH,X600863.SH,X600022.SH,X000629.SZ,X600307.SH,X600623.SH,X600612.SH,X601918.SH,X600578.SH,X600808.SH,X600547.SH,X300072.SZ,X600160.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.843413395170499,0.0715950289625523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554073180707989,0,0,0,-0.0168995913556997,0,0,0,-0.0229544846668622,0,0,0,0,0,0,-0.0197814881992073,0,0,0,0,0.00446166308353107,0,0,0,0,0,0,0,-0.0115839608973608,0.0136152026200791,0.0400135192182575,0,0,0,0
X600028.SH,0.478568642472692,0,0.14264997896437,0,0.0120305439886921,0.0164815706888058,0.112371791975315,0,0,0,0,0,0,0,0,0,0,0,0,0.013503742701836,0,0,0,0,0,0,0,0.117351022996458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00679877103246054,0,0.0799165711802701,0,0,0,0,0
X601088.SH,0,0,0,0.0444774636409145,0.198684543252874,0.114253650154613,0.371868891687767,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.132158759638829,0,0,0,0,0,0,0,0,0,0,0,0,0.055200901655376,0,0,0,0,-0.104781185540595,0,0,0,0,0,0,0,0,-0.0103802252935126,0,0,0.0140439762848752,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0.557607658454633,0,0,0,0,0,0,0.184569646363279,0,0,0.0124193225993309,-3.46944695195361e-18,0,0.0576757369163961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0186829533233923,0,0,0,0,0,0,0
X600010.SH,0,0,0.0527445949160143,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0698563838649724,0.356811481948106,0,0,0,0,0,0,0,0,0,0.18502324007724,0,0,0,0.054157196057625,0,0,0,0,0,0,0,0,0,0,0,0.0607028624651559,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X600585.SH,0,0,0,-5.42101086242752e-20,0,0,0.156015827396739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292670332971093,0,0,0,0,0,0.215815518090327,0,0,0,0.0083224230667164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0.318094446491181,0.0285244488724449,0,0,0,0,0,0.0441741758617206,0,0,0,0,0,0,0,0,0.108428602501003,0,0,0.00322507144240594,0,0,0.18737505163886,0,0,0.0690188743651046,0,0,0,0,0.034131036961133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171019917160714,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.534664554461034,0,0,0,0,0,0,0.0211450331504571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115113644639624,0,0.137740062879208,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.000585871368765064,0.144628329417184,0,0.252282208572066,0,0,0,0.0491788228170099,0,0.0170091111735859,0,0.132984544378542,0.0378477590571553,0,0,0,0,0,0,0,0,0,0,0.00692540216759456,0,0.169514387852598,0.0269185819888438,0,0,0,0,0,2.77555756156289e-17,0.0431190667632537,0,0,0.0040172567340059,0,-0.0142962598908054,0,0,0,0,0,0,0
X600688.SH,0,0,0,0.0136524226455386,0,0,0,0,0,0,0,0,0.0201631402486565,0,0,-0.0320692847963682,0,0,0.073861397115821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346009966905022,0,0,0,0.283411165788994,0,0.122900610189097,0,0,0,0,0,0,0,0,0,0,0,0,0,0
