,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X000877.SZ,X600886.SH,X600547.SH,X600795.SH,X601600.SH,X002271.SZ,X600803.SH,X600426.SH,X601991.SH,X600176.SH,X600362.SH,X600027.SH,X000983.SZ,X000408.SZ,X000629.SZ,X600096.SH,X000723.SZ,X601699.SH,X600348.SH,X000786.SZ,X600141.SH,X600160.SH,X600219.SH,X300073.SZ,X002353.SZ,X002080.SZ,X600157.SH,X600985.SH,X600801.SH,X000933.SZ,X600549.SH,X600489.SH,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.12424030017554,-0.0663074198258199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00397132972699891,0,0,0,0.0796416816631279,0,0,0,0,0.183050997037727,0.0132312230410192,0,0,0,0,0,0,-0.0283840985794199,0,0,0,0,0,0,0,0,0,-0.00587139530948906,0,0,0,0,0,0
X601088.SH,0,0,0,0.0380466448384357,0.261653221729439,0.104045208968862,0,0,0,0.298734014208021,0.174722570301164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0.0565970509949798,0,0,0,0,0,-0.0037500540779415,0,0,0,0,0,0
X600028.SH,0,0,0,0.011970231416189,0,0,0,0,0,0.0871226691382614,0.00584941480969311,0,0,0,0,0.033582903475723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00935021905653692,0,0,0,0,0,-0.00783269781652844,0.0237296995202617,0,0,0.021735797480371,0,0,0,0,0,0,0,0,0,0,0,0.0068059462529015,0,0,0,0,-0.0320140456218696,0,0
X600309.SH,0,0.0526159894377642,0,0,0.0718005977394725,0,0,0,0,0.0703324289567139,0.00653576005873004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0922850672891891,0,0.0334670770178375,0,0,0,0,0,0,0,0,0.0085800714182722,0,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0.0519657684879781,0,0,0,-0.0158982889147545,0,0,0,0.552693782918886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219899045360747,0,0,0.0353511942995719,0,0,0,-0.011999885260399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126992817891684,0,0
X002466.SZ,0,0,0,0,0,0,0.606843330548417,0,0.315839951381545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.156724470099005,0,0.0105420102348384,-0.178861818454358,0,0,0,0,0,0.138663536257119,0,0,0,0.112635449262647,0,0,0,0,-0.0536437560630886,0,0,0,0,0,-0.00578654686613288,0,0,0,0.0559314088672788,0,0
X002460.SZ,0,0,0,0,0,0.2052229777646,0,0,0,0,0,0.00985823774814051,0,0,0,0,0.133045204285228,0,0,0,0,0,0.0363979804032929,-0.0328799097407949,0,-0.0887091714975623,0,0,0,0,0,0,0,0.0840606486955687,0,0,0,0.187566283373526,0,0,0,0,0,-0.0257171766360164,0,0,0,0.011333200796815,0,0,0,0.134258868733091,0,0,0,0,0.0285382565548539,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738063095699879,0,0,0,0,0,0,0,0,0,0.033357753738521,0.0947424273759208,0,0.00720999560076614,0.0112920511732365,0,0,0,0,0,0,0,0,0.429832504405967,0,0.00938760196663154,0,0,0,0.0239696042402096,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.318836542151068,0,0,0,0,0.107203582521327,0,0,0,0,0,0.0686850364393897,0,0,0,0,0.0452174096723293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999295863549578,0,0,0,0.169701836893468,0,0,0,0,0,0,0,0.0183038837345064,0,0,0,0,0.0254443039079805,0,0,0,-0.0728517709441855,0,0
X601898.SH,0,0.0781911915288689,0,0,0.028772082516864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377499612867356,0,0,0,0,0,0,0,0,0.386265634452674,0,0,0.154189502210104,0,0,0,0,0,0,0.0723202385271282,0,0.219387401564517,-0.0399265989673936,0,0,0,0,0,0,0,0,0,-0.0231253087659512,0,0,0,0,0,0
