,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X002466.SZ,X002460.SZ,X600188.SH,X600585.SH,X000792.SZ,X600019.SH,X601898.SH,X600111.SH,X600660.SH,X600011.SH,X000301.SZ,X000708.SZ,X002271.SZ,X000877.SZ,X600010.SH,X600547.SH,X600886.SH,X601600.SH,X600795.SH,X000629.SZ,X600176.SH,X600426.SH,X600362.SH,X000408.SZ,X601991.SH,X300073.SZ,X600096.SH,X000786.SZ,X600803.SH,X000723.SZ,X000983.SZ,X002080.SZ,X600027.SH,X600160.SH,X600348.SH,X600141.SH,X600219.SH,X601699.SH,X600378.SH,X600157.SH,X002407.SZ,X600801.SH,X600399.SH,X000155.SZ,X600486.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,0,0.00370237315888173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199393876304783,0,0,-0.0381822200349366,0.080998238247666,0,0.132982544192942,0,0,0,0.0476410700686239,0,0,0.110054555735136,0,0.184389923031825,0,0,0,0,0.00465350081094477,0,0,0.000561122944451984,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.0619880285973668,0,0.0425884628328973,0,0,0,0.155208028681548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280853118256183,0,0,0.273116448594881,0,0,0,0,0,0,0,0,0,-0.0364626008555919,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.0164534809936915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107214939758748,0,0.00736858657893383,0,0,0,0,0,0,0,0,0,0,0.0480704126669358,0,0,0,0,0,0,0.00127424870642118,0.0205794254598147,0.0778757519075646,0,0,0.0455249922934781,0,0.0141523427167448,0,0,0,0,0,0,0,-0.00458072158632872,0,0
X600309.SH,0,0.0505436729686581,0,0,9.35035383001006e-05,0,0,0,0.0122256274503603,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0241185163681983,0,0,0,0,0,0,0,0.218538859778578,0.0243699931428039,0,0,0,0,0,0,0.0345141397744605,0,0.00662189171182206,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0.631476693643565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0467201580771143,0,0,0,-8.67361737988404e-19,0,0,0.196735436380308,0,0,0,0,0.144069876022748,0,0,-0.0652370121706747,0,0,0,0,0,0.0499312971024494,0,0.0395841331596361,0.0680379066558817,0,0,0,0.000860714660229766,0,0,0,0,0.0663314322098895,0,0
X002460.SZ,0,0,0,0,0.154585370070976,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133766050281826,0,0,0.143377390344364,0,0,0,0,0,0,0,0.0400196782265957,0,0,0,0.0789034022449041,0.0422491728115522,0.0180315949553931,0,0,0,0.0482780062096951,0,0.0373010344933811,0,0,0.107047347509169,0,0,0,0,0,0,0,0,0,0,0,0.0359587779569066,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0,0.466810862894902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0301068787342462,0,0,0,0.201758847470334,0,0,0,0.0339420040092814,0,0,0.0597853071920125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0383541439291959,0,0,0.0101776177270457,0,0,0,0,0,0,0,0,0,0.0769777484686843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072269161400361,0,0.0604230900539345,0,0,0,8.67361737988404e-19,0.0223058640416179,0,0,-1.73472347597681e-18,0,0,0,0.318847146724509,-0.0180394115227569,0,0,0,0,0,0,0,0,0,-0.00390240077450201,0,0
X000792.SZ,0,0,0,0,0.145234271228225,0.221028249952534,0,0,0,0,0,0,0,0.0768401092627724,0,0,0,0,0,0,0,0,0,0.097953757361986,0,0,0,0,0,0,0,0,0,0,0,0.0439579414479637,0.0130378392304844,0,0.0378371737708638,0,0.0739490767032189,0,0,0,0,0,0,0,0,0,0,-0.0524815297583413,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111171731096892,0,0.0276577051366925,0,0,0.0472189738818278,0,0,0.0687464794086662,0,0.0145603097590361,0,0,0,0,0,0,0,0.048161730651522,0,0.0882536662079335,0.0549698028089361,0,0,0,0,0,0,0.0070397312545786,0,0.12868172672063,0,0,0,0,0,0,0,0.032060771250715,0,0,0,0,0.0112622103997655,0,0
