,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X601600.SH,X600547.SH,X600660.SH,X600886.SH,X000792.SZ,X600795.SH,X002466.SZ,X002460.SZ,X600362.SH,X600010.SH,X000708.SZ,X600111.SH,X000301.SZ,X601699.SH,X600027.SH,X600160.SH,X000983.SZ,X600803.SH,X000877.SZ,X600489.SH,X600426.SH,X601991.SH,X000630.SZ,X000408.SZ,X000786.SZ,X601168.SH,X000807.SZ,X000933.SZ,X002271.SZ,X600985.SH,X600176.SH,X600219.SH,X600612.SH,X000932.SZ,X002128.SZ,X600096.SH,X600348.SH,X000027.SZ,X000883.SZ,X600995.SH,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.157896904591195,0.171187375748914,0,0,0,0,0,0,0.159547663278874,0,0,0,0,0,0,0,0,0,0,0,0,0.09275223835432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0492409923706156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293744313361762,0.0867740180549002,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.115898533069931,0,0.0300908581326682,0,0.00380907616101221,0,0,0,0,0.0309391051995813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190307471786025,0,0,-0.0582945584473137,0,0,0,0,0.11291576204534,0,0,0,0,0,0,0,0,-0.00498857570630908,0,0,0,0,0,0,0
X601088.SH,0.0311770408648261,0,0,0,0.133327464131318,0.0266580519528515,0,0.14513176140697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118119726695707,0,0,0,0.344976592040231,-0.103123756026883,0,0,0,0,0,0.0230619844776805,0,0,0,0,0,-0.00445249073447773,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269676673189526,0,0.048920561146069,0,0,0,0,0,0.190809811485985,0,0,0,0,0.162620445328748,0,0,0,0,0,0,0,0,0.0185819824063276,0,0.0850053052395595,-0.101078217672181,0,0,0,0,0,0,0,0.145425947603973,0,-0.0237852014719487,-0.0338364495134307,0,0,0,0,0,0
X600188.SH,0,0,0.16061543869515,0,0,0.0974292067568445,0,0,0,0,0,0,0,0,0.018940978250412,0,0,0,0,0,0,0,0.194011838695151,-6.93889390390723e-18,0.0430574858563127,0.22662136039933,0,0,0,0,0.0518374583784254,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00968147310996643,-0.0248847168812436,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.17126237343092,0,0,0,0,0,0,0,0,0,0,0,-0.0509255171361524,0,0,0,0,0,0.0586635795834697,0.326722825622349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213296140474564,0,0,0,0,0,0,0,0,0,0,0,0.186188332540355,-0.0182770140545589,0,0.205529999654169,0,0,0,0,0
X600019.SH,0,0,0,0,0.136041093048216,0.0489576658943342,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0.0758633352503356,0,0,0,0,0,0.0952931024169765,0,0,0,0,0,0,0,0.0369995323856064,0,0,0,0,0,-0.03649365764766,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0627579726248193,0.124729573586254,0,0,0,0,0,0,0,0,0.032308829647862,0,0,0,0,0,0,0,0,0.279727312623147,0,0,0,0,0,0,0.175265920435505,0,0,0,0,0,0,-0.00377865395006249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000789634885644571,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0344223326068475,0,0,0,0,0,0,0,0,0,0,0,0,0.0946239361094396,0,0,0,0,0.0042519385517856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155127892566758,0,0.299366881226116,0,0,0,0,0,0,0,0,0,0,0,-0.0401879020094757,0.0303016154163806,-0.0142370828642492,0,0,0,0,0
X601600.SH,0.253219029062261,0,0,0,0.0146472625621627,0,0,0,0,0,0.0157427333543598,0,0,0,0.00497598001851518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152612628085509,0,0,0.0340678899268814,0.311651405388427,0,0,0,0,0,0,0,0,0,0,0,0,0.0843645967547748,0,0,-0.0118354593171868,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.088673792987001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.685219362856474,0,0,0,0,0,0,0.00733528062574123,0.117738564806424,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0566772469954902,0,-0.000642022388137376,-0.0281670017519447,0,0,0,0,0
